shipment_ID,catalog_ID,Formula,stereochemistry,sample_MW,purity,PO,Salt_Name,Salt_ratio,MW_salt,volume(uL),concentration(mM),plate_ID,well,SMILES,Name,Batch ID,"Amount, mg"
DAR-DIA-0587064e-19,Z4949565733,C26H21ClN2O3,Racemic or presumed racemic or meso,444.909,98.01,200415-FTE / COVID-19,,,0,40,20,1326826-Y40-02,03_A,ClC=1C=C(OCC=2C=CC=CC2)C=3OCCC(C(=O)NC=4C=NC=C5C=CC=CC45)C3C1,"8-(benzyloxy)-6-chloro-N-(isoquinolin-4-yl)-3,4-dihydro-2H-1-benzopyran-4-carboxamide",H3013712,
rac-EDJ-MED-611d11e7-12,Z4943083733,C18H13ClFN3O2,Racemic or presumed racemic or meso,357.766,100,200415-FTE / COVID-19,,,0,40,20,1326826-Y40-02,03_B,FC=1C=C2OCCC(C(=O)NC=3C=NC=C4C=CN=CC34)C2=CC1Cl,"6-chloro-7-fluoro-N-(2,6-naphthyridin-4-yl)-3,4-dihydro-2H-1-benzopyran-4-carboxamide",H3021835,
rac-EDJ-MED-611d11e7-4,Z4943083744,C20H16ClFN2O3,Racemic or presumed racemic or meso,386.804,100,200415-FTE / COVID-19,,,0,40,20,1326826-Y40-02,03_C,COC1(CCOC=2C=CC(Cl)=CC21)C(=O)NC=3C=NC=C4C=CC(F)=CC34,"6-chloro-N-(6-fluoroisoquinolin-4-yl)-4-methoxy-3,4-dihydro-2H-1-benzopyran-4-carboxamide",H3014846,
ALP-UNI-8d415491-2,Z4949474110,C19H19Cl2N3O,Racemic or presumed racemic or meso,376.279,100,200415-FTE / COVID-19,,,0,40,20,1326826-Y40-02,03_D,ClC=1C=C2NCCC(C(=O)NC=3C=NC=C4CCCCC34)C2=CC1Cl,"6,7-dichloro-N-(5,6,7,8-tetrahydroisoquinolin-4-yl)-1,2,3,4-tetrahydroquinoline-4-carboxamide",H3020603,
JIN-POS-6dc588a4-22,Z4951847510,C15H11ClN2OS,Achiral,302.778,98.08,200415-FTE / COVID-19,,,0,40,20,1326826-Y40-02,03_E,ClC=1C=CC=C(CC(=O)NC=2C=NC=C3SC=CC23)C1,"2-(3-chlorophenyl)-N-{thieno[2,3-c]pyridin-4-yl}acetamide",H3020599,
ALP-UNI-8d415491-1,Z4949474107,C18H17Cl2N3O,Racemic or presumed racemic or meso,362.253,100,200415-FTE / COVID-19,,,0,40,20,1326826-Y40-02,03_F,ClC=1C=C2NCCC(C(=O)NC=3C=NC=CC3C4CC4)C2=CC1Cl,"6,7-dichloro-N-(4-cyclopropylpyridin-3-yl)-1,2,3,4-tetrahydroquinoline-4-carboxamide",H3020044,
MAT-POS-5369c344-7,Z4949565737,C25H20ClN3O3,Racemic or presumed racemic or meso,445.897,100,200415-FTE / COVID-19,,,0,40,20,1326826-Y40-02,03_G,ClC=1C=C(OCC=2C=CN=CC2)C=3OCCC(C(=O)NC=4C=NC=C5C=CC=CC45)C3C1,"6-chloro-N-(isoquinolin-4-yl)-8-[(pyridin-4-yl)methoxy]-3,4-dihydro-2H-1-benzopyran-4-carboxamide",H3021824,
JIN-POS-6dc588a4-11,Z4951847502,C17H12ClFN2O,Achiral,314.741,100,200415-FTE / COVID-19,,,0,40,20,1326826-Y40-02,03_H,FC=1C=CC=2C(NC(=O)CC=3C=CC=C(Cl)C3)=CN=CC2C1,2-(3-chlorophenyl)-N-(7-fluoroisoquinolin-4-yl)acetamide,H3029526,
RUB-POS-1325a9ea-4,Z4951847515,C18H15ClN2O,Achiral,310.777,97.33,200415-FTE / COVID-19,,,0,40,20,1326826-Y40-02,03_I,CC=1C=CC=2C=NC=C(NC(=O)CC=3C=CC=C(Cl)C3)C2C1,2-(3-chlorophenyl)-N-(6-methylisoquinolin-4-yl)acetamide,H3029523,
EDG-MED-ba1ac7b9-17,Z4914836774,C29H28ClN5O3,Racemic or presumed racemic or meso,530.017,100,200415-FTE / COVID-19,,,0,40,20,1326826-Y40-02,03_J,CN1C=CN=C1CN(C2CC2)C(=O)CC3(CCOC=4C=CC(Cl)=CC43)C(=O)NC=5C=NC=C6C=CC=CC56,"6-chloro-4-({cyclopropyl[(1-methyl-1H-imidazol-2-yl)methyl]carbamoyl}methyl)-N-(isoquinolin-4-yl)-3,4-dihydro-2H-1-benzopyran-4-carboxamide",H3021851,
LON-WEI-9739a092-4,Z4925948219,C26H23ClFN3O,Achiral,447.931,100,200415-FTE / COVID-19,,,0,40,20,1326826-Y40-02,03_K,CCN(CC=1C=CC(F)=CC1)C=2C=C(Cl)C=C(CC(=O)NC=3C=NC=C4C=CC=CC34)C2,2-(3-chloro-5-{ethyl[(4-fluorophenyl)methyl]amino}phenyl)-N-(isoquinolin-4-yl)acetamide,H3021859,
EDG-MED-ba1ac7b9-19,Z4914836777,C27H25ClN6O3,Diastereomeric mixture,516.978,100,200415-FTE / COVID-19,,,0,40,20,1326826-Y40-02,03_L,CC1N(CCN2C=NN=C12)C(=O)CC3(CCOC=4C=CC(Cl)=CC43)C(=O)NC=5C=NC=C6C=CC=CC56,"6-chloro-N-(isoquinolin-4-yl)-4-(2-{8-methyl-5H,6H,7H,8H-[1,2,4]triazolo[4,3-a]pyrazin-7-yl}-2-oxoethyl)-3,4-dihydro-2H-1-benzopyran-4-carboxamide",H3021855,
Z4943083736,Z4943083736,C19H16ClN3O3,Racemic or presumed racemic or meso,369.801,100,200415-FTE / COVID-19,,,0,40,20,1326826-Y40-02,03_M,COC1(CCOC=2C=CC(Cl)=CC21)C(=O)NC=3C=NC=C4C=CN=CC34,"6-chloro-4-methoxy-N-(2,6-naphthyridin-4-yl)-3,4-dihydro-2H-1-benzopyran-4-carboxamide",H3021825,
JIN-POS-6dc588a4-6,Z1501018719,C17H19ClN2O2,Achiral,318.797,92.58,200415-FTE / COVID-19,,,0,40,20,1326826-Y40-02,03_N,CC(C)(C)OC=1C=CN=CC1NC(=O)CC=2C=CC=C(Cl)C2,N-[4-(tert-butoxy)pyridin-3-yl]-2-(3-chlorophenyl)acetamide,H3022399,
