shipment_ID,catalog_ID,Formula,stereochemistry,sample_MW,purity,PO,Salt_Name,Salt_ratio,MW_salt,volume(uL),concentration(mM),plate_ID,well,SMILES,Name,Batch ID
ALP-POS-a1bdc92a-1,Z4754686018,C23H21N5O2,Achiral,399.445,90.27,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-28,05_A,CCC(=O)NC=1C=CC(=CC1)N(CC=2C=CC=CC2)C(=O)N3N=NC=4C=CC=CC34,"N-benzyl-N-(4-propanamidophenyl)-1H-1,2,3-benzotriazole-1-carboxamide",H2734487
PET-UNK-8922bd3c-1,Z4762132908,C17H13ClN2O,Achiral,296.750,100,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-28,05_B,ClC=1C=CC=C(NC(=O)CC=2C=NC=C3C=CC=CC23)C1,N-(3-chlorophenyl)-2-(isoquinolin-4-yl)acetamide,H2747614
LON-WEI-5e7d1b3e-41,Z3220648995,C19H17N3O6S2,Achiral,447.484,96,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-28,05_C,COC=1C=CC(=CC1S(=O)(=O)NC=2C=CC=C3C=CC=NC23)N4C(=O)CCS4(=O)=O,"2-methoxy-N-(quinolin-8-yl)-5-(1,1,3-trioxo-1??,2-thiazolidin-2-yl)benzene-1-sulfonamide",*R2375821*
LON-WEI-5e7d1b3e-33,Z3220620971,C23H25N3O4,Racemic or presumed racemic or meso,407.462,96,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-28,05_D,COC=1C=C2CCN(C(C)C2=CC1OC)C(=O)NC3=CN(C)C(=O)C=4C=CC=CC34,"6,7-dimethoxy-1-methyl-N-(2-methyl-1-oxo-1,2-dihydroisoquinolin-4-yl)-1,2,3,4-tetrahydroisoquinoline-2-carboxamide",*R2375797*
LON-WEI-5e7d1b3e-4,Z3220635990,C21H22BrN3O2,Achiral,428.322,96,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-28,05_E,CC(C)CN1C=C(NC(=O)NC=2C=CC(C)=CC2Br)C=3C=CC=CC3C1=O,"1-(2-bromo-4-methylphenyl)-3-[2-(2-methylpropyl)-1-oxo-1,2-dihydroisoquinolin-4-yl]urea",*R2375638*
LON-WEI-5e7d1b3e-75,Z57179924,C18H16N2O3S,Racemic or presumed racemic or meso,340.396,96,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-28,05_F,CC=1C=CC=CC1NC(=O)CC2SC(=O)N(C2=O)C=3C=CC=CC3,"2-(2,4-dioxo-3-phenyl-1,3-thiazolidin-5-yl)-N-(2-methylphenyl)acetamide",*R2375914*
LON-WEI-5e7d1b3e-44,Z2735298792,C19H21N3O3,Achiral,339.388,96,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-28,05_G,CC(C)CN1C=C(NC(=O)NCC2=CC=CO2)C=3C=CC=CC3C1=O,"3-[(furan-2-yl)methyl]-1-[2-(2-methylpropyl)-1-oxo-1,2-dihydroisoquinolin-4-yl]urea",*R2375810*
LON-WEI-5e7d1b3e-14,Z3240894064,C20H19FN2O3,Achiral,354.374,96,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-28,05_H,COC(=O)C1=C(NCCCC=2C=CC=CC2)C=3C=C(F)C=CC3NC1=O,"methyl 6-fluoro-2-oxo-4-[(3-phenylpropyl)amino]-1,2-dihydroquinoline-3-carboxylate",*R2378192*
LON-WEI-5e7d1b3e-57,Z3220621009,C22H27N3O4,Achiral,397.467,96,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-28,05_I,CC(C)OCCCN(CC1=CC=CO1)C(=O)NC2=CN(C)C(=O)C=3C=CC=CC23,"3-[(furan-2-yl)methyl]-1-(2-methyl-1-oxo-1,2-dihydroisoquinolin-4-yl)-3-[3-(propan-2-yloxy)propyl]urea",*R2375761*
LON-WEI-5e7d1b3e-51,Z4752035391,C21H29Cl3N4O3,Achiral,491.838,96,200415-FTE / COVID-19,hydrogen chloride,3,36.46094,4,100,1181202-Y4-28,05_J,Cl.Cl.Cl.CC(C)CN1C=C(NC(=O)NCCC=2C(C)=NOC2C)C=3C=CC=CC3C1=O,"3-[2-(3,5-dimethyl-1,2-oxazol-4-yl)ethyl]-1-[2-(2-methylpropyl)-1-oxo-1,2-dihydroisoquinolin-4-yl]urea trihydrochloride",*R2375834*
LON-WEI-5e7d1b3e-60,Z3220636206,C23H34N4O2,Achiral,398.541,96,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-28,05_K,CC(C)CN1C=C(NC(=O)NCCCN2CCC(C)CC2)C=3C=CC=CC3C1=O,"1-[3-(4-methylpiperidin-1-yl)propyl]-3-[2-(2-methylpropyl)-1-oxo-1,2-dihydroisoquinolin-4-yl]urea",*R2375749*
LON-WEI-5e7d1b3e-58,Z2583384950,C22H22N4O3S,Achiral,422.500,96,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-28,05_L,COC=1C=CC=2N=C(NC(=O)NC3=CN(CC(C)C)C(=O)C=4C=CC=CC34)SC2C1,"3-(6-methoxy-1,3-benzothiazol-2-yl)-1-[2-(2-methylpropyl)-1-oxo-1,2-dihydroisoquinolin-4-yl]urea",*R2375757*
