shipment_ID,catalog_ID,Formula,stereochemistry,sample_MW,purity,PO,Salt_Name,Salt_ratio,MW_salt,volume(uL),concentration(mM),plate_ID,well,SMILES,Name,Batch ID,"Amount, mg (left)"
EDJ-MED-c292668a-1,Z5060771463,C17H14ClNO2,Achiral,299.751,100,COVID-19,,,0,40,20,1326826-Y40-16,03_A,ClC=1C=CC=C(CC(=O)N2CC(=O)C=3C=CC=CC3C2)C1,"2-[2-(3-chlorophenyl)acetyl]-1,2,3,4-tetrahydroisoquinolin-4-one",H3233020,27.3
rel-KAD-UNI-cb0f2bbc-23-1,Z5094147408,C28H26ClFN4O4S,Single unknown enantiomer,569.046,100,COVID-19,,,0,40,20,1326826-Y40-16,03_B,"CNS(=O)(=O)C=1C=C(CNC[C@@]2(CCOC=3C=CC(Cl)=CC32)C(=O)NC=4C=NC=C5C=CC=CC45)C=CC1F |o1:11,r|","rel-(4R)-6-chloro-4-[({[4-fluoro-3-(methylsulfamoyl)phenyl]methyl}amino)methyl]-N-(isoquinolin-4-yl)-3,4-dihydro-2H-1-benzopyran-4-carboxamide",H3214636,16.4
rel-KAD-UNI-cb0f2bbc-23-2,Z5094147410,C28H26ClFN4O4S,Single unknown enantiomer,569.046,100,COVID-19,,,0,40,20,1326826-Y40-16,03_C,"CNS(=O)(=O)C=1C=C(CNC[C@]2(CCOC=3C=CC(Cl)=CC32)C(=O)NC=4C=NC=C5C=CC=CC45)C=CC1F |o1:11,r|","rel-(4R)-6-chloro-4-[({[4-fluoro-3-(methylsulfamoyl)phenyl]methyl}amino)methyl]-N-(isoquinolin-4-yl)-3,4-dihydro-2H-1-benzopyran-4-carboxamide",H3214637,16.2
Z1928913829,Z1928913829,C17H16ClNO2,Racemic or presumed racemic or meso,301.767,100,COVID-19,,,0,40,20,1326826-Y40-16,03_D,OC1CN(C(=O)CC=2C=CC=C(Cl)C2)C=3C=CC=CC3C1,"2-(3-chlorophenyl)-1-(3-hydroxy-1,2,3,4-tetrahydroquinolin-1-yl)ethan-1-one",H3241826,5.1
BEN-DND-03406596-4,Z1728517992,C13H13N3O,Racemic or presumed racemic or meso,227.261,,COVID-19,,,0,40,20,1326826-Y40-16,03_E,CC(C(=O)NC=1C=NC=NC1)C=2C=CC=CC2,2-phenyl-N-(pyrimidin-5-yl)propanamide,T4090190,3.6
BEN-DND-03406596-12,Z1698999185,C13H13N3O,Single known enantiomer,227.261,,COVID-19,,,0,40,20,1326826-Y40-16,03_F,C[C@@H](C(=O)NC=1C=NC=NC1)C=2C=CC=CC2,(2R)-2-phenyl-N-(pyrimidin-5-yl)propanamide,T4090188,3.6
BEN-DND-03406596-11,Z1698999669,C13H13N3O,Single known enantiomer,227.261,,COVID-19,,,0,40,20,1326826-Y40-16,03_G,C[C@H](C(=O)NC=1C=NC=NC1)C=2C=CC=CC2,(2S)-2-phenyl-N-(pyrimidin-5-yl)propanamide,T4090189,3.6
Z5095374018,Z5095374018,C17H16ClNO2,Racemic or presumed racemic or meso,301.767,97.98,COVID-19,,,0,40,20,1326826-Y40-16,03_H,OC1CN(CC=2C=CC=CC12)C(=O)CC=3C=CC=C(Cl)C3,"2-(3-chlorophenyl)-1-(4-hydroxy-1,2,3,4-tetrahydroisoquinolin-2-yl)ethan-1-one",H3241825,5.1
BEN-DND-03ad4429-8,Z4305935505,C17H18N2O3S2,Achiral,362.466,,COVID-19,,,0,40,20,1326826-Y40-16,03_I,O=C(/C=C/C=1C=CC=CC1)N2CCN(CC2)S(=O)(=O)C3=CC=CS3,(2E)-3-phenyl-1-[4-(thiophene-2-sulfonyl)piperazin-1-yl]prop-2-en-1-one,T4090179,8.8
BEN-DND-03ad4429-4,Z3227659869,C19H19FN2O3S,Achiral,374.429,,COVID-19,,,0,40,20,1326826-Y40-16,03_J,FC=1C=CC=C(C1)S(=O)(=O)N2CCN(CC2)C(=O)/C=C/C=3C=CC=CC3,(2E)-1-[4-(3-fluorobenzenesulfonyl)piperazin-1-yl]-3-phenylprop-2-en-1-one,T4090184,9.7
BEN-DND-03ad4429-2,Z3490678744,C12H14FNO3S,Achiral,271.307,,COVID-19,,,0,40,20,1326826-Y40-16,03_K,FC=1C=CC=C(C1)S(=O)(=O)N2CCCC(=O)CC2,1-(3-fluorobenzenesulfonyl)azepan-4-one,T4090186,10.3
