shipment_ID,catalog_ID,Formula,stereochemistry,sample_MW,purity,PO,Salt_Name,Salt_ratio,MW_salt,volume(uL),concentration(mM),plate_ID,well,SMILES,Name,Batch ID,"Amount, mg (left)"
MAT-POS-90fd5f68-31,Z5261485125,C21H22ClN3O2,Achiral,383.871,100,200415-FTE / COVID-19,,,0,40,20,1326826-Y40-26,03_A,CN(C)CCOC=1C=CC=2C=NC=C(NC(=O)CC=3C=CC=C(Cl)C3)C2C1,2-(3-chlorophenyl)-N-{6-[2-(dimethylamino)ethoxy]isoquinolin-4-yl}acetamide,H3405890,124.2
MAT-POS-90fd5f68-32,Z5261485126,C23H24ClN3O2,Achiral,409.908,99,200415-FTE / COVID-19,,,0,40,20,1326826-Y40-26,03_B,ClC=1C=CC=C(CC(=O)NC=2C=NC=C3C=CC(OCCN4CCCC4)=CC23)C1,2-(3-chlorophenyl)-N-{6-[2-(pyrrolidin-1-yl)ethoxy]isoquinolin-4-yl}acetamide,H3405891,92.7
MAT-POS-1bed62cf-3,Z5210381240,C24H21ClN4O3,Racemic or presumed racemic or meso,448.901,95.12,200415-FTE / COVID-19,,,0,40,20,1326826-Y40-26,03_C,CNC(=O)CN1CC=2C=CC(Cl)=CC2C3(CC(=O)N(C3=O)C=4C=NC=C5C=CC=CC45)C1,"2-[6-chloro-1'-(isoquinolin-4-yl)-2',5'-dioxo-2,3-dihydro-1H-spiro[isoquinoline-4,3'-pyrrolidin]-2-yl]-N-methylacetamide",H3403324,9.3
MAT-POS-5cd9ea36-17,Z5169210135,C21H21ClN4O3S,Racemic or presumed racemic or meso,444.934,100,200415-FTE / COVID-19,,,0,40,20,1326826-Y40-26,03_D,CCNS(=O)(=O)N1CC(C(=O)NC=2C=NC=C3C=CC=CC23)C=4C=C(Cl)C=CC4C1,"6-chloro-2-(ethylsulfamoyl)-N-(isoquinolin-4-yl)-1,2,3,4-tetrahydroisoquinoline-4-carboxamide",H3405895,28
MAT-POS-1bed62cf-1,Z5210381238,C26H21ClN4O4S,Racemic or presumed racemic or meso,520.987,100,200415-FTE / COVID-19,,,0,40,20,1326826-Y40-26,03_E,ClC=1C=CC=2CN(CC3(CC(=O)N(C3=O)C=4C=NC=C5C=CC=CC45)C2C1)S(=O)(=O)CC6(CC6)C#N,"1-({[6-chloro-1'-(isoquinolin-4-yl)-2',5'-dioxo-2,3-dihydro-1H-spiro[isoquinoline-4,3'-pyrrolidin]-2-yl]sulfonyl}methyl)cyclopropane-1-carbonitrile",H3406024,4.3
DAN-MCD-f396e45b,Z5298913456,C24H24ClN3O4S2,Single known enantiomer,518.048,,200415-FTE / COVID-19,,,0,40,20,1326826-Y40-26,03_F,ClCC(=O)N1CCN([C@H](C1)C(=O)NC(C=2C=CC=CC2)C=3C=CC=CC3)S(=O)(=O)C=4C=CSC4,(2R)-4-(2-chloroacetyl)-N-(diphenylmethyl)-1-(thiophene-3-sulfonyl)piperazine-2-carboxamide,T4090223,0
DAN-MCD-68a9aade-1,Z5298881035,C17H18ClN3O4S2,Single known enantiomer,427.925,,200415-FTE / COVID-19,,,0,40,20,1326826-Y40-26,03_G,ClCC(=O)N1CCN([C@@H](C1)C(=O)NC=2C=CC=CC2)S(=O)(=O)C=3C=CSC3,(2S)-4-(2-chloroacetyl)-N-phenyl-1-(thiophene-3-sulfonyl)piperazine-2-carboxamide,T4090220,0
DAN-MCD-3ec20f87,Z5298958765,C15H20ClN3O5S2,Single known enantiomer,421.919,,200415-FTE / COVID-19,,,0,40,20,1326826-Y40-26,03_H,ClCC(=O)N1CCN([C@@H](C1)C(=O)N2CCOCC2)S(=O)(=O)C=3C=CSC3,2-chloro-1-[(3S)-3-(morpholine-4-carbonyl)-4-(thiophene-3-sulfonyl)piperazin-1-yl]ethan-1-one,T4090225,0
DAN-MCD-b3a5626f,Z5298711547,C18H20ClN3O4S2,Single known enantiomer,441.952,,200415-FTE / COVID-19,,,0,40,20,1326826-Y40-26,03_I,ClCC(=O)N1CCN([C@@H](C1)C(=O)NCC=2C=CC=CC2)S(=O)(=O)C=3C=CSC3,(2S)-N-benzyl-4-(2-chloroacetyl)-1-(thiophene-3-sulfonyl)piperazine-2-carboxamide,T4090214,0
DAN-MCD-e5161b06,Z5298889555,C17H18ClN3O4S2,Single known enantiomer,427.925,,200415-FTE / COVID-19,,,0,40,20,1326826-Y40-26,03_J,ClCC(=O)N1CCN([C@H](C1)C(=O)NC=2C=CC=CC2)S(=O)(=O)C=3C=CSC3,(2R)-4-(2-chloroacetyl)-N-phenyl-1-(thiophene-3-sulfonyl)piperazine-2-carboxamide,T4090221,0
DAN-MCD-9cdc9f7f,Z5298924493,C24H24ClN3O4S2,Single known enantiomer,518.048,,200415-FTE / COVID-19,,,0,40,20,1326826-Y40-26,03_K,ClCC(=O)N1CCN([C@@H](C1)C(=O)NC(C=2C=CC=CC2)C=3C=CC=CC3)S(=O)(=O)C=4C=CSC4,(2S)-4-(2-chloroacetyl)-N-(diphenylmethyl)-1-(thiophene-3-sulfonyl)piperazine-2-carboxamide,T4090224,0
DAN-MCD-93e7aadc,Z5299029640,C18H26ClN3O4S2,Single known enantiomer,447.999,,200415-FTE / COVID-19,,,0,40,20,1326826-Y40-26,03_L,ClCC(=O)N1CCN([C@@H](C1)C(=O)NCC2CCCCC2)S(=O)(=O)C=3C=CSC3,(2S)-4-(2-chloroacetyl)-N-(cyclohexylmethyl)-1-(thiophene-3-sulfonyl)piperazine-2-carboxamide,T4090232,0
DAN-MCD-0742953f,Z5298966676,C20H22ClN3O6S2,Single known enantiomer,499.988,,200415-FTE / COVID-19,,,0,40,20,1326826-Y40-26,03_M,CCOC(=O)C=1C=CC=C(NC(=O)[C@@H]2CN(CCN2S(=O)(=O)C=3C=CSC3)C(=O)CCl)C1,ethyl 3-[(2S)-4-(2-chloroacetyl)-1-(thiophene-3-sulfonyl)piperazine-2-amido]benzoate,T4090226,0
DAN-MCD-50d01569,Z5299001772,C21H20ClN3O4S2,Single known enantiomer,477.984,,200415-FTE / COVID-19,,,0,40,20,1326826-Y40-26,03_N,ClCC(=O)N1CCN([C@@H](C1)C(=O)NC=2C=CC=3C=CC=CC3C2)S(=O)(=O)C=4C=CSC4,(2S)-4-(2-chloroacetyl)-N-(naphthalen-2-yl)-1-(thiophene-3-sulfonyl)piperazine-2-carboxamide,T4090230,0
DAN-MCD-3bfdcef2,Z5298974425,C19H22ClN3O4S2,Single known enantiomer,455.978,,200415-FTE / COVID-19,,,0,40,20,1326826-Y40-26,03_O,CC=1C=CC=C(C)C1NC(=O)[C@@H]2CN(CCN2S(=O)(=O)C=3C=CSC3)C(=O)CCl,"(2S)-4-(2-chloroacetyl)-N-(2,6-dimethylphenyl)-1-(thiophene-3-sulfonyl)piperazine-2-carboxamide",T4090227,0
DAN-MCD-0c04f563,Z5299008606,C18H20ClN3O5S2,Single known enantiomer,457.951,,200415-FTE / COVID-19,,,0,40,20,1326826-Y40-26,03_P,COC=1C=CC(NC(=O)[C@@H]2CN(CCN2S(=O)(=O)C=3C=CSC3)C(=O)CCl)=CC1,(2S)-4-(2-chloroacetyl)-N-(4-methoxyphenyl)-1-(thiophene-3-sulfonyl)piperazine-2-carboxamide,T4090231,0
DAN-MCD-02570321,Z5298984858,C18H17ClN4O4S2,Single known enantiomer,452.934,,200415-FTE / COVID-19,,,0,40,20,1326826-Y40-26,04_A,ClCC(=O)N1CCN([C@@H](C1)C(=O)NC=2C=CC=C(C#N)C2)S(=O)(=O)C=3C=CSC3,(2S)-4-(2-chloroacetyl)-N-(3-cyanophenyl)-1-(thiophene-3-sulfonyl)piperazine-2-carboxamide,T4090228,0
DAN-MCD-1c3944e2,Z5298497850,C21H24ClN3O4S,Single known enantiomer,449.950,,200415-FTE / COVID-19,,,0,40,20,1326826-Y40-26,04_B,CC=1C=CC(=CC1)S(=O)(=O)N2CCN(C[C@H]2C(=O)NCC=3C=CC=CC3)C(=O)CCl,(2S)-N-benzyl-4-(2-chloroacetyl)-1-(4-methylbenzenesulfonyl)piperazine-2-carboxamide,T4090205,0
DAN-MCD-34fd4f29,Z5298566009,C22H26ClN3O4S,Single known enantiomer,463.977,,200415-FTE / COVID-19,,,0,40,20,1326826-Y40-26,04_C,CC=1C=CC(=CC1)S(=O)(=O)N2CCN(C[C@H]2C(=O)NCCC=3C=CC=CC3)C(=O)CCl,(2S)-4-(2-chloroacetyl)-1-(4-methylbenzenesulfonyl)-N-(2-phenylethyl)piperazine-2-carboxamide,T4090206,0
DAN-MCD-c163c0bb,Z5298993685,C17H17ClFN3O4S2,Single known enantiomer,445.915,,200415-FTE / COVID-19,,,0,40,20,1326826-Y40-26,04_D,FC=1C=CC(NC(=O)[C@@H]2CN(CCN2S(=O)(=O)C=3C=CSC3)C(=O)CCl)=CC1,(2S)-4-(2-chloroacetyl)-N-(4-fluorophenyl)-1-(thiophene-3-sulfonyl)piperazine-2-carboxamide,T4090229,0
DAN-MCD-881986d8,Z5298572689,C20H28ClN3O4S,Single known enantiomer,441.972,,200415-FTE / COVID-19,,,0,40,20,1326826-Y40-26,04_E,CC=1C=CC(=CC1)S(=O)(=O)N2CCN(C[C@H]2C(=O)NC3CCCCC3)C(=O)CCl,(2S)-4-(2-chloroacetyl)-N-cyclohexyl-1-(4-methylbenzenesulfonyl)piperazine-2-carboxamide,T4090207,0
DAN-MCD-9b81d1fa,Z5298620472,C18H20ClN3O4S2,Single known enantiomer,441.952,,200415-FTE / COVID-19,,,0,40,20,1326826-Y40-26,04_F,ClCC(=O)N1CCN([C@H](C1)C(=O)NCC=2C=CC=CC2)S(=O)(=O)C=3C=CSC3,(2R)-N-benzyl-4-(2-chloroacetyl)-1-(thiophene-3-sulfonyl)piperazine-2-carboxamide,T4090212,0
