shipment_ID,catalog_ID,Formula,stereochemistry,sample_MW,purity,PO,Salt_Name,Salt_ratio,MW_salt,volume(uL),concentration(mM),plate_ID,well,SMILES,Name,Batch ID,"Amount, mg"
VLA-UCB-1dbca3b4-1,Z1738381336,C16H13ClN2O2,Racemic or presumed racemic or meso,300.739,92.06,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-47,03_A,ClC=1C=CC=C(CC(=O)NC2C(=O)NC=3C=CC=CC23)C1,"2-(3-chlorophenyl)-N-(2-oxo-2,3-dihydro-1H-indol-3-yl)acetamide",H2571298,
MAT-POS-fb82b63d-3,Z4925948214,C20H18ClN3O,Racemic or presumed racemic or meso,351.829,98.44,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-47,03_B,CN1CCC=2C=CC(Cl)=CC2C1C(=O)NC=3C=NC=C4C=CC=CC34,"7-chloro-N-(isoquinolin-4-yl)-2-methyl-1,2,3,4-tetrahydroisoquinoline-1-carboxamide",H2994002,
PET-UNK-bb7ffe78-1,Z4943083681,C19H17ClN2O,Achiral,324.804,91.49,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-47,03_C,CCC=1C=C(Cl)C=C(CC(=O)NC=2C=NC=C3C=CC=CC23)C1,2-(3-chloro-5-ethylphenyl)-N-(isoquinolin-4-yl)acetamide,H2996399,
MAT-POS-fb82b63d-1,Z4925948213,C19H16ClN3O,Racemic or presumed racemic or meso,337.802,100,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-47,03_D,ClC=1C=CC=2CCNC(C(=O)NC=3C=NC=C4C=CC=CC34)C2C1,"7-chloro-N-(isoquinolin-4-yl)-1,2,3,4-tetrahydroisoquinoline-1-carboxamide",H2990724,
PET-UNK-bb7ffe78-3,Z4943083686,C20H19ClN2O,Achiral,338.830,100,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-47,03_E,CCCC=1C=C(Cl)C=C(CC(=O)NC=2C=NC=C3C=CC=CC23)C1,2-(3-chloro-5-propylphenyl)-N-(isoquinolin-4-yl)acetamide,H2994008,
MIC-UNK-91acba05-3,Z4909940759,C19H15ClN2O3S,Racemic or presumed racemic or meso,386.852,97.76,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-47,03_F,ClC=1C=CC2=C(C1)C(CCS2(=O)=O)C(=O)NC=3C=NC=C4C=CC=CC34,"6-chloro-N-(isoquinolin-4-yl)-1,1-dioxo-3,4-dihydro-2H-1??-benzothiopyran-4-carboxamide",H2996721,
BEN-DND-f2e727cd-6,Z4886054145,C20H18ClN3O,Racemic or presumed racemic or meso,351.829,100,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-47,03_G,CN1CC(C(=O)NC=2C=NC=C3C=CC=CC23)C=4C=C(Cl)C=CC4C1,"6-chloro-N-(isoquinolin-4-yl)-2-methyl-1,2,3,4-tetrahydroisoquinoline-4-carboxamide",H2992765,
MAT-POS-dd3ad2b5-4,Z4943083708,C20H18ClN3O3S,Racemic or presumed racemic or meso,415.893,100,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-47,03_H,CS(=O)(=O)N1CC(C(=O)NC=2C=NC=C3C=CC=CC23)C=4C=C(Cl)C=CC4C1,"6-chloro-N-(isoquinolin-4-yl)-2-methanesulfonyl-1,2,3,4-tetrahydroisoquinoline-4-carboxamide",H2996716,
EDG-MED-ba1ac7b9-21,Z4914836781,C29H28ClN5O3,Diastereomeric mixture,530.017,97.64,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-47,03_I,ClC=1C=CC=2OCCC(CC(=O)N3CCCC3CN4C=CN=C4)(C(=O)NC=5C=NC=C6C=CC=CC56)C2C1,"6-chloro-4-(2-{2-[(1H-imidazol-1-yl)methyl]pyrrolidin-1-yl}-2-oxoethyl)-N-(isoquinolin-4-yl)-3,4-dihydro-2H-1-benzopyran-4-carboxamide",H2980421,
MAT-POS-dd3ad2b5-5,Z4943083709,C21H19ClN4O2,Racemic or presumed racemic or meso,394.854,98.69,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-47,03_J,CNC(=O)N1CC(C(=O)NC=2C=NC=C3C=CC=CC23)C=4C=C(Cl)C=CC4C1,"6-chloro-N4-(isoquinolin-4-yl)-N2-methyl-1,2,3,4-tetrahydroisoquinoline-2,4-dicarboxamide",H2999570,
ALP-POS-fe871b40-2,Z4917828875,C20H15ClN4O,Racemic or presumed racemic or meso,362.812,90.61,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-47,03_K,ClC=1C=C(C#N)C=2NCCC(C(=O)NC=3C=NC=C4C=CC=CC34)C2C1,"6-chloro-8-cyano-N-(isoquinolin-4-yl)-1,2,3,4-tetrahydroquinoline-4-carboxamide",H3000265,
MAT-POS-dd3ad2b5-2,Z4943083702,C21H18ClN3O2,Racemic or presumed racemic or meso,379.839,98.72,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-47,03_L,CC(=O)N1CC(C(=O)NC=2C=NC=C3C=CC=CC23)C=4C=C(Cl)C=CC4C1,"2-acetyl-6-chloro-N-(isoquinolin-4-yl)-1,2,3,4-tetrahydroisoquinoline-4-carboxamide",H2999572,
rel-ALP-POS-fe871b40-11-2,Z4930326916,C20H16ClFN2O3,Single unknown enantiomer,386.804,100,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-47,03_M,"CO[C@@]1(CCOC=2C=C(F)C(Cl)=CC21)C(=O)NC=3C=NC=C4C=CC=CC34 |o1:2,r|","rel-(4R)-6-chloro-7-fluoro-N-(isoquinolin-4-yl)-4-methoxy-3,4-dihydro-2H-1-benzopyran-4-carboxamide",H3000881,
rel-ALP-POS-fe871b40-11-1,Z4930326917,C20H16ClFN2O3,Single unknown enantiomer,386.804,100,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-47,03_N,"CO[C@]1(CCOC=2C=C(F)C(Cl)=CC21)C(=O)NC=3C=NC=C4C=CC=CC34 |o1:2,r|","rel-(4R)-6-chloro-7-fluoro-N-(isoquinolin-4-yl)-4-methoxy-3,4-dihydro-2H-1-benzopyran-4-carboxamide",H3000880,
