SMILES,CID,Comments,,,,
O=C(Nc1cncc2cc(F)ccc12)C1CCS(=O)(=O)c2ccc(Cl)cc21,EDJ-MED-b7309adf-1,https://www.emolecules.com/search/#?querytype=emoleculesid&p=1&query=60174775 amine is in stock at eMolecules,,,,
O=C(Nc1cncc2cc(Cl)ccc12)C1CCS(=O)(=O)c2ccc(Cl)cc21,EDJ-MED-b7309adf-2,https://www.emolecules.com/search/#?querytype=emoleculesid&p=1&query=64089906 amine is in stock at eMolecules,,,,
CS(=O)(=O)c1ccc2c(NC(=O)C3CCS(=O)(=O)c4ccc(Cl)cc43)cncc2c1,EDJ-MED-93390d0c-2,,,,,
COC1(C(=O)Nc2cncc3ccc(NS(C)(=O)=O)cc23)CCOc2ccc(Cl)cc21,EDG-MED-10fcb19e-1,,,,,
COC1(C(=O)Nc2cncc3cc(NS(C)(=O)=O)ccc23)CCOc2ccc(Cl)cc21,EDG-MED-10fcb19e-2,,,,,
CNS(=O)(=O)c1ccc2cncc(NC(=O)C3(OC)CCOc4ccc(Cl)cc43)c2c1,EDG-MED-10fcb19e-3,,,,,
CNS(=O)(=O)c1ccc2c(NC(=O)C3(OC)CCOc4ccc(Cl)cc43)cncc2c1,EDJ-MED-6bf93aa8-1,,,,,
CS(C)(=O)=NCc1ccc2c(NC(=O)[C@@H]3CCOc4ccc(Cl)cc43)cncc2c1,JAG-UCB-571deb56-1,,,,,
CS(=O)(=O)Cc1ccc2c(NC(=O)[C@@H]3CCOc4ccc(Cl)cc43)cncc2c1,JAG-UCB-571deb56-2,,,,,
Cc1nccn1Cc1ccc2c(NC(=O)[C@@H]3CCOc4ccc(Cl)cc43)cncc2c1,JAG-UCB-571deb56-3,,,,,
CS(=N)(=O)Cc1ccc2c(NC(=O)[C@@H]3CCOc4ccc(Cl)cc43)cncc2c1,JAG-UCB-571deb56-4,,,,,
C[S+]([O-])Cc1ccc2c(NC(=O)[C@@H]3CCOc4ccc(Cl)cc43)cncc2c1,JAG-UCB-571deb56-5,,,,,
CS(=N)(=O)NCc1ccc2c(NC(=O)[C@@H]3CCOc4ccc(Cl)cc43)cncc2c1,JAG-UCB-571deb56-6,,,,,
O=C(Nc1cncc2cc(CN3CCNCC3)ccc12)[C@@H]1CCOc2ccc(Cl)cc21,ERI-UCB-8d4e5055-1,,,,,
O=C(Nc1cncc2ccc(CN3CCNCC3)cc12)[C@@H]1CCOc2ccc(Cl)cc21,ERI-UCB-8d4e5055-2,,,,,
CS(=O)(=O)c1ccc2c(NC(=O)[C@@H]3CCOc4ccc(Cl)cc43)cncc2c1,ERI-UCB-8d4e5055-3,,,,,
O=C(Nc1cncc2ccc(CN3CC4(CNC4)C3)cc12)[C@@H]1CCOc2ccc(Cl)cc21,ERI-UCB-8d4e5055-5,,,,,
O=C(Nc1cncc2cc(CN3CC4(CNC4)C3)ccc12)[C@@H]1CCOc2ccc(Cl)cc21,ERI-UCB-8d4e5055-6,,,,,
Cc1cc2c(NC(=O)C3CCOc4ccc(Cl)cc43)cncc2s1,MAT-POS-14f31916-1,,,,,
NC(=O)c1cc2c(NC(=O)C3CCOc4ccc(Cl)cc43)cncc2s1,MAT-POS-14f31916-2,"EN300-195728 or EN300-195727
",,,,
CNC(=O)c1cc2c(NC(=O)C3CCOc4ccc(Cl)cc43)cncc2s1,MAT-POS-14f31916-3,"EN300-195728 or EN300-195727
",,,,
Cc1nc2c(NC(=O)C3CCOc4ccc(Cl)cc43)cncc2s1,MAT-POS-14f31916-4,"EN300-1613489 (out of stock, but you have a route hopefully)",,,,
O=C(Nc1cncc2sc(Cl)cc12)C1CCOc2ccc(Cl)cc21,MAT-POS-14f31916-5,Aromatic chlorination hopefully should work,,,,
COC1(C(=O)Nc2cncc3c2CCCC3)CCOc2ccc(Cl)cc21,ALP-POS-e6e0c683-1,,,,,
CS(=O)(=O)N1Cc2ccc(Cl)cc2C(C(=O)Nc2cncc3c2CCCC3)C1,ALP-POS-e6e0c683-3,,,,,
CS(=O)(=O)c1ccc2cncc(NC(=O)C3CS(=O)(=O)Cc4ccc(Cl)cc43)c2c1,ALP-POS-e6e0c683-4,Using route similar to that for EN300-250916,,,,
CC(C)(O)c1ccc2cncc(NC(=O)[C@@H]3CCNc4ccc(Cl)cc43)c2c1,BEN-DND-d1eb1f41-10,NHK reaction from Br isoquinoline?,,,,
