shipment_ID,catalog_ID,Formula,stereochemistry,sample_MW,purity,PO,Salt_Name,Salt_ratio,MW_salt,volume(uL),concentration(mM),plate_ID,well,SMILES,Name,Batch ID,"Amount, mg"
JOH-UNI-0e1753c1-4,Z4931382414,C18H25ClN2O2,Single known enantiomer,336.856,,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-39,05_A,CC(C)C[C@H]1CN(CCN1CC=2C=CC=C(Cl)C2)C(=O)C(=O)C,"1-[(3S)-4-[(3-chlorophenyl)methyl]-3-(2-methylpropyl)piperazin-1-yl]propane-1,2-dione",T4065201,
JOH-UNI-0e1753c1-1,Z2795978293,C15H21ClN2O3,Achiral,312.791,,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-39,05_B,COC(OC)C(=O)N1CCN(CC=2C=CC=C(Cl)C2)CC1,"1-{4-[(3-chlorophenyl)methyl]piperazin-1-yl}-2,2-dimethoxyethan-1-one",T4065200,
Z147647726,Z1562119726,C13H16Cl2N2O,Achiral,287.184,,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-39,05_C,ClCC(=O)N1CCN(CC=2C=CC=C(Cl)C2)CC1,2-chloro-1-{4-[(3-chlorophenyl)methyl]piperazin-1-yl}ethan-1-one,T4065203,
JOH-UNI-0e1753c1-5,Z4931382422,C17H24Cl2N2O,Single known enantiomer,343.291,,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-39,05_D,CC(C)C[C@H]1CN(CCN1CC=2C=CC=C(Cl)C2)C(=O)CCl,2-chloro-1-[(3S)-4-[(3-chlorophenyl)methyl]-3-(2-methylpropyl)piperazin-1-yl]ethan-1-one,T4065202,
JOH-UNI-0e1753c1-2,Z4931382495,C13H15ClN2O2,Achiral,266.723,,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-39,05_E,ClC=1C=CC=C(CN2CCN(CC2)C(=O)C=O)C1,2-{4-[(3-chlorophenyl)methyl]piperazin-1-yl}-2-oxoacetaldehyde,T4065204,
EDG-MED-ba1ac7b9-18,Z4914836776,C28H26ClN5O3,Diastereomeric mixture,515.990,97.81,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-39,05_F,CC1CN2N=CC=C2CN1C(=O)CC3(CCOC=4C=CC(Cl)=CC43)C(=O)NC=5C=NC=C6C=CC=CC56,"6-chloro-N-(isoquinolin-4-yl)-4-(2-{6-methyl-4H,5H,6H,7H-pyrazolo[1,5-a]pyrazin-5-yl}-2-oxoethyl)-3,4-dihydro-2H-1-benzopyran-4-carboxamide",H2963265,
EDG-MED-ba1ac7b9-20,Z4914836780,C27H26ClF2N3O4,Diastereomeric mixture,529.962,95.98,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-39,05_G,FC(F)CC1COCCN1C(=O)CC2(CCOC=3C=CC(Cl)=CC32)C(=O)NC=4C=NC=C5C=CC=CC45,"6-chloro-4-{2-[3-(2,2-difluoroethyl)morpholin-4-yl]-2-oxoethyl}-N-(isoquinolin-4-yl)-3,4-dihydro-2H-1-benzopyran-4-carboxamide",H2963271,
MAT-POS-e9e99895-9,Z4898404682,C27H22Cl2N4O4,Racemic or presumed racemic or meso,537.393,95.21,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-39,05_H,CC(NC(=O)COC=1C=CC(=CC1)C(=O)N)(C(=O)NC=2C=NC=C3C=CC=CC23)C=4C=CC(Cl)=C(Cl)C4,"4-({[1-(3,4-dichlorophenyl)-1-[(isoquinolin-4-yl)carbamoyl]ethyl]carbamoyl}methoxy)benzamide",H2967892,
MAT-POS-e9e99895-7,Z4898404680,C27H21Cl2N7O2,Racemic or presumed racemic or meso,546.407,98.02,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-39,05_I,CC(NC(=O)CC=1C=CC(=CC1)N2C=NN=N2)(C(=O)NC=3C=NC=C4C=CC=CC34)C=5C=CC(Cl)=C(Cl)C5,"2-(3,4-dichlorophenyl)-N-(isoquinolin-4-yl)-2-{2-[4-(1H-1,2,3,4-tetrazol-1-yl)phenyl]acetamido}propanamide",H2967883,
ALP-POS-fe871b40-11,Z4917828873,C20H16ClFN2O3,Racemic or presumed racemic or meso,386.804,98.35,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-39,05_J,COC1(CCOC=2C=C(F)C(Cl)=CC21)C(=O)NC=3C=NC=C4C=CC=CC34,"6-chloro-7-fluoro-N-(isoquinolin-4-yl)-4-methoxy-3,4-dihydro-2H-1-benzopyran-4-carboxamide",H2950009,
MAT-POS-78e1d523-1,Z4919285335,C19H15ClN2OS,Racemic or presumed racemic or meso,354.853,100,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-39,05_K,ClC=1C=CC=2SCCC(C(=O)NC=3C=NC=C4C=CC=CC34)C2C1,"6-chloro-N-(isoquinolin-4-yl)-3,4-dihydro-2H-1-benzothiopyran-4-carboxamide",T8730505,
rac-EDJ-MED-4c7486ba-7,Z4915990736,C27H26ClF3N4O4,Diastereomeric mixture,562.967,100,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-39,05_L,FC(F)(F)CN1CCOCC1C(=O)NCC2(CCOC=3C=CC(Cl)=CC32)C(=O)NC=4C=NC=C5C=CC=CC45,"N-({6-chloro-4-[(isoquinolin-4-yl)carbamoyl]-3,4-dihydro-2H-1-benzopyran-4-yl}methyl)-4-(2,2,2-trifluoroethyl)morpholine-3-carboxamide",H2898642,
MAT-POS-e9e99895-6,Z4898404679,C26H25Cl2N5O3,Racemic or presumed racemic or meso,526.414,100,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-39,05_M,CC(NC(=O)CN1CCN(C2CC2)C1=O)(C(=O)NC=3C=NC=C4C=CC=CC34)C=5C=CC(Cl)=C(Cl)C5,"2-[2-(3-cyclopropyl-2-oxoimidazolidin-1-yl)acetamido]-2-(3,4-dichlorophenyl)-N-(isoquinolin-4-yl)propanamide",H2967855,
MAT-POS-e9e99895-11,Z4898404684,C21H19Cl2N3O3,Racemic or presumed racemic or meso,432.299,97.12,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-39,05_N,COCC(=O)NC(C)(C(=O)NC=1C=NC=C2C=CC=CC12)C=3C=CC(Cl)=C(Cl)C3,"2-(3,4-dichlorophenyl)-N-(isoquinolin-4-yl)-2-(2-methoxyacetamido)propanamide",H2967897,
MAT-POS-e9e99895-4,Z4898404675,C24H18Cl2N6O2,Racemic or presumed racemic or meso,493.344,100,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-39,05_O,CN1N=C(C=C1C#N)C(=O)NC(C)(C(=O)NC=2C=NC=C3C=CC=CC23)C=4C=CC(Cl)=C(Cl)C4,"2-[(5-cyano-1-methyl-1H-pyrazol-3-yl)formamido]-2-(3,4-dichlorophenyl)-N-(isoquinolin-4-yl)propanamide",H2967872,
MAT-POS-e9e99895-8,Z4898404681,C26H24Cl2N6O2,Diastereomeric mixture,523.413,90.52,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-39,05_P,CC=1N=C2CCC(CN2N1)C(=O)NC(C)(C(=O)NC=3C=NC=C4C=CC=CC34)C=5C=CC(Cl)=C(Cl)C5,"2-(3,4-dichlorophenyl)-N-(isoquinolin-4-yl)-2-({2-methyl-5H,6H,7H,8H-[1,2,4]triazolo[1,5-a]pyridin-6-yl}formamido)propanamide",H2967889,
MAT-POS-e9e99895-5,Z4898404676,C24H19Cl2N5O3,Racemic or presumed racemic or meso,496.345,95.95,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-39,05_Q,CC(NC(=O)C=1C=C2OCCN2N1)(C(=O)NC=3C=NC=C4C=CC=CC34)C=5C=CC(Cl)=C(Cl)C5,"2-(3,4-dichlorophenyl)-N-(isoquinolin-4-yl)-2-({2H,3H-pyrazolo[3,2-b][1,3]oxazol-6-yl}formamido)propanamide",H2967881,
rel-ALP-POS-fe871b40-11-1,Z4930326912,C20H16F2N2O3,Single known enantiomer,370.349,100,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-39,05_R,"CO[C@@]1(CCOC=2C(F)=CC(F)=CC21)C(=O)NC=3C=NC=C4C=CC=CC34 |o1:2,r|","rel-(4R)-6,8-difluoro-N-(isoquinolin-4-yl)-4-methoxy-3,4-dihydro-2H-1-benzopyran-4-carboxamide",H2974088,
rel-ALP-POS-fe871b40-11-2,Z4930326913,C20H16F2N2O3,Single known enantiomer,370.349,100,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-39,05_S,"CO[C@]1(CCOC=2C(F)=CC(F)=CC21)C(=O)NC=3C=NC=C4C=CC=CC34 |o1:2,r|","rel-(4R)-6,8-difluoro-N-(isoquinolin-4-yl)-4-methoxy-3,4-dihydro-2H-1-benzopyran-4-carboxamide",H2974089,
rel-EDJ-MED-37aac4bd-2-1,Z4930326915,C21H18Cl2N2O3,Single known enantiomer,417.285,100,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-39,05_T,"COC[C@@]1(CCOC=2C=C(Cl)C(Cl)=CC21)C(=O)NC=3C=NC=C4C=CC=CC34 |o1:3,r|","rel-(4R)-6,7-dichloro-N-(isoquinolin-4-yl)-4-(methoxymethyl)-3,4-dihydro-2H-1-benzopyran-4-carboxamide",H2975319,
