shipment_ID,catalog_ID,Formula,stereochemistry,sample_MW,purity,PO,Salt_Name,Salt_ratio,MW_salt,volume(uL),concentration(mM),plate_ID,well,SMILES,Name
LON-WEI-2e27a2e5-2,Z4575305751,C31H31FN4O2,Racemic or presumed racemic or meso,510.601,100,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-11,05_A,CC(C)(C)C=1C=CC(=CC1)N(C(C(=O)NCCC=2C=CC=C(F)C2)C=3C=CC=NC3)C(=O)C=4C=CC=NC4,2-[N-(4-tert-butylphenyl)-1-(pyridin-3-yl)formamido]-N-[2-(3-fluorophenyl)ethyl]-2-(pyridin-3-yl)acetamide
EDG-MED-0da5ad92-3,Z4497196453,C14H14ClN3O,Achiral,275.733,92,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-11,05_B,CN(C(=O)NC=1C=NC=CC1C)C=2C=CC=C(Cl)C2,1-(3-chlorophenyl)-1-methyl-3-(4-methylpyridin-3-yl)urea
MAT-POS-c9973a83-1,Z4504854420,C15H15ClN2O2,Achiral,290.744,98.66,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-11,05_C,COC=1C=C(Cl)C=C(CC(=O)NC=2C=NC=CC2C)C1,2-(3-chloro-5-methoxyphenyl)-N-(4-methylpyridin-3-yl)acetamide
EDJ-MED-6af13d92-3,Z4511099386,C20H20N2O5,Achiral,368.383,100,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-11,05_D,COC=1C=CC=CC1OCCNC(=O)C2=CC(=O)NC=3C=CC=C(OC)C23,"5-methoxy-N-[2-(2-methoxyphenoxy)ethyl]-2-oxo-1,2-dihydroquinoline-4-carboxamide"
LON-WEI-2e27a2e5-1,Z4575305750,C31H31FN2O3,Racemic or presumed racemic or meso,498.587,100,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-11,05_E,CC(C)(C)C=1C=CC(=CC1)N(C(C(=O)NCCC=2C=CC=C(F)C2)C=3C=CC=CC3)C(=O)C4=CC=CO4,2-[N-(4-tert-butylphenyl)-1-(furan-2-yl)formamido]-N-[2-(3-fluorophenyl)ethyl]-2-phenylacetamide
CHR-SOS-6c45c019-16,Z4582181893,C14H13N5O,Achiral,267.285,95,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-11,05_F,O=C(NC=1C=CC=NC1)NC2(CC2)C#CC3=CNC=N3,3-{1-[2-(1H-imidazol-4-yl)ethynyl]cyclopropyl}-1-(pyridin-3-yl)urea
ALP-POS-90c18d1d-1,Z4581832150,C20H25N3O2,Single known enantiomer,339.431,95,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-11,05_G,CC=1C=CN=CC1NC(=O)C[C@@H](N2CCC(O)CC2)C=3C=CC=CC3,(3R)-3-(4-hydroxypiperidin-1-yl)-N-(4-methylpyridin-3-yl)-3-phenylpropanamide
EDJ-MED-6af13d92-2,Z4511099383,C19H17FN2O4,Achiral,356.347,100,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-11,05_H,COC=1C=CC=CC1OCCNC(=O)C2=CC(=O)NC=3C=CC=C(F)C23,"5-fluoro-N-[2-(2-methoxyphenoxy)ethyl]-2-oxo-1,2-dihydroquinoline-4-carboxamide"
NAU-LAT-8502cac5-7,Z2235072241,C17H16N4O2,Racemic or presumed racemic or meso,308.334,98.99,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-11,05_I,CC=1C=CN2C=NN=C2C1NC(=O)C3CCOC=4C=CC=CC34,"N-{7-methyl-[1,2,4]triazolo[4,3-a]pyridin-8-yl}-3,4-dihydro-2H-1-benzopyran-4-carboxamide"
NAU-LAT-8502cac5-8,Z2077762969,C15H16N4O3S,Racemic or presumed racemic or meso,332.377,94.39,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-11,05_J,O=C(NC1=NN=CN1C2CC2)C3CCS(=O)(=O)C=4C=CC=CC34,"N-(4-cyclopropyl-4H-1,2,4-triazol-3-yl)-1,1-dioxo-3,4-dihydro-2H-1??-benzothiopyran-4-carboxamide"
AAR-POS-f650c5f2-1,Z4575850914,C11H18Cl2N2O2S,Achiral,313.243,91,200415-FTE / COVID-19,hydrogen chloride,2,36.46094,4,100,1181202-Y4-11,05_K,Cl.Cl.CS(=O)(=O)C=1C=CC(=CC1)N2CCNCC2,1-(4-methanesulfonylphenyl)piperazine dihydrochloride
