SMILES,CID,Comments,Theme,,,
COc1ccccc1OCCNC(=O)C1CC(=O)Nc2ccccc12,MAT-POS-35d3f55a-1,https://www.enaminestore.com/catalog/EN300-26212,,,,
O=C1CC(C(=O)N2CCN(c3cccc(Cl)c3)CC2)c2ccccc2N1,MAT-POS-450cb4f9-1,,,,,
O=C1CC(NC(=O)Cc2cccc(Cl)c2)c2ccccc2N1,NAU-LAT-a5c7d7cb-14,Amine is widely available but not from Enamine,,,,
O=C(Nc1cncc2c1CNCC2)C1CCOc2ccc(Cl)cc21,BEN-DND-c852c98b-10,,,,,
N#Cc1ccc2cncc(NC(=O)C3CCOc4ccc(Cl)cc43)c2c1,BEN-DND-c852c98b-1,,,,,
O=C(Nc1cncc2ccccc12)C1COCc2ccc(Cl)cc21,BEN-DND-f2e727cd-4,,,,,
O=C(Cc1ccc(Cl)c(Cl)c1)Nc1cncc2ccccc12,MAT-POS-23a8a11a-1,,,,,
O=C(Nc1cncc2ccccc12)C1CNCc2ccc(Cl)cc21,BEN-DND-f2e727cd-5,,,,,
O=C1CC(NC(=O)C2CCOc3ccc(Cl)cc32)CN1,MIC-UNK-42806bd5-3,,,,,
O=C(Nc1cc[nH]c(=O)c1)C1CCOc2ccc(Cl)cc21,BEN-DND-b89db3f2-2 ,,,,,
O=C1CC(NC(=O)C2CCOc3ccc(Cl)cc32)CCN1,ALP-POS-8b8a49e1-4,,,,,
