Library Plate,Source well,Library Name,SMILES,Code,Volume (ul),Concentration (mM),external_ID,stereochemistry,catalog_ID,Batch ID,"Amount, mg (left)"
1181202-Y4-25,05_A,20201028_enamine_to_xchem.csv,COC=1C=CC=2C(N)=NN(C(=O)C3CCOC=4C=CC(Cl)=CC34)C2C1,ALP-POS-79636100-2,4,100,ALP-POS-79636100-2,Racemic or presumed racemic or meso,Z4742201319,H2681603,UNK
1181202-Y4-25,05_B,20201028_enamine_to_xchem.csv,NC1=NN(C(=O)C2CCOC=3C=CC(Cl)=CC23)C=4C=C(F)C=CC14,ALP-POS-e2fddb0f-2,4,100,ALP-POS-e2fddb0f-2,Racemic or presumed racemic or meso,Z4708560410,H2688268,UNK
1181202-Y4-25,05_C,20201028_enamine_to_xchem.csv,C[C@]1(CCOC=2C=CC(Cl)=CC21)C(=O)NC=3C=NC=C4C=CC=CC34,rel-EDJ-MED-e4b030d8-13,4,100,EDJ-MED-e4b030d8-13,Single known enantiomer,Z4647468797,H2684671,UNK
1181202-Y4-25,05_D,20201028_enamine_to_xchem.csv,C[C@@]1(CCOC=2C=CC(Cl)=CC21)C(=O)NC=3C=NC=C4C=CC=CC34,rel-MAT-POS-8e4737f4-1,4,100,MAT-POS-8e4737f4-1,Single known enantiomer,Z4647468799,H2684670,UNK
1181202-Y4-25,05_E,20201028_enamine_to_xchem.csv,COC=1C=CC2=C(NC(=O)CC=3C=CC=C(Cl)C3)NN=C2C1,EDJ-MED-c8e7a002-3,4,100,EDJ-MED-c8e7a002-3,Achiral,Z4661830656,H2688270,UNK
1181202-Y4-25,05_F,20201028_enamine_to_xchem.csv,FC=1C=CC=2NN=C(NC(=O)CC=3C=CC=C(Cl)C3)C2C1,EDJ-MED-c8e7a002-9,4,100,EDJ-MED-c8e7a002-9,Achiral,Z1098707552,H2681613,UNK
1181202-Y4-25,05_G,20201028_enamine_to_xchem.csv,NC1=NN(C(=O)CC=2C=CC=C(Cl)C2)C=3C=CC(F)=CC13,ALP-POS-cd485364-1,4,100,ALP-POS-cd485364-1,Achiral,Z4703907603,H2681614,UNK
1181202-Y4-25,05_H,20201028_enamine_to_xchem.csv,COC=1C=CC=2C(N)=NN(C(=O)CC=3C=CC=C(Cl)C3)C2C1,MAT-POS-53907a1c-1,4,100,MAT-POS-53907a1c-1,Achiral,Z4669293896,H2688271,UNK
1181202-Y4-25,05_I,20201028_enamine_to_xchem.csv,ClC=1C=CC=C(CC(=O)NC2=NNC=3C=CC=CC23)C1,EDJ-MED-c8e7a002-11,4,100,EDJ-MED-c8e7a002-11,Achiral,Z995074386,H2681629,UNK
1181202-Y4-25,05_J,20201028_enamine_to_xchem.csv,NC1=NN(C(=O)CC=2C=CC=C(Cl)C2)C=3C=CC=CC13,MAT-POS-0c8fa4a7-3,4,100,MAT-POS-0c8fa4a7-3,Achiral,Z4670228997,H2681630,UNK
