Library Plate,Source well,Library Name,SMILES,Code,Volume (ul),Concentration (mM),external_ID,stereochemistry,catalog_ID,Batch ID
1181202-Y4-58,05_A,20210721_enamine_to_xchem.csv,CNC(=O)CN1CC(C(=O)NC=2C=NC=C3C=CC=CC23)C=4C=C(Cl)C=CC4C1=O,Z5141328966,4,100,EDJ-MED-015fb6b4-2,Racemic or presumed racemic or meso,Z5141328966,H3282094
1181202-Y4-58,05_B,20210721_enamine_to_xchem.csv,CS(=O)(=O)NC=1C=CC=2C=NC=C(NC(=O)C3CNC(=O)C=4C=CC(Cl)=CC34)C2C1,EDJ-MED-d9f3798e-1,4,100,EDJ-MED-d9f3798e-1,Racemic or presumed racemic or meso,Z5115885784,H3264608
1181202-Y4-58,05_C,20210721_enamine_to_xchem.csv,CN(C)C(=O)C1=CC=2C(NC(=O)C3CCOC=4C=CC(Cl)=CC34)=CN=CC2S1,Z5141328964,4,100,MAT-POS-ee5e8e94-2,Racemic or presumed racemic or meso,Z5141328964,H3275445
1181202-Y4-58,05_D,20210721_enamine_to_xchem.csv,FC=1C=CC=2C(NC(=O)C3CNC(=O)C=4C=CC(Cl)=CC34)=CN=CC2C1,ALP-POS-6f6ae286-1,4,100,ALP-POS-6f6ae286-1,Racemic or presumed racemic or meso,Z5125346349,H3276011
1181202-Y4-58,05_E,20210721_enamine_to_xchem.csv,ClC=1C=CC=2C(=O)NCC(C(=O)NC=3C=NN4CCCCC34)C2C1,EDJ-MED-dd2a8363-3,4,100,EDJ-MED-dd2a8363-3,Racemic or presumed racemic or meso,Z5115885802,H3274254
1181202-Y4-58,05_F,20210721_enamine_to_xchem.csv,ClC=1C=CC=2C(=O)NCC(C(=O)NC=3C=NN4C=CC=CC34)C2C1,EDJ-MED-dd2a8363-1,4,100,EDJ-MED-dd2a8363-1,Racemic or presumed racemic or meso,Z5115885796,H3274256
1181202-Y4-58,05_G,20210721_enamine_to_xchem.csv,COC1=CC=CC2=NC=C(NC(=O)CC=3C=CC=C(Cl)C3)N12,EDJ-MED-6e43a462-3,4,100,EDJ-MED-6e43a462-3,Achiral,Z5115885791,H3278560
1181202-Y4-58,05_H,20210721_enamine_to_xchem.csv,CC1=CC=CC2=NC=C(NC(=O)CC=3C=CC=C(Cl)C3)N12,EDJ-MED-b24713dc-2,4,100,EDJ-MED-b24713dc-2,Achiral,Z5115885792,H3271542
1181202-Y4-58,05_I,20210721_enamine_to_xchem.csv,CCC1(CNC(=O)C=2C=CC(Cl)=CC21)C(=O)NC=3C=NC=C4C=CC=CC34,RAL-THA-176e263b-1,4,100,RAL-THA-176e263b-1,Racemic or presumed racemic or meso,Z5115885789,H3268509
1181202-Y4-58,05_J,20210721_enamine_to_xchem.csv,CNC1CCC=2C1=CN=CC2NC(=O)C3CCOC=4C=CC(Cl)=CC34,MAT-POS-a2421bb6-2,4,100,MAT-POS-a2421bb6-2,Diastereomeric mixture,Z5060771461,H3273669
