Library Plate,Source well,Library Name,SMILES,Code,Volume (ul),Concentration (mM),external_ID,stereochemistry,catalog_ID,Batch ID
1181202-Y4-10,05_A,20200714_enamine_to_xchem.csv,CN1C=NC(CN(C(=O)C2=CN=NN2C=3C=CC=CC3)C=4C=CC(OCC=5C=CC=CC5)=CC4)=C1,ALP-POS-c0c213c9-9,4,100,,Achiral,Z4553589407,UNK
1181202-Y4-10,05_B,20200714_enamine_to_xchem.csv,CN1C=CC(CN(C(=O)CC=2C=CC=NC2)C=3C=CC(=CC3)C=4C=CC=CN4)=N1,ALP-POS-c0c213c9-14,4,100,,Achiral,Z4553575183,UNK
1181202-Y4-10,05_C,20200714_enamine_to_xchem.csv,NCC1=CN(CC(=O)N(CC=2C=CSC2)C=3C=CC(=CC3)N4CCOCC4)N=N1,ALP-POS-c0c213c9-12,4,100,,Achiral,Z4553564299,UNK
1181202-Y4-10,05_D,20200714_enamine_to_xchem.csv,CC(C)(C)C=1C=CC(=CC1)N(C(C(=O)NCCC=2C=CC=C(F)C2)C=3C=NC=C(O)C3)C(=O)C=C,LON-WEI-babf2c61-4,4,100,,Racemic or presumed racemic or meso,Z4509080674,UNK
1181202-Y4-10,05_E,20200714_enamine_to_xchem.csv,OC=1C=NC=C(C1)C(N(C(=O)C=C)C=2C=CC(=CC2)C(F)(F)F)C(=O)NCCC=3C=CC=C(F)C3,LON-WEI-babf2c61-8,4,100,,Racemic or presumed racemic or meso,Z4509080711,UNK
1181202-Y4-10,05_F,20200714_enamine_to_xchem.csv,CC=1C=CN=CC1NC(=O)CC=2C=CC=3NN=CC3C2,VLA-UCB-00f2c2b3-2,4,100,,Achiral,Z1951831918,UNK
1181202-Y4-10,05_G,20200714_enamine_to_xchem.csv,OC(=O)C1(CC2(CNCC=3C=CC=4CCOC4C3)C1)C(O2)C=5C=CC=CC5,BEN-BAS-f6e16b09-1,4,100,,Diastereomeric mixture,Z3347909109,UNK
1181202-Y4-10,05_H,20200714_enamine_to_xchem.csv,CC=1C=CN=CC1CC(=O)NC=2C=CC=C3CCNCC23,ADA-UCB-6c2cb422-3,4,100,,Achiral,Z2595889736,UNK
1181202-Y4-10,05_I,20200714_enamine_to_xchem.csv,FC=1C=CC=CC1OCC(=O)NC=2N=CN=C3NC=NC23,COM-UCB-8c7d23dc-1,4,100,,Achiral,Z56801196,UNK
1181202-Y4-10,05_J,20200714_enamine_to_xchem.csv,CC=1NC=2N=CN=C(NC(=O)C=3C=CC=C4N(C)C(=O)OC34)C2C1C,COM-UCB-8c7d23dc-18,4,100,,Achiral,Z1647884510,UNK
1181202-Y4-10,05_K,20200714_enamine_to_xchem.csv,CC=1NC=2N=CN=C(NC(=O)C3CCN(CC3)C=4C=CC(Cl)=CN4)C2C1C,COM-UCB-8c7d23dc-16,4,100,,Achiral,Z1592200190,UNK
1181202-Y4-10,05_L,20200714_enamine_to_xchem.csv,FC=1C=C(C=CC1NC(=O)C2CCCCC(=O)N2)C=3N=CNN3,COM-UCB-8c7d23dc-13,4,100,,Racemic or presumed racemic or meso,Z2320545771,UNK
1181202-Y4-10,05_M,20200714_enamine_to_xchem.csv,CC=1NC=2N=CN=C(NC(=O)C3=CC=4C=CC=CC4C(=O)O3)C2C1C,COM-UCB-8c7d23dc-12,4,100,,Achiral,Z2000233694,UNK
1181202-Y4-10,05_N,20200714_enamine_to_xchem.csv,CN1C(=NC=2C=CC=CC12)C=3C=CC(NC(=O)C4CCCCC(=O)N4)=CC3,COM-UCB-8c7d23dc-7,4,100,COM-UCB-8c7d23dc-7,Racemic or presumed racemic or meso,Z1926900620,UNK
1181202-Y4-10,05_O,20200714_enamine_to_xchem.csv,O=C1C(CCN1CC=2C=CC=CC2)NC=3N=CN=C4N=CNC34,COM-UCB-8c7d23dc-6,4,100,,Racemic or presumed racemic or meso,Z909652136,UNK
1181202-Y4-10,05_P,20200714_enamine_to_xchem.csv,O=C(NC1=CNN=C1C=2C=CC=CN2)C3=CC=CC4=NC=CN34,COM-UCB-8c7d23dc-15,4,100,,Achiral,Z1559986976,UNK
1181202-Y4-10,05_Q,20200714_enamine_to_xchem.csv,O=C(NC1=NN=CN1C2CC2)C3CCOC=4C=CC=CC34,EDJ-MED-2c295496-1,4,100,,Racemic or presumed racemic or meso,Z2077729193,UNK
1181202-Y4-10,05_R,20200714_enamine_to_xchem.csv,FC=1C=CC=C2C(CCOC12)C(=O)NC3=NN=CN3C4CC4,BRU-THA-a358fbdd-7,4,100,,Racemic or presumed racemic or meso,Z2841210530,UNK
1181202-Y4-10,05_S,20200714_enamine_to_xchem.csv,COC(=O)C(N1CCC(S)/C(=C/C(=O)O)/C1)C=2C=CC=CC2Cl,JOH-UNI-a5c0a47e-3,4,100,,Diastereomeric mixture,Z2312478812,UNK
1181202-Y4-10,05_T,20200714_enamine_to_xchem.csv,CC(C)(C)NC(=O)C(N(C(=O)C=C)C=1C=CC(CCC#N)=CC1)C=2C=CC=NC2,LON-WEI-adc59df6-78,4,100,,Racemic or presumed racemic or meso,Z4459610252,UNK
