Library Plate,Source well,Library Name,SMILES,Code,Volume (ul),Concentration (mM),external_ID,stereochemistry,catalog_ID,Batch ID
1181202-Y4-47,05_A,20210506_enamine_to_xchem.csv,COC=1C=CC=2C=NC=C(NC(=O)[C@]3(CCOC=4C=CC(Cl)=CC43)OC)C2C1,rel-EDJ-MED-611d11e7-7-2,4,100,MAT-POS-24589f88-1,Single unknown enantiomer,Z4987418805,H3055088
1181202-Y4-47,05_B,20210506_enamine_to_xchem.csv,COC=1C=CC=2C=NC=C(NC(=O)[C@@]3(CCOC=4C=CC(Cl)=CC43)OC)C2C1,rel-EDJ-MED-611d11e7-7-1,4,100,EDJ-MED-611d11e7-7,Single unknown enantiomer,Z4943083653,H3055087
1181202-Y4-47,05_C,20210506_enamine_to_xchem.csv,CS(=O)(=O)N1C[C@H](C(=O)NC=2C=NC=C3C=CC=CC23)C=4C=C(Cl)C=CC4C1,rel-MAT-POS-dd3ad2b5-5,4,100,MAT-POS-24589f88-2,Single unknown enantiomer,Z4988873021,H3053628
1181202-Y4-47,05_D,20210506_enamine_to_xchem.csv,CS(=O)(=O)N1C[C@@H](C(=O)NC=2C=NC=C3C=CC=CC23)C=4C=C(Cl)C=CC4C1,rel-MAT-POS-dd3ad2b5-6,4,100,MAT-POS-24589f88-3,Single unknown enantiomer,Z4988872945,H3053627
1181202-Y4-47,05_E,20210506_enamine_to_xchem.csv,ClC=1C=CC=2OCCC(CNCC3=CN(CC4CCCO4)N=N3)(C(=O)NC=5C=NC=C6C=CC=CC56)C2C1,KAD-UNI-b13decd3-5,4,100,MAT-POS-24589f88-4,Diastereomeric mixture,Z4984330285,H3101522
1181202-Y4-47,05_F,20210506_enamine_to_xchem.csv,CC1=NC(CN2CC(C(=O)NC=3C=NC=C4C=CC(F)=CC34)C=5C=C(Cl)C=CC5C2)=CS1.OC(=O)C(F)(F)F,EDJ-MED-009f762b-2,4,100,MAT-POS-24589f88-5,Racemic or presumed racemic or meso,Z5009825383,H3099336
1181202-Y4-47,05_G,20210506_enamine_to_xchem.csv,CN(C)S(=O)(=O)NCC1(CCOC=2C=CC(Cl)=CC21)C(=O)NC=3C=NC=C4C=CC=CC34,MAT-POS-e6dd326d-5,4,100,MAT-POS-e6dd326d-5,Racemic or presumed racemic or meso,Z4973373657,H3099330
1181202-Y4-47,05_H,20210506_enamine_to_xchem.csv,ClC=1C=CC=C(CC(=O)NC2=NOC=3N=CC=CC23)C1,JIN-POS-6dc588a4-2,4,100,JIN-POS-6dc588a4-2,Achiral,Z4951847499,H3099338
1181202-Y4-47,05_I,20210506_enamine_to_xchem.csv,ClC=1C=CC=C(CC(=O)NC=2C=NC=C3C=CNC23)C1,JIN-POS-6dc588a4-14,4,100,JIN-POS-6dc588a4-14,Achiral,Z4951865296,H3101665
1181202-Y4-47,05_J,20210506_enamine_to_xchem.csv,ClC=1C=CC=2OCCC(CNCC3=C(N=C4C=CC=CN4C3=O)N5CCOCC5)(C(=O)NC=6C=NC=C7C=CC=CC67)C2C1,KAD-UNI-cb0f2bbc-8,4,100,MAT-POS-24589f88-6,Racemic or presumed racemic or meso,Z4984330304,H3101521
