Library Plate,Source well,Library Name,SMILES,Code,Volume (ul),Concentration (mM),external_ID,stereochemistry,catalog_ID,Batch ID
1176370-Y4-01,A05,20200427_enamine_to_xchem.csv,OC=1C=C(C(=O)N2CCN(CC2)C=3C=CC=CC3)C=4C=CC=CC4N1,Z27770229,4,100,MAT-POS-916a2c5a-4,Achiral,Z27770229,UNK
1176370-Y4-01,B05,20200427_enamine_to_xchem.csv,CC(NC(=O)OC(C)(C)C)C=1C=CC(CNC(=O)C=C)=CC1,VIJ-CYC-1a3-10,4,100,VIJ-CYC-1a381570-10,Racemic or presumed racemic or meso,Z2517217215,UNK
1176370-Y4-01,C05,20200427_enamine_to_xchem.csv,O=S(=O)(NCCC=1C=CC=CC1)C=2C=COC2,MIH-UNI-6b9-6,4,100,MIH-UNI-6b9ca91a-6,Achiral,Z2068567834,UNK
1176370-Y4-01,D05,20200427_enamine_to_xchem.csv,COC=1C=C(CNC(=O)CC2=NC=CN2)C=3C=CC=CC3N1,BAR-COM-4e0-22,4,100,BAR-COM-4e090d3a-22,Achiral,Z2229098908,UNK
1176370-Y4-01,E05,20200427_enamine_to_xchem.csv,CN1N=NC=C1CC(=O)NC(C2=NC=3C=CC=CC3N2C)C=4C=CC=CC4,BAR-COM-4e0-6,4,100,BAR-COM-4e090d3a-6,Racemic or presumed racemic or meso,Z4444622067,UNK
1176370-Y4-01,F05,20200427_enamine_to_xchem.csv,O=C(NCCN1CCN(CC1)C=2C=CC=CC2)NCC=3C=CC=CN3,TRI-UNI-974-1,4,100,TRI-UNI-97428359-1,Achiral,Z432464280,UNK
1176370-Y4-01,G05,20200427_enamine_to_xchem.csv,O=C(C1CCN(CC1)C=2C=CN=CC2)N3CCS(=O)(=O)CC3,GIA-UNK-30c-3,4,100,GIA-UNK-30c7cb75-3,Achiral,Z4126661692,UNK
1176370-Y4-01,H05,20200427_enamine_to_xchem.csv,NS(=O)(=O)C=1C=CC(=CC1)N2CCC(CC2)N3CCCCC3,WAR-XCH-b72-10,4,100,WAR-XCH-b72a1bbc-10,Achiral,Z3075633657,UNK
1176370-Y4-01,I05,20200427_enamine_to_xchem.csv,CC(C)N(C)CC1CCN(CC1)C=2C=CC(=CC2)S(=O)(=O)N,WAR-XCH-b72-48,4,100,WAR-XCH-b72a1bbc-48,Achiral,Z3075655616,UNK
1176370-Y4-01,J05,20200427_enamine_to_xchem.csv,CCOCC1CCN(CC1)C=2C=CC(=CC2)S(=O)(=O)N,WAR-XCH-b68-20,4,100,WAR-XCH-b6889685-20,Achiral,Z3076115656,UNK
1176370-Y4-01,K05,20200427_enamine_to_xchem.csv,COCC1CCN(CC1)C=2C=CC(=CC2)S(=O)(=O)N,WAR-XCH-b72-23,4,100,WAR-XCH-b72a1bbc-23,Achiral,Z3076106732,UNK
1176370-Y4-01,L05,20200427_enamine_to_xchem.csv,CN1C=NC=C1CNC(=O)NC=2C=CC=C(OCC(F)F)N2,BAR-COM-4e0-52,4,100,BAR-COM-4e090d3a-52,Achiral,Z2167681427,UNK
1176370-Y4-01,M05,20200427_enamine_to_xchem.csv,O=C(C1CCCN1C(=O)C=2C=CC=CC2)N3CCOCC3,GIA-UNK-d2d-6,4,100,GIA-UNK-d2defdc3-6,Racemic or presumed racemic or meso,Z223379308,UNK
1176370-Y4-01,N05,20200427_enamine_to_xchem.csv,CC(NC(=O)C(CC=1C=CC=CC1)NC(=O)C2=CC=CO2)C3=NC=CO3,BAR-COM-4e0-7,4,100,BAR-COM-4e090d3a-7,Diastereomeric mixture,Z4444622212,UNK
1176370-Y4-01,O05,20200427_enamine_to_xchem.csv,CC(OCC1CCCCO1)C(=O)N(CCC=2C=CC=CC2)CC=3C=CC=NC3,BAR-COM-4e0-55,4,100,BAR-COM-4e090d3a-55,Diastereomeric mixture,Z890182422,UNK
1176370-Y4-01,P05,20200427_enamine_to_xchem.csv,CC1=CN=C(CC(=O)NC=2C=CC=NC2)O1,DAR-DIA-842-16,4,100,DAR-DIA-842b4336-16,Achiral,Z4444621856,UNK
1176370-Y4-01,Q05,20200427_enamine_to_xchem.csv,O=C(CC=1C=CC=CC1OC2CCOC2)OCC3=CNN=N3,BAR-COM-4e0-50,4,100,BAR-COM-4e090d3a-50,Racemic or presumed racemic or meso,Z2312116536,UNK
1176370-Y4-01,R05,20200427_enamine_to_xchem.csv,CC(C)[C@H](NS(=O)(=O)C=1C=CC(CF)=CC1)C#N,VIJ-CYC-1a3-12,4,100,VIJ-CYC-1a381570-12,Single known enantiomer,Z3294574183,UNK
1176370-Y4-01,S05,20200427_enamine_to_xchem.csv,CC(NC(=O)C=1C=CC=CC1OC2CCCCC2)C=3C=NC=CN3,BAR-COM-4e0-26,4,100,BAR-COM-4e090d3a-26,Racemic or presumed racemic or meso,Z3370973906,UNK
