Library Plate,Source well,Library Name,SMILES,Code,Volume (ul),Concentration (mM),external_ID,stereochemistry,catalog_ID,Batch ID
1181202-Y4-44,05_A,20210414_enamine_to_xchem.csv,CO[C@]1(CCOC=2C=CC(Cl)=CC21)C(=O)NC=3C=NC=C4C=CC(F)=CC34,EDJ-MED-611d11e7-4,4,100,EDJ-MED-611d11e7-4,Single unknown enantiomer,Z4943083650,H3049840
1181202-Y4-44,05_B,20210414_enamine_to_xchem.csv,ClC=1C=CC=2OCC[C@]3(OC(=O)N(C3=O)C=4C=NC=C5C=CC=CC45)C2C1,rel_S_MAT-POS-90505e2b-1,4,100,MAT-POS-ec6d90b7-1,Single unknown enantiomer,Z4987839355,H3055524
1181202-Y4-44,05_C,20210414_enamine_to_xchem.csv,ClC=1C=CC=2OCC[C@@]3(OC(=O)N(C3=O)C=4C=NC=C5C=CC=CC45)C2C1,rel_R_MAT-POS-90505e2b-1,4,100,MAT-POS-ec6d90b7-2,Single unknown enantiomer,Z4987839356,H3055525
1181202-Y4-44,05_D,20210414_enamine_to_xchem.csv,FC=1C=C2OCC[C@H](C(=O)NC=3C=NC=C4C=CN=CC34)C2=CC1Cl,rel_S_EDJ-MED-611d11e7-12,4,100,MAT-POS-ec6d90b7-3,Single unknown enantiomer,Z4987839352,H3050735
1181202-Y4-44,05_E,20210414_enamine_to_xchem.csv,FC=1C=C2OCC[C@@H](C(=O)NC=3C=NC=C4C=CN=CC34)C2=CC1Cl,EDJ-MED-611d11e7-12,4,100,EDJ-MED-611d11e7-12,Single unknown enantiomer,Z4943083661,H3050736
1181202-Y4-44,05_F,20210414_enamine_to_xchem.csv,CO[C@@]1(CCOC=2C=CC(Cl)=CC21)C(=O)NC=3C=NC=C4C=CC(F)=CC34,rel_R_EDJ-MED-611d11e7-4,4,100,MAT-POS-ec6d90b7-4,Single unknown enantiomer,Z4987839350,H3049841
1181202-Y4-44,05_G,20210414_enamine_to_xchem.csv,FC=1C=CC=2C=NC=C(NC(=O)[C@H]3CCNC=4C=C(Cl)C(Cl)=CC34)C2C1,rel_S_EDJ-MED-611d11e7-5,4,100,MAT-POS-ec6d90b7-5,Single unknown enantiomer,Z4987422261,H3051799
1181202-Y4-44,05_H,20210414_enamine_to_xchem.csv,FC=1C=CC=2C=NC=C(NC(=O)[C@@H]3CCNC=4C=C(Cl)C(Cl)=CC34)C2C1,EDJ-MED-611d11e7-5,4,100,EDJ-MED-611d11e7-5,Single unknown enantiomer,Z4943083651,H3051800
1181202-Y4-44,05_I,20210414_enamine_to_xchem.csv,COC=1C=CC=2C=NC=C(NC(=O)[C@H]3CCNC=4C=C(Cl)C(Cl)=CC34)C2C1,rel_S_EDJ-MED-611d11e7-8,4,100,MAT-POS-ec6d90b7-6,Single unknown enantiomer,Z4987839349,H3051901
1181202-Y4-44,05_J,20210414_enamine_to_xchem.csv,COC=1C=CC=2C=NC=C(NC(=O)[C@@H]3CCNC=4C=C(Cl)C(Cl)=CC34)C2C1,EDJ-MED-611d11e7-8,4,100,EDJ-MED-611d11e7-8,Single unknown enantiomer,Z4943083655,H3051902
1181202-Y4-44,05_K,20210414_enamine_to_xchem.csv,FC=1C=CC=2C=NC=C(NC(=O)[C@@H]3CCOC=4C=C(F)C(Cl)=CC34)C2C1,EDJ-MED-611d11e7-6,4,100,EDJ-MED-611d11e7-6,Single unknown enantiomer,Z4943083652,H3048258
1181202-Y4-44,05_L,20210414_enamine_to_xchem.csv,FC=1C=CC=2C=NC=C(NC(=O)[C@H]3CCOC=4C=C(F)C(Cl)=CC34)C2C1,rel_S_EDJ-MED-611d11e7-6,4,100,MAT-POS-ec6d90b7-7,Single unknown enantiomer,Z4987839346,H3048257
1181202-Y4-44,05_M,20210414_enamine_to_xchem.csv,ClC=1C=CC=C(CC(=O)NC=2C=NC=C3C=NNC23)C1,RUB-POS-1325a9ea-12,4,100,RUB-POS-1325a9ea-12,Achiral,Z4951847523,H3047995
1181202-Y4-44,05_N,20210414_enamine_to_xchem.csv,FC(F)(F)OC=1C=C(Cl)C=C(CC(=O)NC=2C=NC=C3C=CC=CC23)C1,PET-UNK-bb7ffe78-2,4,100,PET-UNK-bb7ffe78-2,Achiral,Z4943083685,H3057287
1181202-Y4-44,05_O,20210414_enamine_to_xchem.csv,OC(=O)CC1(CCOC=2C=CC(Cl)=CC21)C(=O)NC=3C=NC=C4C=CC=CC34,RAL-THA-58fba2bc-1,4,100,RAL-THA-58fba2bc-1,Racemic or presumed racemic or meso,Z4968185832,*R2556458*
1181202-Y4-44,05_P,20210414_enamine_to_xchem.csv,C[C@]1(CCNC=2C=C(Cl)C(Cl)=CC21)C(=O)NC=3C=NC=C4C=CC=CC34,rel-MAT-POS-c74bc7b3-1,4,100,MAT-POS-c74bc7b3-1,Single unknown enantiomer,Z4900544448,H3069648
1181202-Y4-44,05_Q,20210414_enamine_to_xchem.csv,C[C@@]1(CCNC=2C=C(Cl)C(Cl)=CC21)C(=O)NC=3C=NC=C4C=CC=CC34,rel-MAT-POS-c74bc7b3-2,4,100,MAT-POS-c74bc7b3-2,Single unknown enantiomer,Z4900544444,H3069919
