Library Plate,Source well,Library Name,SMILES,Code,Volume (ul),Concentration (mM),external_ID,stereochemistry,catalog_ID,Batch ID
1169106-Y4-01,05_A,20200721_enamine_to_xchem.csv,CC(C)CN1C=C(NC(=O)NC2=NN(CC2)C=3C=CC=CC3)C=4C=CC=CC4C1=O,MAT-POS-af71705c-2,4,100,,Achiral,Z3221824434,UNK
1169106-Y4-01,05_B,20200721_enamine_to_xchem.csv,CC(C(=O)NC=1C=NC=CC1O)C=2C=CC=CC2,BEN-DND-93268d01-15,4,100,,Racemic or presumed racemic or meso,Z1725526371,UNK
1169106-Y4-01,05_C,20200721_enamine_to_xchem.csv,O=S(=O)(CC1=NOC(=N1)C2CC2)NC=3C=CC=NC3,NAU-LAT-445f63e5-3,4,100,,Achiral,Z3547550267,UNK
1169106-Y4-01,05_D,20200721_enamine_to_xchem.csv,ClC=1C=CC=2OCC(C(=O)NC3=NN=CN3C4CC4)C2C1,JAG-UCB-c61058a9-18,4,100,,Racemic or presumed racemic or meso,Z2077755635,UNK
1169106-Y4-01,05_E,20200721_enamine_to_xchem.csv,OC=1C=C(Cl)C=C(NC(=O)NC=2C=CC=NC2)C1,WAR-XCH-eb7b662f-4,4,100,WAR-XCH-eb7b662f-4,Achiral,Z4444621985,UNK
1169106-Y4-01,05_F,20200721_enamine_to_xchem.csv,ClC=1C=CC=2OCC(C(=O)NC3=NN=CN3C=4C=CC=CC4)C2C1,NAU-LAT-8502cac5-2,4,100,,Racemic or presumed racemic or meso,Z1851724994,UNK
1169106-Y4-01,05_G,20200721_enamine_to_xchem.csv,CC(C)N1C(NC(=O)C2CCOC=3C=CC=CC23)=NC=4C=CC=CC14,NAU-LAT-8502cac5-1,4,100,,Racemic or presumed racemic or meso,Z2646024721,UNK
1169106-Y4-01,05_H,20200721_enamine_to_xchem.csv,CC1(CCOC=2C=CC=CC21)C(=O)NC3=NN=CN3C4CC4,BRU-THA-a358fbdd-2,4,100,,Racemic or presumed racemic or meso,Z2959502145,UNK
1169106-Y4-01,05_I,20200721_enamine_to_xchem.csv,CC(C)N1C=NN=C1CNC(=O)C2CCOC=3C=CC=CC23,NAU-LAT-8502cac5-9,4,100,,Racemic or presumed racemic or meso,Z1185510380,UNK
1169106-Y4-01,05_J,20200721_enamine_to_xchem.csv,COC=1C=CC=CC1OCCNC(=O)C2=CC(=O)NC=3C=CC=C(C)C23,EDJ-MED-6af13d92-1,4,100,,Achiral,Z4511099378,UNK
1169106-Y4-01,05_K,20200721_enamine_to_xchem.csv,COC=1C=CC=CC1OC2CCCN(C2)C(=O)C3=C(C)C(=O)NC=4C=CC=CC34,MAT-POS-590ac91e-44,4,100,,Racemic or presumed racemic or meso,Z2959745200,UNK
