Library Plate,Source well,Library Name,SMILES,Code,Volume (ul),Concentration (mM),external_ID,stereochemistry,catalog_ID,Batch ID,"Amount, mg (left)"
1181202-Y4-71,05_A,20211020_enamine_to_xchem.csv,ClC=1C=CC=2CN(C[C@@H](C(=O)NC=3C=NC=C4C=CC=CC34)C2C1)S(=O)(=O)CC5(CCOCC5)C#N,MAT-POS-bf364d7a-9,4,100,MAT-POS-bf364d7a-9,Single unknown enantiomer,Z5340012236,H3439409,19.0
1181202-Y4-71,05_B,20211020_enamine_to_xchem.csv,ClC=1C=CC=2CN(C[C@H](C(=O)NC=3C=NC=C4C=CC=CC34)C2C1)S(=O)(=O)CC5(CCOCC5)C#N,MAT-POS-bf364d7a-10,4,100,MAT-POS-bf364d7a-10,Single unknown enantiomer,Z5340011643,H3439410,17.7
1181202-Y4-71,05_C,20211020_enamine_to_xchem.csv,ClC=1C=CC=2CN(C[C@H](C(=O)NC=3C=NC=C4C=CC=CC34)C2C1)S(=O)(=O)CC5(CCS(=O)(=O)CC5)C#N,MAT-POS-bf364d7a-12,4,100,MAT-POS-bf364d7a-12,Single unknown enantiomer,Z5341200375,H3440065,16.9
1181202-Y4-71,05_D,20211020_enamine_to_xchem.csv,ClC=1C=CC=2CN(C[C@@H](C(=O)NC=3C=NC=C4C=CC=CC34)C2C1)S(=O)(=O)CC5(CCS(=O)(=O)CC5)C#N,MAT-POS-bf364d7a-11,4,100,MAT-POS-bf364d7a-11,Single unknown enantiomer,Z5341200535,H3440034,17.5
1181202-Y4-71,05_E,20211020_enamine_to_xchem.csv,COC1(CS(=O)(=O)N2C[C@@H](C(=O)NC=3C=NC=C4C=CC=CC34)C=5C=C(Cl)C=CC5C2)CC1,MAT-POS-bf364d7a-8,4,100,MAT-POS-bf364d7a-8,Single unknown enantiomer,Z5343150293,H3444328,21.3
1181202-Y4-71,05_F,20211020_enamine_to_xchem.csv,COC1(CS(=O)(=O)N2C[C@H](C(=O)NC=3C=NC=C4C=CC=CC34)C=5C=C(Cl)C=CC5C2)CC1,MAT-POS-bf364d7a-7,4,100,MAT-POS-bf364d7a-7,Single unknown enantiomer,Z5343150322,H3444329,19.7
1181202-Y4-71,05_G,20211020_enamine_to_xchem.csv,CC1(CS(=O)(=O)N2C[C@H](C(=O)NC=3C=NC=C4C=CC=CC34)C=5C=C(Cl)C=CC5C2)CS(=O)(=O)C1,MAT-POS-bf364d7a-2,4,100,MAT-POS-bf364d7a-2,Single unknown enantiomer,Z5352526964,H3460065,32.6
1181202-Y4-71,05_H,20211020_enamine_to_xchem.csv,CC1(CS(=O)(=O)N2C[C@@H](C(=O)NC=3C=NC=C4C=CC=CC34)C=5C=C(Cl)C=CC5C2)CS(=O)(=O)C1,MAT-POS-bf364d7a-1,4,100,MAT-POS-bf364d7a-1,Single unknown enantiomer,Z5352526960,H3460064,32.2
1181202-Y4-71,05_I,20211020_enamine_to_xchem.csv,CC(C)(CS(=O)(=O)N1C[C@H](C(=O)NC=2C=NC=C3C=CC=CC23)C=4C=C(Cl)C=CC4C1)C#N,MAT-POS-bf364d7a-6,4,100,MAT-POS-bf364d7a-6,Single unknown enantiomer,Z5354658158,H3463209,39.6
1181202-Y4-71,05_J,20211020_enamine_to_xchem.csv,CC(C)(CS(=O)(=O)N1C[C@@H](C(=O)NC=2C=NC=C3C=CC=CC23)C=4C=C(Cl)C=CC4C1)C#N,PET-UNK-af70882d-1,4,100,PET-UNK-af70882d-1,Single unknown enantiomer,Z5354658163,H3463208,36.7
