Library Plate,Source well,Library Name,SMILES,Code,Volume (ul),Concentration (mM),external_ID,stereochemistry,catalog_ID,Batch ID,"Amount, mg (left)"
1181202-Y4-64,05_A,20210901_enamine_to_xchem.csv,CNC(=O)CN1CC(C(=O)NC=2C=NC=C3C=CC(NS(=O)(=O)C)=CC23)C=4C=C(Cl)C=CC4C1=O,MAT-POS-2e8b2191-11,4,100,MAT-POS-2e8b2191-11,Racemic or presumed racemic or meso,Z5210381243,H3357650,50.0
1181202-Y4-64,05_B,20210901_enamine_to_xchem.csv,ClC=1C=CC=2OCCC(C(=O)NC3=CN=CN3C=4C=CC=NC4)C2C1,RAL-THA-9041a04d-4,4,100,MAT-POS-a54ce14d-1,Racemic or presumed racemic or meso,Z5115885805,H3363307,38.2
1181202-Y4-64,05_C,20210901_enamine_to_xchem.csv,FC=1C=CC=2C(NC(=O)C3CN(CC=4C=CC(Cl)=CC34)S(=O)(=O)CC5(CC5)C#N)=CN=CC2C1,EDJ-MED-be9e6f63-2,4,100,EDJ-MED-be9e6f63-2,Racemic or presumed racemic or meso,Z5147540274,H3367683,38.2
1181202-Y4-64,05_D,20210901_enamine_to_xchem.csv,COCCN1CC(C(=O)NC=2C=NC=C3C=CC=CC23)C=4C=C(Cl)C=CC4C1=O,EDJ-MED-eb111c00-2,4,100,EDJ-MED-eb111c00-2,Racemic or presumed racemic or meso,Z5115885804,H3360456,48.9
1181202-Y4-64,05_E,20210901_enamine_to_xchem.csv,COC(C)(C)CS(=O)(=O)N1CC(C(=O)NC=2C=NC=C3C=CC=CC23)C=4C=C(Cl)C=CC4C1,EDJ-MED-76744c27-7,4,100,EDJ-MED-76744c27-7,Racemic or presumed racemic or meso,Z5169209952,H3369400,16.4
1181202-Y4-64,05_F,20210901_enamine_to_xchem.csv,CC(C)NS(=O)(=O)N1CC(C(=O)NC=2C=NC=C3C=CC=CC23)C=4C=C(Cl)C=CC4C1,MAT-POS-5cd9ea36-4,4,100,MAT-POS-5cd9ea36-4,Racemic or presumed racemic or meso,Z5169210082,H3369398,18.6
1181202-Y4-64,05_G,20210901_enamine_to_xchem.csv,COC=1C=CC=2C(NC(=O)C3CN(CC=4C=CC(Cl)=CC34)S(=O)(=O)CC5(CC5)C#N)=CN=CC2C1,EDJ-MED-be9e6f63-1,4,100,EDJ-MED-be9e6f63-1,Racemic or presumed racemic or meso,Z5169209933,H3368592,61.5
1181202-Y4-64,05_H,20210901_enamine_to_xchem.csv,ClC=1C=CC=2CN(CC(C(=O)NC=3C=NC=C4C=C(Cl)C=CC34)C2C1)S(=O)(=O)CC5(CC5)C#N,EDJ-MED-be9e6f63-4,4,100,EDJ-MED-be9e6f63-4,Racemic or presumed racemic or meso,Z5147540271,H3372893,34.4
1181202-Y4-64,05_I,20210901_enamine_to_xchem.csv,COC=1C=CN2C(NC(=O)CC=3C=CC=C(Cl)C3)=CN=C2C1,EDJ-MED-6e43a462-1,4,100,EDJ-MED-6e43a462-1,Achiral,Z5115885786,H3345519,24.6
1181202-Y4-64,05_J,20210901_enamine_to_xchem.csv,CS(=O)(=O)NCC=1C=CC(Cl)=CC1CC(=O)NC=2C=NC=C3C=CC=CC23,ALP-POS-6479a3a9-2,4,100,ALP-POS-6479a3a9-2,Achiral,Z5115885807,H3350680,41.6
1181202-Y4-64,05_K,20210901_enamine_to_xchem.csv,ClC=1C=CC(CNS(=O)(=O)N2CC(C2)C#N)=C(CC(=O)NC=3C=NC=C4C=CC=CC34)C1,ALP-POS-d054b76b-5,4,100,ALP-POS-d054b76b-5,Achiral,Z5115885806,H3350679,28.0
