Library Plate,Source well,Library Name,SMILES,Code,Volume (ul),Concentration (mM),external_ID,stereochemistry,catalog_ID,Batch ID,"Amount, mg (left)"
1342793-Y4-01,05_A,20210428_enamine_to_xchem.csv,CN1N=CC(=N1)S(=O)(=O)N2CC(C(=O)NC=3C=NC=C4C=CC=CC34)C=5C=C(Cl)C=CC5C2,MAT-POS-4223bc15-31,4,100,MAT-POS-4223bc15-31,Racemic or presumed racemic or meso,Z4973388958,H3082785,UNK
1342793-Y4-01,05_B,20210428_enamine_to_xchem.csv,OC=1C=NC=2C=CC=CC2C1NC(=O)CC=3C=CC=C(Cl)C3,JIN-POS-6dc588a4-21,4,100,JIN-POS-6dc588a4-21,Achiral,Z4951847509,H3092154,UNK
1342793-Y4-01,05_C,20210428_enamine_to_xchem.csv,CC(C)(C)OC(=O)NC(CCO)CNCC1(CCOC=2C=CC(Cl)=CC21)C(=O)NC=3C=NC=C4C=CC=CC34,KAD-UNI-cb0f2bbc-10,4,100,MAT-POS-61f37a1a-1,Diastereomeric mixture,Z4984330302,H3089909,UNK
1342793-Y4-01,05_D,20210428_enamine_to_xchem.csv,ClC=1C=CC=2CN(CC(C(=O)NC=3C=NC=C4C=CC=CC34)C2C1)S(=O)(=O)CC5(CCC5)C#N,MAT-POS-4223bc15-12,4,100,MAT-POS-4223bc15-12,Racemic or presumed racemic or meso,Z4973388929,H3086571,UNK
1342793-Y4-01,05_E,20210428_enamine_to_xchem.csv,CC1CCN(C1)S(=O)(=O)N2CC(C(=O)NC=3C=NC=C4C=CC=CC34)C=5C=C(Cl)C=CC5C2,MAT-POS-4223bc15-11,4,100,MAT-POS-4223bc15-11,Diastereomeric mixture,Z4973388925,H3086624,UNK
1342793-Y4-01,05_F,20210428_enamine_to_xchem.csv,CNS(=O)(=O)N1CC(C(=O)NC=2C=NC=C3C=CC=CC23)C=4C=C(Cl)C=CC4C1,MAT-POS-4223bc15-1,4,100,MAT-POS-4223bc15-1,Racemic or presumed racemic or meso,Z4973388852,H3086623,UNK
1342793-Y4-01,05_G,20210428_enamine_to_xchem.csv,CC=1C=CC=C2C=NC=C(NC(=O)CC=3C=CC=C(Cl)C3)C12,MIC-UNK-50cce87d-3,4,100,MIC-UNK-50cce87d-3,Achiral,Z4951847514,H3091687,UNK
1342793-Y4-01,05_H,20210428_enamine_to_xchem.csv,COCCS(=O)(=O)N1CC(C(=O)NC=2C=NC=C3C=CC=CC23)C=4C=C(Cl)C=CC4C1,MAT-POS-4223bc15-4,4,100,MAT-POS-4223bc15-4,Racemic or presumed racemic or meso,Z4973388879,H3086569,UNK
1342793-Y4-01,05_I,20210428_enamine_to_xchem.csv,CS(=O)(=O)NCC1(CCOC=2C=CC(Cl)=CC21)C(=O)NC=3C=NC=C4C=CC=CC34,MAT-POS-e6dd326d-4,4,100,MAT-POS-e6dd326d-4,Racemic or presumed racemic or meso,Z4973373661,H3090013,UNK
1342793-Y4-01,05_J,20210428_enamine_to_xchem.csv,CC(=O)NCC1(CCOC=2C=CC(Cl)=CC21)C(=O)NC=3C=NC=C4C=CC=CC34,MAT-POS-e6dd326d-9,4,100,MAT-POS-e6dd326d-9,Racemic or presumed racemic or meso,Z4973373641,H3090011,UNK
1342793-Y4-01,05_K,20210428_enamine_to_xchem.csv,ClC=1C=CC=2OCCC(CC(=O)NC3=NN=CO3)(C(=O)NC=4C=NC=C5C=CC=CC45)C2C1,CHO-MSK-a31cca77-1,4,100,CHO-MSK-a31cca77-1,Racemic or presumed racemic or meso,Z4898404649,H3090086,UNK
1342793-Y4-01,05_L,20210428_enamine_to_xchem.csv,O[C@@H]1CCC[C@H]1S(=O)(=O)N2CC(C(=O)NC=3C=NC=C4C=CC=CC34)C=5C=C(Cl)C=CC5C2,MAT-POS-4223bc15-9,4,100,MAT-POS-61f37a1a-2,Diastereomeric mixture,Z4989682614,H3090686,UNK
1342793-Y4-01,05_M,20210428_enamine_to_xchem.csv,ClC=1C=CC=2OCCC(C(=O)OC=3C=NC=C4C=CC=CC34)C2C1,DAR-DIA-6a508060-2,4,100,,Racemic or presumed racemic or meso,Z4973466399,H3093239,UNK
1342793-Y4-01,05_N,20210428_enamine_to_xchem.csv,ClC=1C=CC=2OCCC(CNCCN3C(=O)C=4C=CC=CC4C3=O)(C(=O)NC=5C=NC=C6C=CC=CC56)C2C1,KAD-UNI-cb0f2bbc-22,4,100,MAT-POS-61f37a1a-3,Racemic or presumed racemic or meso,Z4984330291,H3089937,UNK
1342793-Y4-01,05_O,20210428_enamine_to_xchem.csv,CN1N=NC(CNC(=O)OC(C)(C)C)=C1CNCC2(CCOC=3C=CC(Cl)=CC32)C(=O)NC=4C=NC=C5C=CC=CC45,KAD-UNI-cb0f2bbc-3,4,100,MAT-POS-61f37a1a-4,Racemic or presumed racemic or meso,Z4984330308,H3089932,UNK
1342793-Y4-01,05_P,20210428_enamine_to_xchem.csv,ClC=1C=CC=2OCCC(CNC(=O)C=C)(C(=O)NC=3C=NC=C4C=CC=CC34)C2C1,MAT-POS-e6dd326d-8,4,100,MAT-POS-e6dd326d-8,Racemic or presumed racemic or meso,Z4973373647,H3089905,UNK
1342793-Y4-01,05_Q,20210428_enamine_to_xchem.csv,CN1C=C(CN2CC(C(=O)NC=3C=NC=C4C=CC(F)=CC34)C=5C=C(Cl)C=CC5C2)N=N1,EDJ-MED-009f762b-3,4,100,MAT-POS-61f37a1a-5,Racemic or presumed racemic or meso,Z4987831245,H3099334,UNK
1342793-Y4-01,05_R,20210428_enamine_to_xchem.csv,COC=1C=C(CNCC2(CCOC=3C=CC(Cl)=CC32)C(=O)NC=4C=NC=C5C=CC=CC45)C=C(OC)C1OCC(=O)N,KAD-UNI-cb0f2bbc-16,4,100,MAT-POS-61f37a1a-6,Racemic or presumed racemic or meso,Z4984330297,H3089919,UNK
1342793-Y4-01,05_S,20210428_enamine_to_xchem.csv,ClC=1C=CC=2OCCC(CNCC3=CN(CC4CCOC4)N=N3)(C(=O)NC=5C=NC=C6C=CC=CC56)C2C1,KAD-UNI-cb0f2bbc-24,4,100,MAT-POS-61f37a1a-7,Diastereomeric mixture,Z4984330289,H3089921,UNK
1342793-Y4-01,05_T,20210428_enamine_to_xchem.csv,ClC=1C=CC2=C(OCCC2(CNC3=CNC(=O)NC3=O)C(=O)NC=4C=NC=C5C=CC=CC45)C1,ALP-POS-a0a4abd7-1,4,100,ALP-POS-a0a4abd7-1,Racemic or presumed racemic or meso,Z4950528898,H3099354,UNK
1342793-Y4-01,05_U,20210428_enamine_to_xchem.csv,CC1=NN(C)C(N2CCOCC2)=C1CNCC3(CCOC=4C=CC(Cl)=CC43)C(=O)NC=5C=NC=C6C=CC=CC56,KAD-UNI-cb0f2bbc-17,4,100,MAT-POS-61f37a1a-8,Racemic or presumed racemic or meso,Z4984330296,H3089946,UNK
