Library Plate,Source well,Library Name,SMILES,Code,Volume (ul),Concentration (mM),external_ID,stereochemistry,catalog_ID,Batch ID,"Amount, mg (left)"
1181202-Y4-15,05_A,20200901_enamine_to_xchem.csv,ClC=1C=CC=C(CC(=O)NC2C(=O)NC=3C=CC=CC23)C1,VLA-UCB-1dbca3b4-1,4,100,VLA-UCB-1dbca3b4-1,Racemic or presumed racemic or meso,Z1738381336,UNK,UNK
1181202-Y4-15,05_B,20200901_enamine_to_xchem.csv,ClC=1C=CC=C(CC(=O)NC2CCCNC2=O)C1,MIC-UNK-4c7b8ba7-1,4,100,MIC-UNK-4c7b8ba7-1,Racemic or presumed racemic or meso,Z1080091020,UNK,UNK
1181202-Y4-15,05_C,20200901_enamine_to_xchem.csv,CC1CCNC(=O)C1NC(=O)CC=2C=CC=C(Cl)C2,MAT-POS-0bc33984-1,4,100,MAT-POS-0bc33984-1,Racemic or presumed racemic or meso,Z1995520696,UNK,UNK
1181202-Y4-15,05_D,20200901_enamine_to_xchem.csv,ClC=1C=CC=2OCCC(C(=O)NC=3C=NC=C4C=CC=CC34)C2C1,VLA-UCB-1dbca3b4-15,4,100,VLA-UCB-1dbca3b4-15,Racemic or presumed racemic or meso,Z1675865540,UNK,UNK
1181202-Y4-15,05_E,20200901_enamine_to_xchem.csv,ClC=1C=CC=C(CC(=O)NC=2C=NC=C3C=CN=CC23)C1,MAT-POS-f7918075-5,4,100,MAT-POS-f7918075-5,Achiral,Z4610110896,UNK,UNK
1181202-Y4-15,05_F,20200901_enamine_to_xchem.csv,ClC=1C=CC=C(OCC(=O)NC=2C=NC=C3C=CC=CC23)C1,ALP-POS-f13221e1-2,4,100,ALP-POS-f13221e1-2,Achiral,Z1530718787,UNK,UNK
1181202-Y4-15,05_G,20200901_enamine_to_xchem.csv,CN(C(=O)CC=1C=CC=C(Cl)C1)C=2C=NC=C3C=CC=CC23,MAT-POS-bb423b95-7,4,100,MAT-POS-bb423b95-7,Achiral,Z4609618515,UNK,UNK
1181202-Y4-15,05_H,20200901_enamine_to_xchem.csv,CC(C)C=1C=CN=CC1NC(=O)CC=2C=CC=C(Cl)C2,MAT-POS-bb423b95-5,4,100,MAT-POS-bb423b95-5,Achiral,Z4049956746,UNK,UNK
1181202-Y4-15,05_I,20200901_enamine_to_xchem.csv,CC1(CCNC1=O)NC(=O)CC=2C=CC=C(Cl)C2,MAT-POS-0bc33984-2,4,100,MAT-POS-0bc33984-2,Racemic or presumed racemic or meso,Z2965036889,UNK,UNK
1181202-Y4-15,05_J,20200901_enamine_to_xchem.csv,ClC=1C=CC=C(CC(=O)NC=2C=NC=C3C=CC=NC23)C1,MAT-POS-bb423b95-2,4,100,MAT-POS-bb423b95-2,Achiral,Z4609618501,UNK,UNK
1181202-Y4-15,05_K,20200901_enamine_to_xchem.csv,ClC=1C=CC=C(CC(=O)NC2CC(=O)NC2=O)C1,MIC-UNK-fc94cdb5-1,4,100,MIC-UNK-fc94cdb5-1,Racemic or presumed racemic or meso,Z3174719871,UNK,UNK
1181202-Y4-15,05_L,20200901_enamine_to_xchem.csv,ClC=1C=CC=C(CC(=O)NC=2C=NNC2)C1,MIC-UNK-66895286-1,4,100,MIC-UNK-66895286-1,Achiral,Z992289486,UNK,UNK
1181202-Y4-15,05_M,20200901_enamine_to_xchem.csv,ClC=1C=CC=C(CC(=O)NC=2C=NC=CC2C=3C=CC=CC3)C1,ALP-POS-0c2c77e1-1,4,100,ALP-POS-0c2c77e1-1,Achiral,Z1864149814,UNK,UNK
1181202-Y4-15,05_N,20200901_enamine_to_xchem.csv,ClC=1C=CC=C(CC(=O)NC=2N=NC=C3C=CC=CC23)C1,EDJ-MED-50fe53e8-1,4,100,EDJ-MED-50fe53e8-1,Achiral,Z4609618497,UNK,UNK
1181202-Y4-15,05_O,20200901_enamine_to_xchem.csv,ClC=1C=CC=C(CC(=O)NC2CNC(=O)C2)C1,MIC-UNK-42806bd5-2,4,100,MIC-UNK-42806bd5-2,Racemic or presumed racemic or meso,Z1623214019,UNK,UNK
1181202-Y4-15,05_P,20200901_enamine_to_xchem.csv,ClC=1C=CC=C(CC(=O)NC=2C=NC=C3C(Cl)=CC=CC23)C1,MAT-POS-bb423b95-9,4,100,MAT-POS-bb423b95-9,Achiral,Z4609618518,UNK,UNK
1181202-Y4-15,05_Q,20200901_enamine_to_xchem.csv,CN1C=C(NC(=O)CC=2C=CC=C(Cl)C2)C=3C=CC=CC3C1=O,MAT-POS-4211dce8-1,4,100,MAT-POS-4211dce8-1,Achiral,Z4607538689,UNK,UNK
