Library Plate,Source well,Library Name,SMILES,Code,Volume (ul),Concentration (mM),external_ID,stereochemistry,catalog_ID,Batch ID
1181202-Y4-45,A05,20210421_enamine_to_xchem.csv,ClC=1C=CC=2OCCC(COCC(=O)NC3=NC=CN3)(C(=O)NC=4C=NC=C5C=CC=CC45)C2C1,LEE-CAM-7ab9b158-3,4,100,LEE-CAM-7ab9b158-3,Racemic or presumed racemic or meso,Z4898404661,H3081351
1181202-Y4-45,B05,20210421_enamine_to_xchem.csv,CN(C)C(=O)COCC(=O)NC(C(=O)NC=1C=NC=C2C=CC=CC12)C=3C=CC=C(Cl)C3,EDJ-MED-cf4b0d25-5,4,100,EDJ-MED-cf4b0d25-5,Racemic or presumed racemic or meso,Z4949474109,H3057282
1181202-Y4-45,C05,20210421_enamine_to_xchem.csv,ClC=1C=CC=2CN(CC(C(=O)NC=3C=NC=C4C=CC=CC34)C2C1)S(=O)(=O)C5=NC=CN5,MAT-POS-4223bc15-30,4,100,MAT-POS-4223bc15-30,Racemic or presumed racemic or meso,Z4973388952,H3071926
1181202-Y4-45,D05,20210421_enamine_to_xchem.csv,ClC=1C=CC=2CN(CC(C(=O)NC=3C=NC=C4C=CC=CC34)C2C1)S(=O)(=O)C5CC5,MAT-POS-4223bc15-3,4,100,MAT-POS-4223bc15-3,Racemic or presumed racemic or meso,Z4973388869,H3072582
1181202-Y4-45,E05,20210421_enamine_to_xchem.csv,CN(C)S(=O)(=O)N1CC(C(=O)NC=2C=NC=C3C=CC=CC23)C=4C=C(Cl)C=CC4C1,MAT-POS-4223bc15-2,4,100,MAT-POS-4223bc15-2,Racemic or presumed racemic or meso,Z4973388857,H3071925
1181202-Y4-45,F05,20210421_enamine_to_xchem.csv,COC(=O)N1CC(C(=O)NC=2C=NC=C3C=CC=CC23)C=4C=C(Cl)C=CC4C1,RAL-THA-6e4c80cf-1,4,100,RAL-THA-6e4c80cf-1,Racemic or presumed racemic or meso,Z4973466376,H3070122
1181202-Y4-45,G05,20210421_enamine_to_xchem.csv,CN(C)C(=O)N1CC(C(=O)NC=2C=NC=C3C=CC=CC23)C=4C=C(Cl)C=CC4C1,MAT-POS-4223bc15-18,4,100,MAT-POS-4223bc15-18,Racemic or presumed racemic or meso,Z4973466381,H3070124
1181202-Y4-45,H05,20210421_enamine_to_xchem.csv,CN1C=C(C=N1)N2CCC(CNCC3(CCOC=4C=CC(Cl)=CC43)C(=O)NC=5C=NC=C6C=CC=CC56)C2,KAD-UNI-cb0f2bbc-20,4,100,MAT-POS-5f1400cf-1,Diastereomeric mixture,Z4984330293,H3072690
1181202-Y4-45,I05,20210421_enamine_to_xchem.csv,CN(CCO)C=1C=CC(CNCC2(CCOC=3C=CC(Cl)=CC32)C(=O)NC=4C=NC=C5C=CC=CC45)=CN1,KAD-UNI-b13decd3-6,4,100,MAT-POS-5f1400cf-2,Racemic or presumed racemic or meso,Z4984330284,H3072537
1181202-Y4-45,J05,20210421_enamine_to_xchem.csv,ClC=1C=CC=C(CC(=O)NC=2C=NC(C#N)=C3C=CC=CC23)C1,JIN-POS-6dc588a4-24,4,100,JIN-POS-6dc588a4-24,Achiral,Z4951847512,H3085265
