Library Plate,Source well,Library Name,SMILES,Code,Volume (ul),Concentration (mM),external_ID,stereochemistry,catalog_ID,Batch ID,"Amount, mg (left)"
1181202-Y4-13,05_A,20200819_enamine_to_xchem.csv,CC=1C=C(N)N=CC1NC(=O)CC=2C=CC=C(Cl)C2,EDG-MED-0da5ad92-17,4,100,,Achiral,Z4497196458,UNK,UNK
1181202-Y4-13,05_B,20200819_enamine_to_xchem.csv,CC(NC(=O)C)C=1C=C(Cl)C=C(C1)C=2C=CC(=CC2)S(=O)(=O)N,EDJ-MED-8698005e-1,4,100,,Racemic or presumed racemic or meso,Z4598794279,UNK,UNK
1181202-Y4-13,05_C,20200819_enamine_to_xchem.csv,CC=1C=CN=CC1C(N(CC=2C=CC=C(Cl)C2)C(=O)C=C)C(=O)NCCC=3C=CC=C(F)C3,MAT-POS-c0143b99-1,4,100,,Racemic or presumed racemic or meso,Z4605133164,UNK,UNK
1181202-Y4-13,05_D,20200819_enamine_to_xchem.csv,CC(C)(C)NC(=O)C(N(CC=1C=CC=CC1Cl)C(=O)C=C)C=2C=NC=C3C=CC=CC23,NIR-WEI-f9286bb6-4,4,100,NIR-WEI-f9286bb6-4,Racemic or presumed racemic or meso,Z4605209196,UNK,UNK
1181202-Y4-13,05_E,20200819_enamine_to_xchem.csv,CC(C)(C)NC(=O)C(N(CC=1C=CC=CC1Cl)C(=O)C=C)C=2C=CC=NC2,NIR-WEI-f9286bb6-2,4,100,NIR-WEI-f9286bb6-2,Racemic or presumed racemic or meso,Z4605209194,UNK,UNK
1181202-Y4-13,05_F,20200819_enamine_to_xchem.csv,CNC(=O)C(N(CC=1C=CC=CC1Cl)C(=O)C=C)C=2C=CC=NC2,NIR-WEI-f9286bb6-3,4,100,NIR-WEI-f9286bb6-3,Racemic or presumed racemic or meso,Z4605209195,UNK,UNK
1181202-Y4-13,05_G,20200819_enamine_to_xchem.csv,CNC(=O)C(N(CC=1C=CC=CC1Cl)C(=O)C=C)C=2C=NC=C3C=CC=CC23,NIR-WEI-f9286bb6-1,4,100,NIR-WEI-f9286bb6-1,Racemic or presumed racemic or meso,Z4605209193,UNK,UNK
1181202-Y4-13,05_H,20200819_enamine_to_xchem.csv,O=C(CN1N=NC=2C=CC=CC12)N(CC(=O)N3CCNCC3)C=4C=CC(=CC4)C=5C=CC=CC5,ALP-POS-c0c213c9-3,4,100,,Achiral,Z4607509107,UNK,UNK
1181202-Y4-13,05_I,20200819_enamine_to_xchem.csv,O=C(CN1N=NC=2C=CC=CC12)N(CC=3C=CC=CN3)C=4C=CC(=CC4)N5C=NN=C5,ALP-POS-c0c213c9-18,4,100,,Achiral,Z4607510081,UNK,UNK
1181202-Y4-13,05_J,20200819_enamine_to_xchem.csv,COC=1C=CC=C(C1)C(NC(=O)CC=2C=CC=C(Cl)C2)C3=NC=4C=CC=CC4N3,ALP-POS-ddb41b15-9,4,100,,Racemic or presumed racemic or meso,Z4607512300,UNK,UNK
1181202-Y4-13,05_K,20200819_enamine_to_xchem.csv,NCC1=CN(CC(=O)N(CC(=O)N2CCNCC2)C=3C=CC(=CC3)C=4C=CC=CC4)N=N1,ALP-POS-c0c213c9-7,4,100,,Achiral,Z4607509197,UNK,UNK
