Library Plate,Source well,Library Name,SMILES,Code,Volume (ul),Concentration (mM),external_ID,stereochemistry,catalog_ID,Batch ID
1181202-Y4-26,05_A,20201104_enamine_to_xchem.csv,C[C@@H]1C[C@H](C(=O)NC=2C=NC=C3C=CC=CC23)C=4C=C(Cl)C=CC4O1,MAT-POS-8a69d52e-2,4,100,,Single known enantiomer,Z4748696415,H2714268
1181202-Y4-26,05_B,20201104_enamine_to_xchem.csv,C[C@H]1C[C@@H](C(=O)NC=2C=NC=C3C=CC=CC23)C=4C=C(Cl)C=CC4O1,EDJ-MED-e4b030d8-3,4,100,,Single known enantiomer,Z4748696418,H2714267
1181202-Y4-26,05_C,20201104_enamine_to_xchem.csv,C[C@H]1C[C@H](C(=O)NC=2C=NC=C3C=CC=CC23)C=4C=C(Cl)C=CC4O1,MAT-POS-8a69d52e-3,4,100,,Single known enantiomer,Z4748696422,H2714269
1181202-Y4-26,05_D,20201104_enamine_to_xchem.csv,C[C@@H]1C[C@@H](C(=O)NC=2C=NC=C3C=CC=CC23)C=4C=C(Cl)C=CC4O1,EDJ-MED-e4b030d8-2,4,100,,Single known enantiomer,Z4748696420,H2714275
1181202-Y4-26,05_E,20201104_enamine_to_xchem.csv,CC=1C=CN=CC1NC(=O)CC=2C=C(Cl)C=C(NCC(C)(C)C#N)C2,MAT-POS-044491d2-7,4,100,,Achiral,Z4609618446,H2715474
1181202-Y4-26,05_F,20201104_enamine_to_xchem.csv,FC=1C=CC2=NNC(NC(=O)C3CCOC=4C=CC(Cl)=CC34)=C2C1,JAG-UCB-52b62a6f-4,4,100,,Racemic or presumed racemic or meso,Z4661830682,H2711338
1181202-Y4-26,05_G,20201104_enamine_to_xchem.csv,ClC=1C=CC=2OCCC(C(=O)NC=3NN=C4C=CC=CC34)C2C1,JAG-UCB-52b62a6f-6,4,100,,Racemic or presumed racemic or meso,Z4661830685,H2711344
1181202-Y4-26,05_H,20201104_enamine_to_xchem.csv,COC=1C=CC2=NNC(NC(=O)C3CCOC=4C=CC(Cl)=CC34)=C2C1,JAG-UCB-52b62a6f-8,4,100,,Racemic or presumed racemic or meso,Z4661830655,H2715333
1181202-Y4-26,05_I,20201104_enamine_to_xchem.csv,FC=1C=CC2=C(NC(=O)C3CCOC=4C=CC(Cl)=CC34)NN=C2C1,JAG-UCB-52b62a6f-9,4,100,,Racemic or presumed racemic or meso,Z4661830684,H2711342
1181202-Y4-26,05_J,20201104_enamine_to_xchem.csv,COC=1C=CC2=C(NC(=O)C3CCOC=4C=CC(Cl)=CC34)NN=C2C1,JAG-UCB-52b62a6f-12,4,100,,Racemic or presumed racemic or meso,Z4661830657,H2711302
1181202-Y4-26,05_K,20201104_enamine_to_xchem.csv,ClC=1C=CC=C(CC(=O)NC=2NN=C3C=CC=NC23)C1,EDJ-MED-c8e7a002-14,4,100,,Achiral,Z4661830688,H2711298
1181202-Y4-26,05_L,20201104_enamine_to_xchem.csv,CNC=1C=CC(=CC1)N(C(=O)CN2N=NC=3C=CC=CC23)C=4C=CC=C(Cl)C4,MAT-POS-06036648-5,4,100,,Achiral,Z4661830647,H2716144
1181202-Y4-26,05_M,20201104_enamine_to_xchem.csv,CC1=CC(=NC2=NNC(NC(=O)C3CCOC=4C=CC(Cl)=CC34)=C12)C(F)(F)F,JAG-UCB-52b62a6f-19,4,100,,Racemic or presumed racemic or meso,Z4661830660,H2710446
1181202-Y4-26,05_N,20201104_enamine_to_xchem.csv,COC=1C=C(Cl)C=C2[C@@H](CCOC12)C(=O)NC=3C=NC=C4C=CC=CC34,EDJ-MED-e4b030d8-7,4,100,DAR-DIA-6a508060-4,Single known enantiomer,Z4657615173,H2720460
1181202-Y4-26,05_O,20201104_enamine_to_xchem.csv,COC=1C=C(Cl)C=C2[C@H](CCOC12)C(=O)NC=3C=NC=C4C=CC=CC34,EDJ-MED-e4b030d8-8,4,100,DAR-DIA-6a508060-4,Single known enantiomer,Z4657615870,H2720459
1181202-Y4-26,05_P,20201104_enamine_to_xchem.csv,[Na+].CC(C)C[C@H](NC(=O)OCC=1C=CC=CC1)C(=O)N[C@@H](CC2CCNC2=O)C(O)S(=O)(=O)[O-],JOH-MSK-46727e7b-1,4,100,,Diastereomeric mixture,Z3006127212,T4065170
1181202-Y4-26,05_Q,20201104_enamine_to_xchem.csv,ClC=1C=CC=C(CC(=O)NC=2C=NC=C3CCCOC23)C1,EDJ-MED-976da9a6-1,4,100,,Achiral,Z4598794271,H2726086
1181202-Y4-26,05_R,20201104_enamine_to_xchem.csv,O=C(CN1N=NC=2C=CC=CC12)N(CC=3C=CSC3)C=4C=CC(=CC4)N5CCOCC5,ALP-POS-6d04362c-4,4,100,,Achiral,Z4754476570,T4065173
1181202-Y4-26,05_S,20201104_enamine_to_xchem.csv,O=C(CN1N=NC=2C=CC=CC12)N(CC=3C=CC=CC3)C=4C=CC(=CC4)N5CCOCC5,ALP-POS-6d04362c-5,4,100,,Achiral,Z4754472187,T4065172
1181202-Y4-26,05_T,20201104_enamine_to_xchem.csv,CCC(=O)NC=1C=CC(=CC1)N(CC2=CSC=N2)C(=O)CN3N=NC=4C=CC=CC34,ALP-POS-87c86d55-2,4,100,,Achiral,Z4754462008,T4065171
1181202-Y4-26,05_U,20201104_enamine_to_xchem.csv,CC=1C=CC(=CC1)C(CC=2C=NN(C)C2)C(=O)NC3=NNC=4C=CC=CC34,ALP-POS-a3de0cb1-5,4,100,,Racemic or presumed racemic or meso,Z4618924256,H2725321
