Library Plate,Source well,Library Name,SMILES,Code,Volume (ul),Concentration (mM),external_ID,stereochemistry,catalog_ID,Batch ID,"Amount, mg (left)"
1181202-Y4-50,05_A,20210526_enamine_to_xchem.csv,ClC=1C=CC=C(CC(=O)NC2=CNC(=O)C=3C=CC=CC23)C1,MAT-POS-bb423b95-6,4,100,MAT-POS-bb423b95-6,Achiral,Z4609618513,H3139927,UNK
1181202-Y4-50,05_B,20210526_enamine_to_xchem.csv,CC=1C=C(O)N=CC1NC(=O)C2CCOC=3C=CC(Cl)=CC23,ALP-POS-5de921e7-6A,4,100,MAT-POS-8293a91a-1,Racemic or presumed racemic or meso,Z1675810506,H3138779,UNK
1181202-Y4-50,05_C,20210526_enamine_to_xchem.csv,COC(=O)[C@H]1CC[C@@H](CNC(C(=O)NC=2C=NC=C3C=CC=CC23)C=4C=CC=C(Cl)C4)O1,MAT-POS-d8472c4f-2,4,100,MAT-POS-d8472c4f-2,Diastereomeric mixture,Z5012003588,H3135217,UNK
1181202-Y4-50,05_D,20210526_enamine_to_xchem.csv,CS(=O)(=O)N1CC(C(=O)NC=2C=NC=C3CCCCC23)C=4C=C(Cl)C=CC4C1,ALP-POS-e6e0c683-3,4,100,ALP-POS-e6e0c683-3,Racemic or presumed racemic or meso,Z5012902030,H3144829,UNK
1181202-Y4-50,05_E,20210526_enamine_to_xchem.csv,CS(=O)(=O)CC1(CCOC=2C=CC(Cl)=CC21)C(=O)NC=3C=NC=C4C=CC=CC34,RAL-THA-e002e396-1,4,100,RAL-THA-e002e396-1,Racemic or presumed racemic or meso,Z4943083698,H3149344,UNK
1181202-Y4-50,05_F,20210526_enamine_to_xchem.csv,FC=1C=CC=C(C1)S(=O)(=O)N2CCCN(CC2)C(=O)CCl,BEN-DND-03406596-3,4,100,BEN-DND-76ad4ac9-14,Achiral,Z5042476213,T4065225,UNK
1181202-Y4-50,05_G,20210526_enamine_to_xchem.csv,FC=1C=CC=C(F)C1S(=O)(=O)N2CCCN(CC2)C(=O)CCl,BEN-DND-03406596-2,4,100,BEN-DND-76ad4ac9-12,Achiral,Z5042476208,T4065223,UNK
1181202-Y4-50,05_H,20210526_enamine_to_xchem.csv,FC=1C=CC(F)=C(C1)S(=O)(=O)N2CCCN(CC2)C(=O)CCl,BEN-DND-03406596-6,4,100,BEN-DND-76ad4ac9-10,Achiral,Z5042476204,T4065221,UNK
1181202-Y4-50,05_I,20210526_enamine_to_xchem.csv,FC=1C=CC=CC1S(=O)(=O)N2CCCN(CC2)C(=O)CCl,BEN-DND-03406596-9,4,100,BEN-DND-76ad4ac9-11,Achiral,Z5042476206,T4065222,UNK
1181202-Y4-50,05_J,20210526_enamine_to_xchem.csv,ClCC(=O)N1CCCN(CC1)S(=O)(=O)C2=CC=CS2,BEN-DND-03406596-5,4,100,BEN-DND-76ad4ac9-13,Achiral,Z5042476211,T4065224,UNK
1181202-Y4-50,05_K,20210526_enamine_to_xchem.csv,FC=1C=CC(=CC1)S(=O)(=O)N2CCCN(CC2)C(=O)CCl,BEN-DND-03406596-8,4,100,BEN-DND-03406596-8,Achiral,Z1562120838,T4065226,UNK
1181202-Y4-50,05_L,20210526_enamine_to_xchem.csv,ClCC(=O)N1CCCN(CC1)S(=O)(=O)CC=2C=CC=CC2,BEN-DND-03406596-1,4,100,BEN-DND-76ad4ac9-9,Achiral,Z5042469846,T4065220,UNK
1181202-Y4-50,05_M,20210526_enamine_to_xchem.csv,FC=1C=CC=C(C1)S(=O)(=O)N2CCN(CC2)C(=O)CCl,BEN-DND-03406596-10,4,100,LON-WEI-8f408cad-4,Achiral,Z147647642,T4065219,UNK
1181202-Y4-50,05_N,20210526_enamine_to_xchem.csv,CC1=NNC(CN2CC(C(=O)NC=3C=NC=C4C=CC=CC34)C=5C=C(Cl)C=CC5C2)=N1,EDJ-MED-fa7708b3-3,4,100,EDJ-MED-fa7708b3-3,Racemic or presumed racemic or meso,Z5018905164,H3149345,UNK
1181202-Y4-50,05_O,20210526_enamine_to_xchem.csv,CN1N=CC=2C=NC=C(NC(=O)CC=3C=CC=C(Cl)C3)C12,RUB-POS-1325a9ea-14,4,100,RUB-POS-1325a9ea-14,Achiral,Z4951847525,H3153233,UNK
1181202-Y4-50,05_P,20210526_enamine_to_xchem.csv,OC1(CCN(C1=O)C=2C=NC=C3C=CC=CC23)C=4C=CC=C(Cl)C4,MAT-POS-d8472c4f-1,4,100,MAT-POS-d8472c4f-1,Racemic or presumed racemic or meso,Z5009822649,*R2601118*,UNK
1181202-Y4-50,05_Q,20210526_enamine_to_xchem.csv,ClC=1C=CC=C(C1)C(NC(=O)[C@H]2CC[C@@H](O2)C(=O)N3CCCC3)C(=O)NC=4C=NC=C5C=CC=CC45,rel-EDJ-MED-ee07cf00-11-3,4,100,MAT-POS-8293a91a-2,Diastereomeric mixture,Z5033003046,H3140832,UNK
1181202-Y4-50,05_R,20210526_enamine_to_xchem.csv,FC(F)(F)C=1C=CC=2C=NC=C(NC(=O)C3CCOC=4C=CC(Cl)=CC34)C2C1,ALP-POS-93b3621f-3A,4,100,MAT-POS-8293a91a-3,Racemic or presumed racemic or meso,Z5021905586,H3138782,UNK
1181202-Y4-50,05_S,20210526_enamine_to_xchem.csv,CNC=1C=NC=C(NC(=O)C2CCOC=3C=CC(Cl)=CC23)C1C,MAT-POS-afb6844f-1,4,100,MAT-POS-afb6844f-1,Racemic or presumed racemic or meso,Z5018905116,H3154635,UNK
