Library Plate,Source well,Library Name,SMILES,Code,Volume (ul),Concentration (mM),external_ID,stereochemistry,catalog_ID,Batch ID
1181202-Y4-46,05_A,20210429_enamine_to_xchem.csv,COCC1=CSC(CNC(=O)C=2N=CC(Cl)=CC2Cl)=C1,Z4927321666,4,100,JAR-KUA-41bd5a3d-1,Achiral,Z4927321666,H3019192
1181202-Y4-46,05_B,20210429_enamine_to_xchem.csv,NS(=O)(=O)C1=CC(CN2CCN(CC2)C(C=3C=CC=CC3)C=4C=CC=CC4)=CO1,Z4927321667,4,100,JAR-KUA-41bd5a3d-2,Achiral,Z4927321667,H3023397
1181202-Y4-46,05_C,20210429_enamine_to_xchem.csv,CC1=NC(C)=C(S1)S(=O)(=O)NCC2CCCC3CC32,Z2581322250,4,100,JAR-KUA-41bd5a3d-3,Diastereomeric mixture,Z2581322250,H3023020
1181202-Y4-46,05_D,20210429_enamine_to_xchem.csv,CC=1N=C(SC1S(=O)(=O)N)N2CCN(CC2)S(=O)(=O)C=3C=CC=CC3,Z2017037582,4,100,JAR-KUA-41bd5a3d-4,Achiral,Z2017037582,H3023024
1181202-Y4-46,05_E,20210429_enamine_to_xchem.csv,CC(N1CCN(CC1)C=2N=NC(C)=C(C)N2)C=3C=CC=C(Cl)C3,Z1771041757,4,100,JAR-KUA-41bd5a3d-5,Racemic or presumed racemic or meso,Z1771041757,H3023354
1181202-Y4-46,05_F,20210429_enamine_to_xchem.csv,CC1=CSC2=NC=C(C(=O)N3C4CCC3C=5C=CC=CC45)C(=O)N12,Z1601880140,4,100,JAR-KUA-41bd5a3d-6,Diastereomeric mixture,Z1601880140,H3023734
1181202-Y4-46,05_G,20210429_enamine_to_xchem.csv,CCS(=O)(=O)C=1C(Cl)=CC=CC1CNC(C2CC2)C=3C=CC=C(F)C3,Z4921579270,4,100,JAR-KUA-41bd5a3d-7,Racemic or presumed racemic or meso,Z4921579270,H3026966
1181202-Y4-46,05_H,20210429_enamine_to_xchem.csv,COCC1=CSC(=C1)C2=NN=C(O2)C=3SC(=NC3C)C=4C=CC=CC4,Z4921579256,4,100,JAR-KUA-41bd5a3d-8,Achiral,Z4921579256,H3029334
1181202-Y4-46,05_I,20210429_enamine_to_xchem.csv,CC=1C=CC(=CC1)S(=O)(=O)NCC(=O)N2CCC(CC2)NS(=O)(=O)N,Z2720812519,4,100,JAR-KUA-41bd5a3d-9,Achiral,Z2720812519,H3030898
1181202-Y4-46,05_J,20210429_enamine_to_xchem.csv,CCS(=O)(=O)C=1C=C(Cl)C=C(CNS(=O)(=O)C2=CC=CS2)C1,Z4927321665,4,100,JAR-KUA-41bd5a3d-10,Achiral,Z4927321665,H3030825
1181202-Y4-46,05_K,20210429_enamine_to_xchem.csv,CC=1C=CC(=CC1)S(=O)(=O)NCCNC(=O)N2CCN(CC2)S(=O)(=O)N3CCCC3,Z353182472,4,100,JAR-KUA-41bd5a3d-11,Achiral,Z353182472,H3037842
1181202-Y4-46,05_L,20210429_enamine_to_xchem.csv,COCC=1C=CC=CC1CNS(=O)(=O)C2=C(C)SC(C)=C2C,Z4921579262,4,100,JAR-KUA-41bd5a3d-12,Achiral,Z4921579262,H3045058
1181202-Y4-46,05_M,20210429_enamine_to_xchem.csv,CN(C)S(=O)(=O)N1CCN(CC1)C(=O)C2NC=3C=CC=CC3S(=O)(=O)N2,Z1347835637,4,100,JAR-KUA-41bd5a3d-13,Racemic or presumed racemic or meso,Z1347835637,H3055220
1181202-Y4-46,05_N,20210429_enamine_to_xchem.csv,CCS(=O)(=O)C1=CC=C(CNS(=O)(=O)C2=CN=C(S2)C=3C=CC=CC3)S1,Z4927321664,4,100,JAR-KUA-41bd5a3d-14,Achiral,Z4927321664,H3023040
1181202-Y4-46,05_O,20210429_enamine_to_xchem.csv,CC1=CSC2=NC(C)=C(CN3CCN(CC=4C=CSC4)CC3)N12,Z4927321663,4,100,JAR-KUA-41bd5a3d-15,Achiral,Z4927321663,H3023398
1181202-Y4-46,05_P,20210429_enamine_to_xchem.csv,NS(=O)(=O)NCCNS(=O)(=O)C=1C=CC=CC1[N+](=O)[O-],Z1220738064,4,100,JAR-KUA-41bd5a3d-16,Achiral,Z1220738064,H3023742
1181202-Y4-46,05_Q,20210429_enamine_to_xchem.csv,COC=1C=C(OC)C=C(C1)C2=NC(=NO2)C3=C(C)N=C4SC=CN34,Z1891197871,4,100,JAR-KUA-41bd5a3d-17,Achiral,Z1891197871,H3034500
1181202-Y4-46,05_R,20210429_enamine_to_xchem.csv,NS(=O)(=O)C1CN(CCNS(=O)(=O)C=2C=CC=CC2)C=3C=CC=CC3C1,Z2601258978,4,100,JAR-KUA-41bd5a3d-18,Racemic or presumed racemic or meso,Z2601258978,H3023741
1181202-Y4-46,05_S,20210429_enamine_to_xchem.csv,CCN(CC)S(=O)(=O)C=1C=CC(=CC1)S(=O)(=O)N2CCN(CC2)S(=O)(=O)N,Z1232878170,4,100,JAR-KUA-41bd5a3d-19,Achiral,Z1232878170,H3023740
