Library Plate,Source well,Library Name,SMILES,Code,Volume (ul),Concentration (mM),external_ID,stereochemistry,catalog_ID,Batch ID
1181202-Y4-38,05_A,20210217_enamine_to_xchem.csv,CC(C)(C)C=1C=CC(=CC1)N([C@@H](C(=O)NCCC=2C=CC=C(F)C2)C=3C=CC=NC3)C(=O)C=C,CVD-0004255-2,4,100,LON-POS-586a7c45-1,Single unknown enantiomer,Z4908673280,H2877500
1181202-Y4-38,05_B,20210217_enamine_to_xchem.csv,COCC1(CCOC=2C=C(Cl)C(Cl)=CC21)C(=O)NC=3C=NC=C4C=CC=CC34,EDJ-MED-37aac4bd-2,4,100,EDJ-MED-37aac4bd-2,Racemic or presumed racemic or meso,Z4917828870,H2935788
1181202-Y4-38,05_C,20210217_enamine_to_xchem.csv,CO[C@@]1(CCOC=2C=C(Cl)C(Cl)=CC21)C(=O)NC=3C=NC=C4C=CC=CC34,rel-EDJ-MED-d08626de-3,4,100,EDJ-MED-d08626de-3,Single unknown enantiomer,Z4920218481,H2937163
1181202-Y4-38,05_D,20210217_enamine_to_xchem.csv,CO[C@]1(CCOC=2C=C(Cl)C(Cl)=CC21)C(=O)NC=3C=NC=C4C=CC=CC34,rel-EDJ-MED-d08626de-4,4,100,EDJ-MED-d08626de-4,Single unknown enantiomer,Z4920218312,H2937159
1181202-Y4-38,05_E,20210217_enamine_to_xchem.csv,CC(C)(C)C=1C=CC(=CC1)N([C@H](C(=O)NCCC=2C=CC=C(F)C2)C=3C=CC=NC3)C(=O)C=C,CVD-0004255-1,4,100,PAU-WEI-5b8d5051-1,Single unknown enantiomer,Z4912275806,H2877501
1181202-Y4-38,05_F,20210217_enamine_to_xchem.csv,OCC(F)(F)CN1CCN(CC1)C(=O)CC2(CCOC=3C=CC(Cl)=CC32)C(=O)NC=4C=NC=C5C=CC=CC45,ALP-UNI-3496895b-10,4,100,ALP-UNI-8e43a71e-10,Racemic or presumed racemic or meso,Z4914835008,H2927995
1181202-Y4-38,05_G,20210217_enamine_to_xchem.csv,CN1C(=O)C=CN(CC(=O)NC(C(=O)NC=2C=NC=C3C=CC=CC23)C=4C=CC=C(Cl)C4)C1=O,EDJ-MED-ee07cf00-1,4,100,EDJ-MED-ee07cf00-1,Racemic or presumed racemic or meso,Z4912983632,H2928337
1181202-Y4-38,05_H,20210217_enamine_to_xchem.csv,ClC=1C=CC=C(C1)C(NC(=O)CN2N=NC(=N2)C=3C=CC=CC3)C(=O)NC=4C=NC=C5C=CC=CC45,EDJ-MED-ee07cf00-9,4,100,EDJ-MED-ee07cf00-9,Racemic or presumed racemic or meso,Z4912983652,H2928997
1181202-Y4-38,05_I,20210217_enamine_to_xchem.csv,CN1N=CC=2C(=O)N(CC(=O)NC(C(=O)NC=3C=NC=C4C=CC=CC34)C=5C=CC=C(Cl)C5)C=NC12,EDJ-MED-ee07cf00-3,4,100,EDJ-MED-ee07cf00-3,Racemic or presumed racemic or meso,Z4912983636,H2928344
1181202-Y4-38,05_J,20210217_enamine_to_xchem.csv,ClC=1C=CC=C(C1)C(NC(=O)CN2C=C(C#N)C(=O)NC2=O)C(=O)NC=3C=NC=C4C=CC=CC34,EDJ-MED-ee07cf00-8,4,100,EDJ-MED-ee07cf00-8,Racemic or presumed racemic or meso,Z4912983650,H2928347
1181202-Y4-38,05_K,20210217_enamine_to_xchem.csv,OCCCN1CCN(CC1)C(=O)CC2(CCOC=3C=CC(Cl)=CC32)C(=O)NC=4C=NC=C5C=CC=CC45,ALP-UNI-3496895b-8,4,100,ALP-UNI-8e43a71e-8,Racemic or presumed racemic or meso,Z4914835005,H2936583
1181202-Y4-38,05_L,20210217_enamine_to_xchem.csv,COCCCNCC1(CCOC=2C=CC(Cl)=CC21)C(=O)NC=3C=NC=C4C=CC=CC34,EDJ-MED-8c98ee63-1,4,100,EDJ-MED-8c98ee63-1,Racemic or presumed racemic or meso,Z4913000229,H2917679
1181202-Y4-38,05_M,20210217_enamine_to_xchem.csv,Cl.Cl.ClC=1C=CC=2CNCC(C(=O)NC=3C=NC=C4C=CC=CC34)C2C1,BEN-DND-f2e727cd-5,4,100,BEN-DND-f2e727cd-5,Racemic or presumed racemic or meso,Z4924055202,*R2496257*
