Library Plate,Source well,Library Name,SMILES,Code,Volume (ul),Concentration (mM),external_ID,stereochemistry,catalog_ID,Batch ID
1181202-Y4-19,05_A,20200922_enamine_to_xchem.csv,CC1=CC(C(=O)CCl)=C(C)N1NC(=O)C2=NNC(=O)C=3C=CC=CC23,MAT-POS-fa06b69f-9,4,100,TAT-ENA-80bfd3e5-37,Achiral,Z57032523,UNK
1181202-Y4-19,05_B,20200922_enamine_to_xchem.csv,CC1=CC(C(=O)CCl)=C(C)N1CC2COC=3C=CC=CC3O2,MAT-POS-fa06b69f-4,4,100,TAT-ENA-80bfd3e5-32,Racemic or presumed racemic or meso,Z56948287,UNK
1181202-Y4-19,05_C,20200922_enamine_to_xchem.csv,CSC1=C(C#N)C2(CCCCC2)C(=C(NC(=O)CCl)N1)C#N,MAT-POS-fa06b69f-2,4,100,TAT-ENA-80bfd3e5-7,Achiral,Z90664458,UNK
1181202-Y4-19,05_D,20200922_enamine_to_xchem.csv,CC=1C(C(=O)CCl)=C2C=CC=CN2C1C(=O)C=3C=CC(F)=CC3,MAT-POS-fa06b69f-3,4,100,TAT-ENA-80bfd3e5-4,Achiral,Z56921112,UNK
1181202-Y4-19,05_E,20200922_enamine_to_xchem.csv,CS(=O)(=O)NC=1C=CC=C(C1)C2=NN(C(C2)C=3C=CC=CC3)C(=O)CCl,MAT-POS-fa06b69f-7,4,100,TAT-ENA-80bfd3e5-45,Racemic or presumed racemic or meso,Z363947584,UNK
1181202-Y4-19,05_F,20200922_enamine_to_xchem.csv,O=C1OC(=NC1=CC2=CC=C(S2)N3CCOCC3)C4=CC=CS4,MAT-POS-fa06b69f-6,4,100,MAT-POS-fa06b69f-6,Achiral,Z31316845,UNK
1181202-Y4-19,05_G,20200922_enamine_to_xchem.csv,COC=1C=CC=C(C1)C2=NC(=CC=3SC=CC3C)C(=O)O2,MAT-POS-fa06b69f-1,4,100,MAT-POS-ea426761-9,Achiral,Z31321688,UNK
1181202-Y4-19,05_H,20200922_enamine_to_xchem.csv,CC(=O)N1CCN(CC(=O)NC=2C=NC=C3C=CC=CC23)CC1,ALP-POS-6747fa38-1,4,100,ALP-POS-6747fa38-1,Achiral,Z4613247190,UNK
1181202-Y4-19,05_I,20200922_enamine_to_xchem.csv,CCN(C=1C=CC=CC1)S(=O)(=O)C=2C=CC(OC)=C(NC(=O)CCl)C2,MAT-POS-fa06b69f-5,4,100,TAT-ENA-80bfd3e5-36,Achiral,Z56886487,UNK
1181202-Y4-19,05_J,20200922_enamine_to_xchem.csv,CN(CC(=O)NC=1C=CC=CC1Br)C(=O)CCl,MAT-POS-fa06b69f-8,4,100,TAT-ENA-80bfd3e5-42,Achiral,Z57054209,UNK
