Library Plate,Source well,Library Name,SMILES,Code,Volume (ul),Concentration (mM),external_ID,stereochemistry,catalog_ID,Batch ID,"Amount, mg (left)"
1181202-Y4-76,05_A,20211118_enamine_to_xchem.csv,CC1=NC=2C=CC(NS(=O)(=O)C3=CC=CC4=NON=C34)=CC2O1,WIL-UNI-2a57d06c-8,4,100,WIL-UNI-2a57d06c-8,Achiral,Z1437884854,H3493548,
1181202-Y4-76,05_B,20211118_enamine_to_xchem.csv,CC1=CN2N=C(NCC=3C=CC=4N=CC=CC4C3)SC2=N1,WIL-UNI-2a57d06c-33,4,100,WIL-UNI-2a57d06c-33,Achiral,Z1958483159,H3405253,
1181202-Y4-76,05_C,20211118_enamine_to_xchem.csv,CN(CC1=C(C)N=C2SC=CN12)C(=O)C3=CN=C4SC=CN4C3=O,WIL-UNI-2a57d06c-10,4,100,WIL-UNI-2a57d06c-10,Achiral,Z1323826333,H3403815,
1181202-Y4-76,05_D,20211118_enamine_to_xchem.csv,CN1C=C(N=N1)C=2C=CC=C(NC(=O)C=3C=CC4=NN=NN4C3)C2,WIL-UNI-2a57d06c-27,4,100,WIL-UNI-2a57d06c-27,Achiral,Z5213862860,H3404459,
1181202-Y4-76,05_E,20211118_enamine_to_xchem.csv,CC1=NC=2C=CC(NC(=O)NCC=3C=CC=4NC(=O)NC4C3)=CC2O1,WIL-UNI-2a57d06c-40,4,100,WIL-UNI-2a57d06c-40,Achiral,Z1833736634,H3403939,
1181202-Y4-76,05_F,20211118_enamine_to_xchem.csv,CC1=NN(C)C=2N=CC(NC(=O)C=3C=CN=C4N(C)N=NC34)=CC12,WIL-UNI-2a57d06c-14,4,100,WIL-UNI-2a57d06c-14,Achiral,Z2010253584,H3411459,
1181202-Y4-76,05_G,20211118_enamine_to_xchem.csv,CN1N=CC=2C(=O)NC(NNC(=O)C3=CC=CN4N=CC=C34)=NC12,WIL-UNI-2a57d06c-41,4,100,WIL-UNI-2a57d06c-41,Achiral,Z5213862939,H3405527,
1181202-Y4-76,05_H,20211118_enamine_to_xchem.csv,CC1=NC=2C=C(C=CC2O1)C(=O)NNC=3C=CN=C4C=CC=NC34,WIL-UNI-2a57d06c-45,4,100,WIL-UNI-2a57d06c-45,Achiral,Z5213862858,H3406400,
1181202-Y4-76,05_I,20211118_enamine_to_xchem.csv,CC1=NC=2C=CC(NC3=CC(C)=NC4=NC=NN34)=CC2S1,WIL-UNI-2a57d06c-26,4,100,WIL-UNI-2a57d06c-26,Achiral,Z118521842,H3402991,
1181202-Y4-76,05_J,20211118_enamine_to_xchem.csv,CC=1C=CC2=NN=C(CNC=3C=CC4=NN=C(N4N3)C(F)(F)F)N2C1,WIL-UNI-2a57d06c-34,4,100,WIL-UNI-2a57d06c-34,Achiral,Z5213862922,H3403060,
1181202-Y4-76,05_K,20211118_enamine_to_xchem.csv,CN1N=CC=2C(NCC=3C=CC=4C=CC=NC4C3)=NC=NC12,WIL-UNI-2a57d06c-19,4,100,WIL-UNI-2a57d06c-19,Achiral,Z5213862923,H3402989,
1181202-Y4-76,05_L,20211118_enamine_to_xchem.csv,O=C(CC1=CSC2=NC=CN12)NC3=NC=4C=CC=CC4S3,WIL-UNI-2a57d06c-21,4,100,WIL-UNI-2a57d06c-21,Achiral,Z1437066537,H3403812,
