Library Plate,Source well,Library Name,SMILES,Code,Volume (ul),Concentration (mM),external_ID,stereochemistry,catalog_ID,Batch ID,"Amount, mg (left)"
1181202-Y4-37,05_A,20210211_enamine_to_xchem.csv,ClC=1C=C2NCCC(C(=O)NC=3C=NC=C4C=CC=CC34)C2=CC1Cl,ALP-UNI-3735e77e-4,4,100,ALP-UNI-3735e77e-4,Racemic or presumed racemic or meso,Z4897373677,H2904531,UNK
1181202-Y4-37,05_B,20210211_enamine_to_xchem.csv,ClC=1C=CC=2OCCC(CC(=O)N3CCN(CC3)C4CCOC4)(C(=O)NC=5C=NC=C6C=CC=CC56)C2C1,ALP-POS-5bb456a5-7,4,100,ALP-POS-5bb456a5-7,Diastereomeric mixture,Z4909940788,H2906547,UNK
1181202-Y4-37,05_C,20210211_enamine_to_xchem.csv,ClC=1C=CC(CC(=O)NC=2C=NC=C3C=CN=CC23)=CC1Cl,VLA-UNK-82501c2c-2,4,100,VLA-UNK-82501c2c-2,Achiral,Z4909940768,H2918105,UNK
1181202-Y4-37,05_D,20210211_enamine_to_xchem.csv,CNC(=O)C1(CC(=O)NC=2C=NC=C3C=CC=CC23)CCOC=4C=CC(Cl)=CC41,MAT-POS-78e1d523-2,4,100,MAT-POS-78e1d523-2,Racemic or presumed racemic or meso,Z4919285336,H2921738,UNK
1181202-Y4-37,05_E,20210211_enamine_to_xchem.csv,OC1(CCSC1)C(=O)NCC2(CCOC=3C=CC(Cl)=CC32)C(=O)NC=4C=NC=C5C=CC=CC45,rac-EDJ-MED-4c7486ba-9,4,100,MAT-POS-3b97339c-1,Diastereomeric mixture,Z4878370968,H2902981,UNK
1181202-Y4-37,05_F,20210211_enamine_to_xchem.csv,Cl.ClC=1C=CC=2OCCC3(CC(=O)N(C3=O)C=4C=NC=C5C=CC=CC45)C2C1,BEN-BAS-c2bc0d80-6,4,100,BEN-BAS-c2bc0d80-6,Racemic or presumed racemic or meso,Z4916547475,H2902979,UNK
1181202-Y4-37,05_G,20210211_enamine_to_xchem.csv,Cl.N[C@@]1(CCOC=2C=CC(Cl)=CC21)C(=O)NC=3C=NC=C4C=CC=CC34,rel-EDG-MED-971238d3-4-1,4,100,MAT-POS-3b97339c-2,Single known enantiomer,Z4917302750,H2911272,UNK
1181202-Y4-37,05_H,20210211_enamine_to_xchem.csv,CNC(=O)C[C@]1(CCOC=2C=CC(Cl)=CC21)C(=O)NC=3C=NC=C4C=CC=CC34,rel-MAT-POS-f9802937-6,4,100,MAT-POS-f9802937-6,Single known enantiomer,Z4909940778,H2905525,UNK
1181202-Y4-37,05_I,20210211_enamine_to_xchem.csv,CNC(=O)C[C@@]1(CCOC=2C=CC(Cl)=CC21)C(=O)NC=3C=NC=C4C=CC=CC34,rel-MAT-POS-f9802937-5,4,100,MAT-POS-f9802937-5,Single known enantiomer,Z4909940777,H2905524,UNK
1181202-Y4-37,05_J,20210211_enamine_to_xchem.csv,Cl.CN1C=CC(CNCC2(CCOC=3C=CC(Cl)=CC32)C(=O)NC=4C=NC=C5C=CC=CC45)=N1,EDJ-MED-8c98ee63-2,4,100,EDJ-MED-8c98ee63-2,Racemic or presumed racemic or meso,Z4919384407,H2906549,UNK
1181202-Y4-37,05_K,20210211_enamine_to_xchem.csv,NS(=O)(=O)C=1NN=CC1C(=O)NCC2(CCOC=3C=CC(Cl)=CC32)C(=O)NC=4C=NC=C5C=CC=CC45,rac-EDJ-MED-4c7486ba-8,4,100,MAT-POS-3b97339c-3,Racemic or presumed racemic or meso,Z4878380185,H2902977,UNK
1181202-Y4-37,05_L,20210211_enamine_to_xchem.csv,ClC=1C=CC=2OCC(C(=O)N(C(=O)C=C)C=3C=NC=C4C=CC=CC34)C2C1,MAT-POS-e69ad64a-2,4,100,MAT-POS-e69ad64a-2,Racemic or presumed racemic or meso,Z4906876442,H2911874,UNK
1181202-Y4-37,05_M,20210211_enamine_to_xchem.csv,N[C@]1(CCOC=2C=CC(Cl)=CC21)C(=O)NC=3C=NC=C4C=CC=CC34,rel-EDG-MED-971238d3-4-2,4,100,EDG-MED-971238d3-4,Single known enantiomer,Z4839375840,H2917150,UNK
