Library Plate,Source well,Library Name,SMILES,Code,Volume (ul),Concentration (mM),external_ID,stereochemistry,catalog_ID,Batch ID
1181202-Y4-66,05_A,20210916_enamine_to_xchem.csv,CN(C)CCOC=1C=CC=2C=NC=C(NC(=O)CC=3C=CC=C(Cl)C3)C2C1,MAT-POS-90fd5f68-31,4,100,MAT-POS-90fd5f68-31,Achiral,Z5261485125,H3405890
1181202-Y4-66,05_B,20210916_enamine_to_xchem.csv,ClC=1C=CC=C(CC(=O)NC=2C=NC=C3C=CC(OCCN4CCCC4)=CC23)C1,MAT-POS-90fd5f68-32,4,100,MAT-POS-90fd5f68-32,Achiral,Z5261485126,H3405891
1181202-Y4-66,05_C,20210916_enamine_to_xchem.csv,CNC(=O)CN1CC=2C=CC(Cl)=CC2C3(CC(=O)N(C3=O)C=4C=NC=C5C=CC=CC45)C1,MAT-POS-1bed62cf-3,4,100,MAT-POS-1bed62cf-3,Racemic or presumed racemic or meso,Z5210381240,H3403324
1181202-Y4-66,05_D,20210916_enamine_to_xchem.csv,CCNS(=O)(=O)N1CC(C(=O)NC=2C=NC=C3C=CC=CC23)C=4C=C(Cl)C=CC4C1,MAT-POS-5cd9ea36-17,4,100,MAT-POS-5cd9ea36-17,Racemic or presumed racemic or meso,Z5169210135,H3405895
1181202-Y4-66,05_E,20210916_enamine_to_xchem.csv,ClC=1C=CC=2CN(CC3(CC(=O)N(C3=O)C=4C=NC=C5C=CC=CC45)C2C1)S(=O)(=O)CC6(CC6)C#N,MAT-POS-1bed62cf-1,4,100,MAT-POS-1bed62cf-1,Racemic or presumed racemic or meso,Z5210381238,H3406024
1181202-Y4-66,05_F,20210916_enamine_to_xchem.csv,ClCC(=O)N1CCN([C@H](C1)C(=O)NC(C=2C=CC=CC2)C=3C=CC=CC3)S(=O)(=O)C=4C=CSC4,DAN-MCD-f396e45b,4,100,DAN-MCD-f396e45b-1,Single known enantiomer,Z5298913456,T4090223
1181202-Y4-66,05_G,20210916_enamine_to_xchem.csv,ClCC(=O)N1CCN([C@@H](C1)C(=O)NC=2C=CC=CC2)S(=O)(=O)C=3C=CSC3,DAN-MCD-68a9aade-1,4,100,DAN-MCD-68a9aade-1,Single known enantiomer,Z5298881035,T4090220
1181202-Y4-66,05_H,20210916_enamine_to_xchem.csv,ClCC(=O)N1CCN([C@@H](C1)C(=O)N2CCOCC2)S(=O)(=O)C=3C=CSC3,DAN-MCD-3ec20f87,4,100,DAN-MCD-3ec20f87-1,Single known enantiomer,Z5298958765,T4090225
1181202-Y4-66,05_I,20210916_enamine_to_xchem.csv,ClCC(=O)N1CCN([C@@H](C1)C(=O)NCC=2C=CC=CC2)S(=O)(=O)C=3C=CSC3,DAN-MCD-b3a5626f,4,100,DAN-MCD-b3a5626f-1,Single known enantiomer,Z5298711547,T4090214
1181202-Y4-66,05_J,20210916_enamine_to_xchem.csv,ClCC(=O)N1CCN([C@H](C1)C(=O)NC=2C=CC=CC2)S(=O)(=O)C=3C=CSC3,DAN-MCD-e5161b06,4,100,DAN-MCD-e5161b06-1,Single known enantiomer,Z5298889555,T4090221
