Library Plate,Source well,Library Name,SMILES,Code,Volume (ul),Concentration (mM),external_ID,stereochemistry,catalog_ID,Batch ID,"Amount, mg (left)"
1181202-Y4-69,05_A,20211007_enamine_to_xchem.csv,FC=1C=CC=2C(NC(=O)C3CN(CC(=O)NC4COC4)C(=O)C=5C=CC(Cl)=CC35)=CN=CC2C1,EDJ-MED-e69ed63d-6,4,100,EDJ-MED-e69ed63d-6,Racemic or presumed racemic or meso,Z5335933804,H3461350,39.7
1181202-Y4-69,05_B,20211007_enamine_to_xchem.csv,CCCNC(=O)CN1CC(C(=O)NC=2C=NC=C3C=CC=CC23)C=4C=C(Cl)C=CC4C1=O,RAL-THA-a9c31980-5,4,100,RAL-THA-a9c31980-5,Racemic or presumed racemic or meso,Z5261485088,H3461345,152.4
1181202-Y4-69,05_C,20211007_enamine_to_xchem.csv,ClC=1C=CC=2C(=O)N(CC(=O)NC3COC3)CC(C(=O)NC=4C=NC=C5C=CC=CC45)C2C1,EDJ-MED-43f8f7d6-6,4,100,EDJ-MED-43f8f7d6-6,Racemic or presumed racemic or meso,Z5261485094,H3461344,52.6
1181202-Y4-69,05_D,20211007_enamine_to_xchem.csv,ClC=1C=CC=2C(=O)N(CC(=O)NCC3CCC3)CC(C(=O)NC=4C=NC=C5C=CC=CC45)C2C1,RAL-THA-a9c31980-9,4,100,RAL-THA-a9c31980-9,Racemic or presumed racemic or meso,Z5261485091,H3461354,76.5
1181202-Y4-69,05_E,20211007_enamine_to_xchem.csv,ClC=1C=CC=2CCN(C(C(=O)NC=3C=NC=C4C=CC=CC34)C2C1)S(=O)(=O)C5CC5,EDJ-MED-2791eece-10,4,100,EDJ-MED-2791eece-10,Racemic or presumed racemic or meso,Z5278655713,H3447954,31.9
1181202-Y4-69,05_F,20211007_enamine_to_xchem.csv,CN(C)S(=O)(=O)N1CCC=2C=CC(Cl)=CC2C1C(=O)NC=3C=NC=C4C=CC=CC34,EDJ-MED-2791eece-11,4,100,EDJ-MED-2791eece-11,Racemic or presumed racemic or meso,Z5278655718,H3454248,10.6
1181202-Y4-69,05_G,20211007_enamine_to_xchem.csv,CCCNC(=O)CN1CC(C(=O)NC=2C=NC=C3C=C(F)C=CC23)C=4C=C(Cl)C=CC4C1=O,EDJ-MED-e69ed63d-13,4,100,EDJ-MED-e69ed63d-13,Racemic or presumed racemic or meso,Z5335933836,H3463447,114.9
1181202-Y4-69,05_H,20211007_enamine_to_xchem.csv,FC=1C=CC=2C(NC(=O)C3(CC4C3)C=5C=C(Cl)C=CC5O4)=CN=CC2C1,EDJ-MED-c3ea9889-6,4,100,EDJ-MED-c3ea9889-6,Diastereomeric mixture,Z5335933725,H3463318,95.4
1181202-Y4-69,05_I,20211007_enamine_to_xchem.csv,COCC=1C=CC=2C=NC=C(NC(=O)CC=3C=CC=C(Cl)C3)C2C1,MAT-POS-90fd5f68-39,4,100,MAT-POS-90fd5f68-39,Achiral,Z5261485127,H3467623,43.1
1181202-Y4-69,05_J,20211007_enamine_to_xchem.csv,ClC=1C=CC=2CN(CC3(CCN(C3=O)C=4C=NC=C5C=CC=CC45)C2C1)S(=O)(=O)CC6(CC6)C#N,EDJ-MED-8bb691af-6,4,100,EDJ-MED-8bb691af-6,Racemic or presumed racemic or meso,Z5207980919,H3468925,29.1
1181202-Y4-69,05_K,20211007_enamine_to_xchem.csv,CC(C)NC(=O)CN1CC(C(=O)NC=2C=NC=C3C=CC=CC23)C=4C=C(Cl)C=CC4C1=O,RAL-THA-a9c31980-3,4,100,RAL-THA-a9c31980-3,Racemic or presumed racemic or meso,Z5261485085,H3468362,107.7
1181202-Y4-69,05_L,20211007_enamine_to_xchem.csv,FC=1C=CC=2C(NC(=O)C3CN(CC(=O)NCC(F)(F)F)C(=O)C=4C=CC(Cl)=CC34)=CN=CC2C1,EDJ-MED-e69ed63d-17,4,100,EDJ-MED-e69ed63d-17,Racemic or presumed racemic or meso,Z5335933853,H3468360,94.3
1181202-Y4-69,05_M,20211007_enamine_to_xchem.csv,FC(F)(F)CNC(=O)CN1CC(C(=O)NC=2C=NC=C3C=CC=CC23)C=4C=C(Cl)C=CC4C1=O,RAL-THA-a9c31980-8,4,100,RAL-THA-a9c31980-8,Racemic or presumed racemic or meso,Z5261485090,H3469298,70.9
1181202-Y4-69,05_N,20211007_enamine_to_xchem.csv,ClC=1C=CC=2OC3CC(C3)(C(=O)NC=4C=NC=C5C=CC=CC45)C2C1,MAT-POS-e119ab4f-4,4,100,MAT-POS-e119ab4f-4,Diastereomeric mixture,Z5278655726,H3440772,70.2
1181202-Y4-69,05_O,20211007_enamine_to_xchem.csv,CC(C)(C)NC(=O)CN1CC(C(=O)NC=2C=NC=C3C=CC=CC23)C=4C=C(Cl)C=CC4C1=O,RAL-THA-a9c31980-4,4,100,RAL-THA-a9c31980-4,Racemic or presumed racemic or meso,Z5261485087,H3471323,0.8
1181202-Y4-69,05_P,20211007_enamine_to_xchem.csv,CNS(=O)(=O)N1CCC=2C=CC(Cl)=CC2C1C(=O)NC=3C=NC=C4C=CC=CC34,EDJ-MED-b774e9fe-3,4,100,EDJ-MED-b774e9fe-3,Racemic or presumed racemic or meso,Z5261485097,H3464831,12.1
1181202-Y4-69,05_Q,20211007_enamine_to_xchem.csv,CC(=O)NC=1C=CC=2C(NC(=O)CC=3C=CC=C(Cl)C3)=CN=CC2C1,MAT-POS-90fd5f68-4,4,100,MAT-POS-90fd5f68-4,Achiral,Z5261485108,H3470043,19.4
1181202-Y4-69,05_R,20211007_enamine_to_xchem.csv,CC=1C=C(F)C=C2C=NC=C(NC(=O)CC=3C=CC=C(Cl)C3)C12,MAT-POS-29385cc1-4,4,100,MAT-POS-29385cc1-4,Achiral,Z5169210039,H3463322,1.3
