Library Plate,Source well,Library Name,SMILES,Code,Volume (ul),Concentration (mM),external_ID,stereochemistry,catalog_ID,Batch ID,"Amount, mg (left)"
1181202-Y4-68,05_A,20210929_enamine_to_xchem.csv,CNC(=O)CN1CC(C(=O)NC=2C=NC=C3C=C(F)C=CC23)C=4C=C(Cl)C=CC4C1=O,MAT-POS-e119ab4f-1,4,100,MAT-POS-e119ab4f-1,Racemic or presumed racemic or meso,Z5278655721,H3436371,42.1
1181202-Y4-68,05_B,20210929_enamine_to_xchem.csv,FC(F)(F)COC=1C=CC=2C=NC=C(NC(=O)CC=3C=CC=C(Cl)C3)C2C1,MAT-POS-90fd5f68-23,4,100,MAT-POS-90fd5f68-23,Achiral,Z5261485119,H3442564,47.6
1181202-Y4-68,05_C,20210929_enamine_to_xchem.csv,CS(=O)(=O)OC=1C=CC=2C=NC=C(NC(=O)CC=3C=CC=C(Cl)C3)C2C1,PET-UNK-7fb4f80a-2,4,100,PET-UNK-7fb4f80a-2,Achiral,Z5261485130,H3443261,21.0
1181202-Y4-68,05_D,20210929_enamine_to_xchem.csv,CS(=O)(=O)NC=1C=CC=2C(NC(=O)C3CN(CC=4C=CC(Cl)=CC34)S(=O)(=O)CC5(CC5)C#N)=CN=CC2C1,EDJ-MED-be9e6f63-3,4,100,EDJ-MED-be9e6f63-3,Racemic or presumed racemic or meso,Z5169209938,H3433836,18.0
1181202-Y4-68,05_E,20210929_enamine_to_xchem.csv,CC1NC(=O)C=2C=CC(Cl)=CC2C1C(=O)NC=3C=NC=C4C=CC(=CC34)S(=O)(=O)C,MAT-POS-edabd372-1,4,100,MAT-POS-edabd372-1,Diastereomeric mixture,Z5060771475,H3446818,29.4
1181202-Y4-68,05_F,20210929_enamine_to_xchem.csv,CN(C)C(=O)C=1C=CC=2C=NC=C(NC(=O)CC=3C=CC=C(Cl)C3)C2C1,MAT-POS-90fd5f68-21,4,100,MAT-POS-90fd5f68-21,Achiral,Z5261485107,H3445530,2.8
1181202-Y4-68,05_G,20210929_enamine_to_xchem.csv,NC(=O)C=1C=CC=2C=NC=C(NC(=O)CC=3C=CC=C(Cl)C3)C2C1,MAT-POS-90fd5f68-19,4,100,MAT-POS-90fd5f68-19,Achiral,Z5261485104,H3442029,5.5
1181202-Y4-68,05_H,20210929_enamine_to_xchem.csv,CC(=O)NC=1C=CC=2C=NC=C(NC(=O)CC=3C=CC=C(Cl)C3)C2C1,MAT-POS-90fd5f68-22,4,100,MAT-POS-90fd5f68-22,Achiral,Z5261485118,H3445526,21.1
1181202-Y4-68,05_I,20210929_enamine_to_xchem.csv,FC(F)(F)COC=1C=CC=2C(NC(=O)CC=3C=CC=C(Cl)C3)=CN=CC2C1,MAT-POS-90fd5f68-5,4,100,MAT-POS-90fd5f68-5,Achiral,Z5261485109,H3450939,97.0
1181202-Y4-68,05_J,20210929_enamine_to_xchem.csv,CN(C)C(=O)C=1C=CC=2C(NC(=O)CC=3C=CC=C(Cl)C3)=CN=CC2C1,MAT-POS-90fd5f68-3,4,100,MAT-POS-90fd5f68-3,Achiral,Z5261485102,H3445525,6.8
1181202-Y4-68,05_K,20210929_enamine_to_xchem.csv,CNC(=O)CN1CC=2C=CC(Cl)=CC2C3(CCN(C3=O)C=4C=NC=C5C=CC=CC45)C1,EDJ-MED-8bb691af-4,4,100,EDJ-MED-8bb691af-4,Racemic or presumed racemic or meso,Z5207980904,H3454455,15.8
1181202-Y4-68,05_L,20210929_enamine_to_xchem.csv,ClC=1C=CC=2OCCC3(CCN(C3)C=4C=NC=C5C=CC=C(Cl)C45)C2C1,EDJ-MED-e78d5f1a-1,4,100,EDJ-MED-e78d5f1a-1,Racemic or presumed racemic or meso,Z5335933742,H3443707,39.1
