Library Plate,Source well,Library Name,SMILES,Code,Volume (ul),Concentration (mM),external_ID,stereochemistry,catalog_ID,Batch ID,"Amount, mg (left)"
1181202-Y4-79,05_A,20211213_enamine_to_xchem.csv,COC1(CS(=O)(=O)N2CC=3C=CC(Cl)=CC3C4(CCN(C4=O)C=5C=NC=C6C=C(C=CC56)S(=O)(=O)C)C2)CC1,MAT-POS-853c0ffa-16,4,100,MAT-POS-853c0ffa-16,Racemic or presumed racemic or meso,Z5489567285,H3688301,3.0
1181202-Y4-79,05_B,20211213_enamine_to_xchem.csv,FC=1C=CC=2C=NC=C(N3CCC4(CN(CC=5C=CC(Cl)=CC54)S(=O)(=O)CC6(CC6)C#N)C3=O)C2C1,MAT-POS-853c0ffa-13,4,100,MAT-POS-853c0ffa-13,Racemic or presumed racemic or meso,Z5461592540,T8792596,20.0
1181202-Y4-79,05_C,20211213_enamine_to_xchem.csv,ClC=1C=CC=2CN(CC3(CCN(C3=O)C=4C=NC=C5C=CC=CC45)C2C1)S(=O)(=O)CC6(CCOCC6)C#N,ALP-POS-ecbed2ba-11,4,100,ALP-POS-ecbed2ba-11,Racemic or presumed racemic or meso,Z5461592478,H3698562,33.3
1181202-Y4-79,05_D,20211213_enamine_to_xchem.csv,ClC=1C=CC=2CN(CC3(CCN(C3=O)C=4C=NC=C5C=CC=CC45)C2C1)S(=O)(=O)CC6(CCC6)C#N,ALP-POS-ecbed2ba-8,4,100,ALP-POS-ecbed2ba-8,Racemic or presumed racemic or meso,Z5461592462,H3698563,6.0
1181202-Y4-79,05_E,20211213_enamine_to_xchem.csv,COC1(CS(=O)(=O)N2CC=3C=CC(Cl)=CC3C4(CCN(C4=O)C=5C=NC=C6C=CC=CC56)C2)CC1,ALP-POS-ecbed2ba-6,4,100,ALP-POS-ecbed2ba-6,Racemic or presumed racemic or meso,Z5590184150,H3698564,19.7
1181202-Y4-79,05_F,20211213_enamine_to_xchem.csv,ClC=1C=CC=2CN(CC3(CCN(C3=O)C=4C=NC=C5C=CC=CC45)C2C1)S(=O)(=O)CC6CS(=O)(=O)C6,ALP-POS-ecbed2ba-5,4,100,ALP-POS-ecbed2ba-5,Racemic or presumed racemic or meso,Z5461592464,H3699969,21.1
1181202-Y4-79,05_G,20211213_enamine_to_xchem.csv,CC1(CS(=O)(=O)N2CC=3C=CC(Cl)=CC3C4(CCN(C4=O)C=5C=NC=C6C=CC=CC56)C2)CC1,ALP-POS-ecbed2ba-3,4,100,ALP-POS-ecbed2ba-3,Racemic or presumed racemic or meso,Z5461592453,H3699970,10.0
1181202-Y4-79,05_H,20211213_enamine_to_xchem.csv,CNC(=O)C1(CC1)N2CC3(CCN(C3=O)C=4C=NC=C5C=C(C=CC45)S(=O)(=O)C)C=6C=C(Cl)C=CC6C2=O,EDJ-MED-976a33d5-2,4,100,EDJ-MED-976a33d5-2,Racemic or presumed racemic or meso,Z5489567288,H3699780,45.4
1181202-Y4-79,05_I,20211213_enamine_to_xchem.csv,CNC(=O)CN1CC2(CCN(C2=O)C=3C=NC=C4C=CC(Cl)=CC34)C=5C=C(Cl)C=CC5C1=O,EDG-MED-b1ef7fe3-1,4,100,EDG-MED-b1ef7fe3-1,Racemic or presumed racemic or meso,Z5442718009,H3703613,22.9
1181202-Y4-79,05_J,20211213_enamine_to_xchem.csv,CNC(=O)CN1CC2(CCN(C2=O)C=3C=NC=C4C=CC=C(Cl)C34)C=5C=C(Cl)C=CC5C1=O,MAT-POS-853c0ffa-1,4,100,MAT-POS-853c0ffa-1,Racemic or presumed racemic or meso,Z5442718022,H3703616,7.2
1181202-Y4-79,05_K,20211213_enamine_to_xchem.csv,CN(C)CCOC=1C=CC=2C=NC=C(N3CCC4(CN(CC=5C=CC(Cl)=CC54)S(=O)(=O)CC6(CC6)C#N)C3=O)C2C1,MAT-POS-853c0ffa-9,4,100,MAT-POS-853c0ffa-9,Racemic or presumed racemic or meso,Z5461592532,H3703496,42.1
1181202-Y4-79,05_L,20211213_enamine_to_xchem.csv,CNC(=O)CN1CC2(CCN(C2=O)C=3C=NC=C4C=C(F)C=CC34)C=5C=C(Cl)C=CC5C1=O,EDG-MED-b1ef7fe3-3,4,100,EDG-MED-b1ef7fe3-3,Racemic or presumed racemic or meso,Z5442718020,H3703612,7.0
1181202-Y4-79,05_M,20211213_enamine_to_xchem.csv,CC(C)(CS(=O)(=O)N1CC=2C=CC(Cl)=CC2C3(CCN(C3=O)C=4C=NC=C5C=CC=CC45)C1)C#N,ALP-POS-ecbed2ba-13,4,100,ALP-POS-ecbed2ba-13,Racemic or presumed racemic or meso,Z5461592484,H3699965,21.1
