Library Plate,Source well,Library Name,SMILES,Code,Volume (ul),Concentration (mM),external_ID,stereochemistry,catalog_ID,Batch ID
1181202-Y4-65,05_A,20210912_enamine_to_xchem.csv,ClC=1C=CC=2CN(CC(C(=O)NC=3C=NC=C4C=CC=CC34)C2C1)S(=O)(=O)CC5(CCCC5)C#N,MAT-POS-5cd9ea36-5,4,100,MAT-POS-5cd9ea36-5,Racemic or presumed racemic or meso,Z5169210086,H3375756
1181202-Y4-65,05_B,20210912_enamine_to_xchem.csv,CNC(=O)CN1CC(C(=O)NC=2C=NC=C3C=CC(NS(=O)(=O)C)=CC23)C=4C=C(Cl)C=CC4C1,MAT-POS-2e8b2191-10,4,100,MAT-POS-2e8b2191-10,Racemic or presumed racemic or meso,Z5210381242,H3377733
1181202-Y4-65,05_C,20210912_enamine_to_xchem.csv,FC(F)C=1C=CC=2C(NC(=O)CC=3C=CC=C(Cl)C3)=CN=CC2C1,MAT-POS-c0609ef7-1,4,100,MAT-POS-c0609ef7-1,Achiral,Z5169210186,H3375583
1181202-Y4-65,05_D,20210912_enamine_to_xchem.csv,CNC(=O)CN1CC(C(=O)NC=2C=NC=C3C=C(C=CC23)S(=O)(=O)C)C=4C=C(Cl)C=CC4C1=O,MAT-POS-2e8b2191-12,4,100,MAT-POS-2e8b2191-12,Racemic or presumed racemic or meso,Z5210381244,H3377334
1181202-Y4-65,05_E,20210912_enamine_to_xchem.csv,CC(C)(O)C=1C=CC=2C(NC(=O)CC=3C=CC=C(Cl)C3)=CN=CC2C1,MAT-POS-c20a539d-4,4,100,MAT-POS-c20a539d-4,Achiral,Z5210381247,H3373923
1181202-Y4-65,05_F,20210912_enamine_to_xchem.csv,CCS(=O)(=O)NC=1C=CC=2C=NC=C(NC(=O)CC=3C=CC=C(Cl)C3)C2C1,MAT-POS-c20a539d-7,4,100,MAT-POS-c20a539d-7,Achiral,Z5210381249,H3379239
1181202-Y4-65,05_G,20210912_enamine_to_xchem.csv,COC=1C=CC2=NC=C(NC(=O)CC=3C=CC=C(Cl)C3)N2C1,EDJ-MED-6e43a462-2,4,100,EDJ-MED-6e43a462-2,Achiral,Z5115885790,H3373930
1181202-Y4-65,05_H,20210912_enamine_to_xchem.csv,ClC=1C=CC=C(CC(=O)NC=2C=NC=C3C=CC=C(Cl)C23)C1,MIC-UNK-50cce87d-2,4,100,MIC-UNK-50cce87d-2,Achiral,Z5210381241,H3384766
1181202-Y4-65,05_I,20210912_enamine_to_xchem.csv,ClC=1C=CC2=C(C1)C(CNS2(=O)=O)C(=O)NC=3C=NC=C4C=CC=CC34,ALP-POS-a577c8a2-1,4,100,ALP-POS-a577c8a2-1,Racemic or presumed racemic or meso,Z5207980938,H3384123
1181202-Y4-65,05_J,20210912_enamine_to_xchem.csv,CNC(=O)CN1CC(C(=O)NC=2C=NC=C3C=C(F)C=CC23)C=4C=C(Cl)C=CC4C1,ALP-POS-6f6ae286-5,4,100,ALP-POS-6f6ae286-5,Racemic or presumed racemic or meso,Z5210381224,H3388622
1181202-Y4-65,05_K,20210912_enamine_to_xchem.csv,CNC(=O)CN1CC(C(=O)NC=2C=NC=C3C=C(Cl)C=CC23)C=4C=C(Cl)C=CC4C1,EDJ-MED-7889e8da-3,4,100,EDJ-MED-7889e8da-3,Racemic or presumed racemic or meso,Z5210381225,H3384128
1181202-Y4-65,05_L,20210912_enamine_to_xchem.csv,ClC=1C=CC=2OCCC3(CN(C(=O)C3)C=4C=NC=C5C=CC=CC45)C2C1,EDJ-MED-159244ea-3,4,100,MAT-POS-983b399a-3,Racemic or presumed racemic or meso,Z5207980872,H3388624
1181202-Y4-65,05_M,20210912_enamine_to_xchem.csv,ClC=1C=CC=C(CC(=O)NC=2C=NC=C3C=C(C#N)C=CC23)C1,PET-UNK-6314f867-2,4,100,PET-UNK-6314f867-2,Achiral,Z5210381248,H3380014
1181202-Y4-65,05_N,20210912_enamine_to_xchem.csv,ClC=1C=CC=C(CNC(=O)C=2C=NC=C3C=CC=CC23)C1,ALP-POS-76eab5ce-2,4,100,ALP-POS-76eab5ce-2,Achiral,Z734682478,H3389702
1181202-Y4-65,05_O,20210912_enamine_to_xchem.csv,ClC=1C=CC=2CN(CC(C(=O)NC=3C=NC=C4C=CC=CC34)C2C1)S(=O)(=O)NC5CC5,MAT-POS-5cd9ea36-2,4,100,MAT-POS-5cd9ea36-2,Racemic or presumed racemic or meso,Z5169210058,H3396806
1181202-Y4-65,05_P,20210912_enamine_to_xchem.csv,CNC(=O)CN1CC(C(=O)NC=2C=NC=C3C=C(C=CC23)S(=O)(=O)C)C=4C=C(Cl)C=CC4C1,EDJ-MED-7889e8da-5,4,100,EDJ-MED-7889e8da-5,Racemic or presumed racemic or meso,Z5210381226,H3385249
1181202-Y4-65,05_Q,20210912_enamine_to_xchem.csv,COC=1C=C2C=NC=C(NC(=O)CC=3C=CC=C(Cl)C3)C2=CC1OC,MAT-POS-c20a539d-2,4,100,MAT-POS-c20a539d-2,Achiral,Z5210381246,H3382448
