Library Plate,Source well,Library Name,SMILES,Code,Volume (ul),Concentration (mM),external_ID,stereochemistry,catalog_ID,Batch ID
1181202-Y4-43,05_A,20210407_enamine_to_xchem.csv,ClC=1C=C(OCC=2C=CC=CN2)C=3OCCC(C(=O)NC=4C=NC=C5C=CC=CC45)C3C1,MAT-POS-5369c344-5,4,100,MAT-POS-5369c344-5,Racemic or presumed racemic or meso,Z4949565735,H3035405
1181202-Y4-43,05_B,20210407_enamine_to_xchem.csv,ClC=1C=C(OCC=2C=CC=NC2)C=3OCCC(C(=O)NC=4C=NC=C5C=CC=CC45)C3C1,MAT-POS-5369c344-6,4,100,MAT-POS-5369c344-6,Racemic or presumed racemic or meso,Z4949565736,H3035401
1181202-Y4-43,05_C,20210407_enamine_to_xchem.csv,ClC=1C=C(OCC2CC2)C=3OCCC(C(=O)NC=4C=NC=C5C=CC=CC45)C3C1,DAR-DIA-0587064e-15,4,100,DAR-DIA-0587064e-15,Racemic or presumed racemic or meso,Z4949565731,H3035398
1181202-Y4-43,05_D,20210407_enamine_to_xchem.csv,CCCOC=1C=C(Cl)C=C2C(CCOC12)C(=O)NC=3C=NC=C4C=CC=CC34,DAR-DIA-0587064e-12,4,100,DAR-DIA-0587064e-12,Racemic or presumed racemic or meso,Z4949565734,H3035402
1181202-Y4-43,05_E,20210407_enamine_to_xchem.csv,ClC=1C=C(CC(=O)NC=2C=NC=C3C=CC=CC23)C=C(NCC=4C=CC(Br)=CC4)C1,LON-WEI-9739a092-7,4,100,LON-WEI-9739a092-7,Achiral,Z4925948222,H3021838
1181202-Y4-43,05_F,20210407_enamine_to_xchem.csv,FC(F)(F)CCOC=1C=C(Cl)C=C2C(CCOC12)C(=O)NC=3C=NC=C4C=CC=CC34,DAR-DIA-0587064e-10,4,100,DAR-DIA-0587064e-10,Racemic or presumed racemic or meso,Z4949565732,H3035395
1181202-Y4-43,05_G,20210407_enamine_to_xchem.csv,CC=1C=CC=C2C(NC(=O)CC=3C=CC=C(Cl)C3)=CN=CC12,RUB-POS-1325a9ea-5,4,100,RUB-POS-1325a9ea-5,Achiral,Z4951847516,H3024035
1181202-Y4-43,05_H,20210407_enamine_to_xchem.csv,COC=1N=CC(NC(=O)CC=2C=CC=C(Cl)C2)=C3C=CC=CC13,JIN-POS-6dc588a4-23,4,100,JIN-POS-6dc588a4-23,Achiral,Z4951847511,H3034419
1181202-Y4-43,05_I,20210407_enamine_to_xchem.csv,FC(F)(F)C=1C=CN=CC1NC(=O)CC=2C=CC=C(Cl)C2,SAM-UNK-2684b532-12,4,100,SAM-UNK-2684b532-12,Achiral,Z4951847500,H3041377
1181202-Y4-43,05_J,20210407_enamine_to_xchem.csv,ClC=1C=C2NC(=O)CC(C(=O)NC=3C=NC=C4C=CC=CC34)C2=CC1Cl,ALP-POS-fe871b40-16,4,100,ALP-POS-fe871b40-16,Racemic or presumed racemic or meso,Z4917828871,H3042997
1181202-Y4-43,05_K,20210407_enamine_to_xchem.csv,ClC=1C=CC=C(CC(=O)NC=2N=CN=C3C=CC=CC23)C1,JIN-POS-6dc588a4-7,4,100,JIN-POS-6dc588a4-7,Achiral,Z1264676905,H3046492
1181202-Y4-43,05_L,20210407_enamine_to_xchem.csv,ClC=1C=CC=C(C1)C(NC(=O)COCC(=O)N2CCCC2)C(=O)NC=3C=NC=C4C=CC=CC34,EDJ-MED-cf4b0d25-1,4,100,EDJ-MED-cf4b0d25-1,Racemic or presumed racemic or meso,Z4949474112,H3045359
1181202-Y4-43,05_M,20210407_enamine_to_xchem.csv,OC=1C=CC=2C=NC=C(NC(=O)C3CCOC=4C=CC(Cl)=CC34)C2C1,BEN-DND-c852c98b-4,4,100,EDJ-MED-ba7e64f2-1,Racemic or presumed racemic or meso,Z4765682191,H3030893
1181202-Y4-43,05_N,20210407_enamine_to_xchem.csv,CC1CN(CCN1CCO)C(=O)CC2(CCOC=3C=CC(Cl)=CC32)C(=O)NC=4C=NC=C5C=CC=CC45,EDG-MED-ba1ac7b9-25,4,100,EDG-MED-ba1ac7b9-25,Diastereomeric mixture,Z4914836789,H3021841
1181202-Y4-43,05_O,20210407_enamine_to_xchem.csv,CN(C)C(=O)COCC1(CCOC=2C=CC(Cl)=CC21)C(=O)NC=3C=NC=C4C=CC=CC34,Z4935964676,4,100,MAT-POS-fc9ede84-1,Racemic or presumed racemic or meso,Z4935964676,H3028741
1181202-Y4-43,05_P,20210407_enamine_to_xchem.csv,ClC=1C=CC=2NCCC3(CCCN(C3=O)C=4C=NC=C5C=CC=CC45)C2C1,ALP-POS-e0fe77e5-13,4,100,ALP-POS-e0fe77e5-13,Racemic or presumed racemic or meso,Z4909940772,H3047999
1181202-Y4-43,05_Q,20210407_enamine_to_xchem.csv,CC1CN(CCO)CCN1C(=O)CC2(CCOC=3C=CC(Cl)=CC32)C(=O)NC=4C=NC=C5C=CC=CC45,EDG-MED-ba1ac7b9-27,4,100,EDG-MED-ba1ac7b9-27,Diastereomeric mixture,Z4914836793,H3021845
1181202-Y4-43,05_R,20210407_enamine_to_xchem.csv,NS(=O)(=O)C=1C=CC(CNC(=O)CC2(CCOC=3C=CC(Cl)=CC32)C(=O)NC=4C=NC=C5C=CC=CC45)=CC1,ALP-UNI-3496895b-16,4,100,ALP-UNI-8e43a71e-16,Racemic or presumed racemic or meso,Z4914835022,H3021848
