Library Plate,Source well,Library Name,SMILES,Code,Volume (ul),Concentration (mM),external_ID,stereochemistry,catalog_ID,Batch ID,"Amount, mg (left)"
1181202-Y4-36,05_A,20210203_enamine_to_xchem.csv,CN(C)C(=O)C[C@]1(CCOC=2C=CC(Cl)=CC21)C(=O)NC=3C=NC=C4C=CC=CC34,rel-MAT-POS-f9802937-4,4,100,MAT-POS-f9802937-4,Single unknown enantiomer,Z4909940776,H2884510,UNK
1181202-Y4-36,05_B,20210203_enamine_to_xchem.csv,CN(C)C(=O)C[C@@]1(CCOC=2C=CC(Cl)=CC21)C(=O)NC=3C=NC=C4C=CC=CC34,rel-MAT-POS-f9802937-3,4,100,MAT-POS-f9802937-3,Single unknown enantiomer,Z4909940775,H2884511,UNK
1181202-Y4-36,05_C,20210203_enamine_to_xchem.csv,FC(F)(C(=O)NC=1C=NC=C2C=CC=CC12)C=3C=CC(Cl)=C(Cl)C3,MAT-POS-fce787c2-6,4,100,MAT-POS-fce787c2-6,Achiral,Z4897373830,H2891407,UNK
1181202-Y4-36,05_D,20210203_enamine_to_xchem.csv,CC(=O)NC=1C=CC(=CN1)N(CC=2C=CC=C(Cl)C2)C(=O)CC=3C=NC=C4C=CC=CC34,ALP-POS-c3a96089-4,4,100,ALP-POS-c3a96089-4,Achiral,Z4878360708,H2891093,UNK
1181202-Y4-36,05_E,20210203_enamine_to_xchem.csv,COCCOC(C(=O)NC=1C=NC=C2C=CC=CC12)C=3C=CC(Cl)=C(Cl)C3,MAT-POS-de59a476-4,4,100,MAT-POS-de59a476-4,Racemic or presumed racemic or meso,Z4898404665,H2891097,UNK
1181202-Y4-36,05_F,20210203_enamine_to_xchem.csv,CNC(=O)CC1(CCOC=2C=CC(Cl)=CC21)C(=O)NC=3C=NC=C4C=CC=CC34,MAT-POS-5d65ec79-2,4,100,MAT-POS-5d65ec79-2,Racemic or presumed racemic or meso,Z4886054152,H2874878,UNK
1181202-Y4-36,05_G,20210203_enamine_to_xchem.csv,ClC=1C=CC(=CC1Cl)C(C#N)C(=O)NC=2C=NC=C3C=CC=CC23,MAT-POS-fce787c2-8,4,100,MAT-POS-fce787c2-8,Racemic or presumed racemic or meso,Z4897373832,H2895888,UNK
1181202-Y4-36,05_H,20210203_enamine_to_xchem.csv,CN1CC[C@H](C(=O)NC=2C=NC=C3C=CC=CC23)C=4C=C(Cl)C=CC14,rel-EDG-MED-5d232de5-5,4,100,EDG-MED-5d232de5-5,Single unknown enantiomer,Z4906876485,H2887734,UNK
1181202-Y4-36,05_I,20210203_enamine_to_xchem.csv,CN1CC[C@@H](C(=O)NC=2C=NC=C3C=CC=CC23)C=4C=C(Cl)C=CC14,rel-EDG-MED-5d232de5-6,4,100,EDG-MED-5d232de5-6,Single unknown enantiomer,Z4906876482,H2887735,UNK
1181202-Y4-36,05_J,20210203_enamine_to_xchem.csv,ClC=1C=CC(=CC1Cl)C(NCC2CC2)C(=O)NC=3C=NC=C4C=CC=CC34,MAT-POS-1f3f1a6f-4,4,100,MAT-POS-1f3f1a6f-4,Racemic or presumed racemic or meso,Z4898404689,H2888602,UNK
1181202-Y4-36,05_K,20210203_enamine_to_xchem.csv,ClC=1C=CC(=CC1Cl)C2NC(=O)N(C2=O)C=3C=NC=C4C=CC=CC34,MAT-POS-1f3f1a6f-5,4,100,MAT-POS-1f3f1a6f-5,Racemic or presumed racemic or meso,Z4898404690,H2888611,UNK
1181202-Y4-36,05_L,20210203_enamine_to_xchem.csv,CN(C)C(C(=O)NC=1C=NC=C2C=CC=CC12)C=3C=CC(Cl)=C(Cl)C3,MAT-POS-1f3f1a6f-2,4,100,MAT-POS-1f3f1a6f-2,Racemic or presumed racemic or meso,Z4898404687,H2888608,UNK
1181202-Y4-36,05_M,20210203_enamine_to_xchem.csv,OCC(C(=O)NC=1C=NC=C2C=CC=CC12)C=3C=CC(Cl)=C(Cl)C3,MAT-POS-fce787c2-11,4,100,MAT-POS-fce787c2-11,Racemic or presumed racemic or meso,Z4897373835,H2878254,UNK
1181202-Y4-36,05_N,20210203_enamine_to_xchem.csv,ClC=1C=CC=2OCC[C@H](C(=O)N(C(=O)C=C)C=3C=NC=C4C=CC=CC34)C2C1,rel-VLA-UCB-05e51b3f-10,4,100,VLA-UCB-05e51b3f-10,Single unknown enantiomer,Z4906876457,H2879611,UNK
1181202-Y4-36,05_O,20210203_enamine_to_xchem.csv,OC(C(=O)NC=1C=NC=C2C=CC=CC12)C=3C=CC(Cl)=C(Cl)C3,MAT-POS-fce787c2-4,4,100,MAT-POS-fce787c2-4,Racemic or presumed racemic or meso,Z4897373828,1213589398,UNK
1181202-Y4-36,05_P,20210203_enamine_to_xchem.csv,ClC=1C=CC=2OCC[C@@H](C(=O)N(C(=O)C=C)C=3C=NC=C4C=CC=CC34)C2C1,rel-VLA-UCB-50c39ae8-7,4,100,VLA-UCB-50c39ae8-7,Single unknown enantiomer,Z4906876454,1213589399,UNK
1181202-Y4-36,05_Q,20210203_enamine_to_xchem.csv,CN(C)C(=O)CN1CCC(C(=O)NC=2C=NC=C3C=CC=CC23)C=4C=C(Cl)C=CC14,RAL-THA-8416115c-9,4,100,RAL-THA-8416115c-9,Racemic or presumed racemic or meso,Z4886054135,1213589400,UNK
1181202-Y4-36,05_R,20210203_enamine_to_xchem.csv,COCCN1CCC(C(=O)NC=2C=NC=C3C=CC=CC23)C=4C=C(Cl)C=CC14,RAL-THA-4aa06b95-7,4,100,RAL-THA-4aa06b95-7,Racemic or presumed racemic or meso,Z4886054126,1213589401,UNK
