Library Plate,Source well,Library Name,SMILES,Code,Volume (ul),Concentration (mM),external_ID,stereochemistry,catalog_ID,Batch ID,"Amount, mg (left)"
1181202-Y4-23,05_A,20201013_enamine_to_xchem.csv,COC=1C=CC=CC1NC2CN(C2)C(=O)C3=CC(=O)NC=4C=CC=CC34,ERI-UCB-a0b0dbcb-8,40,20,,Achiral,Z4655756144,UNK,UNK
1181202-Y4-23,05_B,20201013_enamine_to_xchem.csv,ClC=1C=CC=C(CC(=O)NC2=NN=C3C=CC=CN23)C1,PET-UNK-e44ffd04-1,40,20,PET-UNK-e44ffd04-1,Achiral,Z1079665436,UNK,UNK
1181202-Y4-23,05_C,20201013_enamine_to_xchem.csv,ClC=1C=CC=C(CC(=O)NC2=NNC=3C=CN=CC23)C1,EDJ-MED-c8e7a002-16,40,20,,Achiral,Z4661830692,UNK,UNK
1181202-Y4-23,05_D,20201013_enamine_to_xchem.csv,COC=1C=CC=2C(NC(=O)CC=3C=CC=C(Cl)C3)=NOC2C1,EDJ-MED-c8e7a002-1,40,20,,Achiral,Z4661830652,UNK,UNK
1181202-Y4-23,05_E,20201013_enamine_to_xchem.csv,ClC=1C=CC=C(CC(=O)NC=2C=NC=C3CCCC32)C1,MAT-POS-199e2e7c-1,40,20,,Achiral,Z4661830651,UNK,UNK
1181202-Y4-23,05_F,20201013_enamine_to_xchem.csv,ClC=1C=CC=C(CC(=O)NC=2C=CC=C3C=NNC23)C1,EDJ-MED-c8e7a002-12,40,20,,Achiral,Z1079623926,UNK,UNK
1181202-Y4-23,05_G,20201013_enamine_to_xchem.csv,COC=1C=CC=CC1OC2CCN(C2)C(=O)C3=CC(=O)NC=4C=CC=CC34,ERI-UCB-a0b0dbcb-6,40,20,,Racemic or presumed racemic or meso,Z4655756143,UNK,UNK
1181202-Y4-23,05_H,20201013_enamine_to_xchem.csv,Cl.COC=1C=CC(=CC1)C(CC=2C=CSC2)C(=O)NC3=NNC=4C=CC=CC34,ALP-POS-a3de0cb1-3,40,20,,Racemic or presumed racemic or meso,Z4656742096,UNK,UNK
1181202-Y4-23,05_I,20201013_enamine_to_xchem.csv,CN(C)C=1C=CC(=CC1)C(CC=2C=CSC2)C(=O)NC3=NN=C4C=CC=CN34,ALP-POS-a3de0cb1-10,40,20,,Racemic or presumed racemic or meso,Z4618924270,UNK,UNK
1181202-Y4-23,05_J,20201013_enamine_to_xchem.csv,COC=1C=CC=CC1OCCC(=O)NC=2C=NC=C3C=CC=CC23,MAR-UCB-f313ec4d-3,40,20,,Achiral,Z1530720954,UNK,UNK
1181202-Y4-23,05_K,20201013_enamine_to_xchem.csv,ClC=1C=CC=2OC[C@@H](CC2C1)C(=O)NC=3C=NC=C4C=CC=CC34,MAT-POS-8e4737f4-2,40,20,,Single known enantiomer,Z4647468798,UNK,UNK
1181202-Y4-23,05_L,20201013_enamine_to_xchem.csv,ClC=1C=CC=2OC[C@H](CC2C1)C(=O)NC=3C=NC=C4C=CC=CC34,EDJ-MED-e4b030d8-12,40,20,,Single known enantiomer,Z4647468795,UNK,UNK
1181202-Y4-23,05_M,20201013_enamine_to_xchem.csv,CC=1C=CN=CC1NC(=O)CC=2C=C(Cl)C=C(OCC3=NC=CN3)C2,RAL-THA-6b94ceba-1,40,20,,Achiral,Z4609618475,UNK,UNK
1181202-Y4-23,05_N,20201013_enamine_to_xchem.csv,COC=1C=CC=CC1OC2CN(C2)C(=O)C3=CC(=O)NC=4C=CC=CC34,ERI-UCB-a0b0dbcb-9,40,20,,Achiral,Z4655756145,UNK,UNK
1181202-Y4-23,05_O,20201013_enamine_to_xchem.csv,CCC=1C=CC=2N(CC(=O)O)C(=O)C(=O)C2C1,LOR-NOR-c954e7ad-3,40,20,,Achiral,Z330905748,UNK,UNK
1181202-Y4-23,05_P,20201013_enamine_to_xchem.csv,CCCCN1C(=O)C(=O)C=2C=C(Br)C=C(C)C12,LOR-NOR-c954e7ad-4,40,20,,Achiral,Z111504232,UNK,UNK
1181202-Y4-23,05_Q,20201013_enamine_to_xchem.csv,CC(C)CCN1C(=O)C(=O)C=2C=C(Br)C=CC12,LOR-NOR-c954e7ad-5,40,20,,Achiral,Z324552784,UNK,UNK
1181202-Y4-23,05_R,20201013_enamine_to_xchem.csv,CC1=NC(CN2C(=O)C(=O)C=3C=C(Br)C=CC23)=CS1,LOR-NOR-c954e7ad-6,40,20,,Achiral,Z352251436,UNK,UNK
