Library Plate,Source well,Library Name,SMILES,Code,Volume (ul),Concentration (mM),external_ID,stereochemistry,catalog_ID,Batch ID
1181202-Y4-12,05_A,20200805_enamine_to_xchem.csv,CC=1C=CN=CC1OCCNC(=O)C(C)(C)C=2C=CC=C(Cl)C2,WIL-UNI-2e73223c-4,4,100,,Achiral,Z4601756950,UNK
1181202-Y4-12,05_B,20200805_enamine_to_xchem.csv,COC=1C=CC(Cl)=CC1N2C(=O)CN(CC3=CC(=O)NC=4C=CC=CC34)C2=O,JAG-UCB-c37fbdcd-2,4,100,,Achiral,Z4601737416,UNK
1181202-Y4-12,05_C,20200805_enamine_to_xchem.csv,COC=1C(Cl)=CC=CC1OCCNC(=O)C2=CC(=O)NC=3C=CC=CC23,ALP-POS-3fc1724e-1,4,100,,Achiral,Z4601730313,UNK
1181202-Y4-12,05_D,20200805_enamine_to_xchem.csv,ClC=1C=C(CC(=O)NN2C=NC=3C=CC=CC23)C=C(OC4CC(=O)N4)C1,MAT-POS-c478e61b-1,4,100,,Racemic or presumed racemic or meso,Z4560204229,UNK
1181202-Y4-12,05_E,20200805_enamine_to_xchem.csv,ClC=1C=C(CC(=O)NN2C=NC=3C=CC=CC3C2=O)C=C(OC4CC(=O)N4)C1,JAN-GHE-74b8b0cb-1,4,100,,Racemic or presumed racemic or meso,Z4560204227,UNK
1181202-Y4-12,05_F,20200805_enamine_to_xchem.csv,O=C(CN1N=NC=2C=CC=CC12)N(CC3CCOC3)C=4C=CC(=CC4)C5CCNCC5,ALP-POS-c0c213c9-13,4,100,,Racemic or presumed racemic or meso,Z4601707772,UNK
1181202-Y4-12,05_G,20200805_enamine_to_xchem.csv,NCC1=CN(CC(=O)N(CC=2C=CSC2)C=3C=CC(=CC3)C=4C=CC=CC4)N=N1,ALP-POS-c0c213c9-5,4,100,,Achiral,Z4601694849,UNK
1181202-Y4-12,05_H,20200805_enamine_to_xchem.csv,CC=1C=CC(NC2=C(C(=O)N(CC=3C=CC=NC3)C2=O)C=4C=CC=CC4)=CC1C,JAG-UCB-1d922829-1,4,100,,Achiral,Z3245242057,UNK
1181202-Y4-12,05_I,20200805_enamine_to_xchem.csv,CC=1C=CC(NC2=C(C(=O)N(CC=3C=CC=NC3)C2=O)C=4C=CC=CC4)=CC1Cl,JAG-UCB-1d922829-3,4,100,,Achiral,Z3245259561,UNK
1181202-Y4-12,05_J,20200805_enamine_to_xchem.csv,CC(=O)N(CC(=O)NC=1C=CC(F)=C(Cl)C1)C=2C=CC=C(C2)C(F)(F)F,JAG-UCB-1d922829-6,4,100,,Achiral,Z3246444990,UNK
1181202-Y4-12,05_K,20200805_enamine_to_xchem.csv,CC(=O)N(CC(=O)NC=1C=CC(F)=C(Cl)C1)C=2C=CC=C(Cl)C2,JAG-UCB-1d922829-4,4,100,,Achiral,Z2933917689,UNK
1181202-Y4-12,05_L,20200805_enamine_to_xchem.csv,CC=1C=CC(N=C2C(C(=O)N(CC=3C=CC=NC3)C2=O)C=4C=CC=CC4)=C(C)C1,JAG-UCB-1d922829-2,4,100,,Racemic or presumed racemic or meso,Z4601796794,UNK
1181202-Y4-12,05_M,20200805_enamine_to_xchem.csv,CC=1C(N)=CN=CC1NC(=O)CC=2C=CC=C(Cl)C2,TRY-UNI-714a760b-3,4,100,TRY-UNI-714a760b-3,Achiral,Z4444622036,UNK
1181202-Y4-12,05_N,20200805_enamine_to_xchem.csv,CC=1C(N)=CN=CC1NC(=O)CC=2C=CC=C(C#N)C2,TRY-UNI-714a760b-19,4,100,TRY-UNI-714a760b-19,Achiral,Z4444621981,UNK
1181202-Y4-12,05_O,20200805_enamine_to_xchem.csv,CC(=O)N(CC(=O)NC=1C=CC(F)=C(Cl)C1)C=2C=CC=C(C#N)C2,JAG-UCB-1d922829-5,4,100,,Achiral,Z2933923003,UNK
1181202-Y4-12,05_P,20200805_enamine_to_xchem.csv,CC(C)(C)C1=CC(=NO1)N(C(C(=O)NCCC=2C=CC=C(F)C2)C=3C=NC=C(C#N)C3)C(=O)C=C,LON-WEI-babf2c61-14,4,100,,Racemic or presumed racemic or meso,Z4509080748,UNK
1181202-Y4-12,05_Q,20200805_enamine_to_xchem.csv,CC(C)(C)C1=CC(=NO1)N(C(C(=O)NCCC=2C=CC=C(F)C2)C=3C=NC=C(O)C3)C(=O)C=C,LON-WEI-babf2c61-12,4,100,,Racemic or presumed racemic or meso,Z4509080736,UNK
