Library Plate,Source well,Library Name,SMILES,Code,Volume (ul),Concentration (mM),external_ID,stereochemistry,catalog_ID,Batch ID
1181202-Y4-08,05_A,20200630_enamine_to_xchem.csv,CCOC=1C=CC=CC1C=C2C(=O)NC(=O)C=3C=CC=CC23,LON-WEI-ff7b210a-3,4,100,,Achiral,Z144731650,UNK
1181202-Y4-08,05_B,20200630_enamine_to_xchem.csv,OC=1C=CC(C=C2C(=O)N(CC=3C=CC=4OCOC4C3)C(=O)C=5C=CC=CC25)=CC1,LON-WEI-ff7b210a-1,4,100,,Achiral,Z44367701,UNK
1181202-Y4-08,05_C,20200630_enamine_to_xchem.csv,COC=1C=CC(=CC1)C(=O)NC=2C=CC=C(C=C3C(=O)NC(=O)C=4C=CC=CC34)C2,LON-WEI-ff7b210a-6,4,100,,Achiral,Z144731998,UNK
1181202-Y4-08,05_D,20200630_enamine_to_xchem.csv,Cl.ClCC(=O)N1CCOC=2C=CC=C(C=3C=CC=NC3)C12,TIM-UNK-6bd-2,4,100,,Achiral,Z4524547979,UNK
1181202-Y4-08,05_E,20200630_enamine_to_xchem.csv,O=C(NCCNC=1C=CN=CC1)C=2C=CC=C(C2)S(=O)(=O)NC=3C=CC=CC3C=4C=CC=CC4,ERI-BAS-962ecb40-1,4,100,,Achiral,Z757872544,UNK
1181202-Y4-08,05_F,20200630_enamine_to_xchem.csv,COC=1C=CC=2CCCC(C(=O)NC=3C=NC=NC3C)C2C1,BAR-COM-0f94fc3d-50,4,100,,Racemic or presumed racemic or meso,Z3089566497,UNK
1181202-Y4-08,05_G,20200630_enamine_to_xchem.csv,CC(NC(=O)C=1C=CC=2C=NNC2C1)C(=O)NC=3C=CC(=CC3)N4C=NC=5C=CC=CC45,BEN-BAS-0534ec5c-1,4,100,,Racemic or presumed racemic or meso,Z954418982,UNK
1181202-Y4-08,05_H,20200630_enamine_to_xchem.csv,COC=1C=CN=CC1NC(=O)C(C)(C)C=2C=C(F)C=C(C#N)C2,BAR-COM-0f94fc3d-45,4,100,,Achiral,Z2069076058,UNK
1181202-Y4-08,05_I,20200630_enamine_to_xchem.csv,COC=1C=CC(Br)=CC1C(N)C(=O)NC=2C=NC=CC2C,BAR-COM-0f94fc3d-58,4,100,,Racemic or presumed racemic or meso,Z3018666658,UNK
1181202-Y4-08,05_J,20200630_enamine_to_xchem.csv,O=C(NC=1C=CC=NC1)NC2(CC=3C=CC=CC3)CCOCC2,NAU-LAT-445f63e5-6,4,100,,Achiral,Z2290913741,UNK
1181202-Y4-08,05_K,20200630_enamine_to_xchem.csv,CC=1C=CN=CC1NC(=O)CC2CC3(CC3)C2,MAT-POS-590ac91e-24,4,100,,Achiral,Z3471768079,UNK
1181202-Y4-08,05_L,20200630_enamine_to_xchem.csv,I.CCN1CCN(CC=2C=CC=CC2CNC3=NCC(N3)C4CCCC4)CC1,Z4498832234,4,100,,Racemic or presumed racemic or meso,Z4498832234,UNK
1181202-Y4-08,05_M,20200630_enamine_to_xchem.csv,O=C(NCCC=1C=CC=2OCCC2C1)NCC=3C=CC=C(C3)N4C(=O)NC5(CCCC5)C4=O,IAN-BAS-9ef79f6c-1,4,100,,Achiral,Z2180394362,UNK
1181202-Y4-08,05_N,20200630_enamine_to_xchem.csv,FC=1C=CC(CS(=O)(=O)NC=2C=CC=NC2)=CC1,NAU-LAT-445f63e5-2,4,100,,Achiral,Z274592070,UNK
