Library Plate,Source well,Library Name,SMILES,Code,Volume (ul),Concentration (mM),external_ID,stereochemistry,catalog_ID,Batch ID,"Amount, mg (left)"
1355091-Y4-01,05_A,20210518_enamine_to_xchem.csv,CS(=O)(=O)N1CC(C(=O)NC=2C=NC=C3C=CC=C(F)C23)C=4C=C(Cl)C=CC4C1,EDJ-MED-d1555997-1,4,100,EDJ-MED-d1555997-1,Racemic or presumed racemic or meso,Z4992038951,H3129943,UNK
1355091-Y4-01,05_B,20210518_enamine_to_xchem.csv,CC1=CC=2C(NC(=O)C3CCOC=4C=CC(Cl)=CC34)=CN=CC2S1,MAT-POS-14f31916-1,4,100,MAT-POS-14f31916-1,Racemic or presumed racemic or meso,Z5012902022,H3135890,UNK
1355091-Y4-01,05_C,20210518_enamine_to_xchem.csv,ClC=1C=CC2=C(C1)C3CCC2(O3)C(=O)NC=4C=NC=C5C=CC=CC45,RAL-THA-eb6cb89c-2A,4,100,MAT-POS-a3f7f96a-1,Diastereomeric mixture,Z5012902036,H3124533,UNK
1355091-Y4-01,05_D,20210518_enamine_to_xchem.csv,OC(=O)CCC=1C=C2OCOC2=CC1S(=O)(=O)N3CCN(CC3)C=4C=CC=CC4,ROD-UFR-87309d29-1,4,100,ROD-UFR-87309d29-1,Achiral,Z5030695825,T4065218,UNK
1355091-Y4-01,05_E,20210518_enamine_to_xchem.csv,CCCC=1C=C2OCOC2=CC1S(=O)(=O)N3CCN(CC3)C=4N=CC=CN4,ROD-UFR-7c6582a7-1,4,100,ROD-UFR-7c6582a7-1,Achiral,Z5030695730,T4065217,UNK
1355091-Y4-01,05_F,20210518_enamine_to_xchem.csv,CCCC=1C=C2OCOC2=CC1S(=O)(=O)N3CCN(CC3)C=4C=CC=CC4OC,ROD-UFR-d5063330-1,4,100,ROD-UFR-d5063330-1,Achiral,Z5030695317,T4065215,UNK
1355091-Y4-01,05_G,20210518_enamine_to_xchem.csv,O=S(=O)(NC=1C=C2OCOC2=CC1OCC=3C=CC=CC3)C=4C=CC=CC4,ROD-UFR-74bef589-1,4,100,ROD-UFR-74bef589-1,Achiral,Z5030691938,T4065211,UNK
1355091-Y4-01,05_H,20210518_enamine_to_xchem.csv,CNS(=O)(=O)C=1C=C2OCOC2=CC1OCC=3C=CC=CC3,ROD-UFR-d767f115-1,4,100,ROD-UFR-d767f115-1,Achiral,Z5030694772,T4065213,UNK
1355091-Y4-01,05_I,20210518_enamine_to_xchem.csv,O=S(=O)(NC=1C=CC=CC1)C=2C=C3OCOC3=CC2OCC=4C=CC=CC4,ROD-UFR-86d8d6a3-1,4,100,ROD-UFR-86d8d6a3-1,Achiral,Z5030692302,T4065212,UNK
1355091-Y4-01,05_J,20210518_enamine_to_xchem.csv,O=S(=O)(N1CCOCC1)C=2C=C3OCOC3=CC2OCC=4C=CC=CC4,ROD-UFR-93b30032,4,100,ROD-UFR-93b30032-1,Achiral,Z5030691904,T4065210,UNK
1355091-Y4-01,05_K,20210518_enamine_to_xchem.csv,CCCC=1C=C2OCOC2=CC1S(=O)(=O)N3CCN(CC3)C=4C=CC=C(Cl)C4Cl,ROD-UFR-0ea09143-1,4,100,ROD-UFR-0ea09143-1,Achiral,Z5030695417,T4065216,UNK
1355091-Y4-01,05_L,20210518_enamine_to_xchem.csv,CC=1C=C2OCOC2=CC1S(=O)(=O)N3CCN(CC3)C=4C=CC=CC4,ROD-UFR-9b69e111-1,4,100,ROD-UFR-9b69e111-1,Achiral,Z1957466048,T4065214,UNK
1355091-Y4-01,05_M,20210518_enamine_to_xchem.csv,Cl.CC1(CCS(=O)(=O)C1)N2C=C(CNCC3(CCOC=4C=CC(Cl)=CC43)C(=O)NC=5C=NC=C6C=CC=CC56)C=N2,KAD-UNI-cb0f2bbc-7,4,100,MAT-POS-a3f7f96a-6,Diastereomeric mixture,Z5025712416,H3121043,UNK
1355091-Y4-01,05_N,20210518_enamine_to_xchem.csv,Cl.ClC=1C=CC=2OCCC(CNCC=3C=NN(C3)C4CCS(=O)(=O)C4)(C(=O)NC=5C=NC=C6C=CC=CC56)C2C1,KAD-UNI-cb0f2bbc-11,4,100,MAT-POS-a3f7f96a-7,Diastereomeric mixture,Z5025712346,H3121040,UNK
1355091-Y4-01,05_O,20210518_enamine_to_xchem.csv,CC=1C=CN=C(O)C1NC(=O)C2CCOC=3C=CC(Cl)=CC23,ALP-POS-5de921e7-4A,4,100,MAT-POS-a3f7f96a-2,Racemic or presumed racemic or meso,Z4220069402,H3135222,UNK
1355091-Y4-01,05_P,20210518_enamine_to_xchem.csv,ClC=1C=CC=2C3CCC(O3)(C(=O)NC=4C=NC=C5C=CC=CC45)C2C1,RAL-THA-eb6cb89c-2,4,100,RAL-THA-eb6cb89c-2,Diastereomeric mixture,Z4992038949,H3122635,UNK
1355091-Y4-01,05_Q,20210518_enamine_to_xchem.csv,Cl.ClC=1C=CC=2OCCC(CNCC=3C=NC=4OCC(=O)NC4C3)(C(=O)NC=5C=NC=C6C=CC=CC56)C2C1,KAD-UNI-cb0f2bbc-19,4,100,MAT-POS-a3f7f96a-8,Racemic or presumed racemic or meso,Z5025712344,H3121042,UNK
1355091-Y4-01,05_R,20210518_enamine_to_xchem.csv,Cl.COC=1C=CC(CNCC2(CCOC=3C=CC(Cl)=CC32)C(=O)NC=4C=NC=C5C=CC=CC45)=CC1OCC(=O)N,KAD-UNI-cb0f2bbc-9,4,100,MAT-POS-a3f7f96a-9,Racemic or presumed racemic or meso,Z5025712400,H3121039,UNK
1355091-Y4-01,05_S,20210518_enamine_to_xchem.csv,ClC=1C=CC=C(CC(=O)NC=2C=NC=C3CCCNC23)C1,JIN-POS-6dc588a4-20,4,100,JIN-POS-6dc588a4-20,Achiral,Z4951847508,H3111100,UNK
1355091-Y4-01,05_T,20210518_enamine_to_xchem.csv,OCC1CCCN1S(=O)(=O)N2CC(C(=O)NC=3C=NC=C4C=CC=CC34)C=5C=C(Cl)C=CC5C2,MAT-POS-4223bc15-16,4,100,MAT-POS-4223bc15-16,Diastereomeric mixture,Z4973388946,H3116758,UNK
1355091-Y4-01,05_U,20210518_enamine_to_xchem.csv,COC(=O)C=1C=C(C=C2SC(=C(C#N)C(=O)NC(C)C)N(C=3C=CC(OC)=C(F)C3)C2=O)OC1C,Z1024371896,4,100,MAT-POS-a3f7f96a-3,Achiral,Z1024371896,H3123759,UNK
1355091-Y4-01,05_V,20210518_enamine_to_xchem.csv,CC(C(=O)NS(=O)(=O)C=1C=NN(C1)C=2C=CC=C(C2)C(F)(F)F)N3C=NC(C#N)=N3,Z1986022420,4,100,MAT-POS-a3f7f96a-4,Racemic or presumed racemic or meso,Z1986022420,H3127916,UNK
1355091-Y4-01,05_W,20210518_enamine_to_xchem.csv,COC(=O)C=1C=C(C=C2SC(=C(C#N)C#N)N(C=3C=CC=C(C3)C(F)(F)F)C2=O)OC1C,Z168853906,4,100,MAT-POS-a3f7f96a-5,Achiral,Z168853906,H3128288,UNK
