Library Plate,Source well,Library Name,SMILES,Code,Volume (ul),Concentration (mM),external_ID,stereochemistry,catalog_ID,Batch ID,"Amount, mg (left)"
1181202-Y4-72,05_A,20211028_enamine_to_xchem.csv,C[C@@H]1NC(=O)C=2C=CC(Cl)=CC2[C@@H]1C(=O)NC=3C=NC=C4C=CC=CC34,Z5256039149,4,100,MAT-POS-777f5926-1,Racemic diastereomer with known relative stereochemistry,Z5256039149,H3381526,5.4
1181202-Y4-72,05_B,20211028_enamine_to_xchem.csv,ClC=1C=CC=2CN(C[C@@H](C(=O)NC=3C=NC=C4C=CC=CC34)C2C1)[C@@H]5CCNC5=O,EDJ-MED-12c4873b-5-1,4,100,MAT-POS-777f5926-2,Racemic diastereomer with known relative stereochemistry,Z5352411776,H3428034,7.0
1181202-Y4-72,05_C,20211028_enamine_to_xchem.csv,CS(=O)(=O)C=1C=CC=2C(NC(=O)C3CN(CC=4C=CC(Cl)=CC34)S(=O)(=O)CC5(CC5)C#N)=CN=CC2C1,EDJ-MED-7889e8da-6,4,100,EDJ-MED-7889e8da-6,Racemic or presumed racemic or meso,Z5210381227,H3521242,43.2
1181202-Y4-72,05_D,20211028_enamine_to_xchem.csv,CNC(=O)N1CCC=2C=CC(Cl)=CC2C1C(=O)NC=3C=NC=C4C=CC=CC34,EDJ-MED-2791eece-12,4,100,EDJ-MED-2791eece-12,Racemic or presumed racemic or meso,Z5278655719,H3490138,31.1
1181202-Y4-72,05_E,20211028_enamine_to_xchem.csv,ClC=1C=CC=2CN(C[C@H](C(=O)NC=3C=NC=C4C=CC=CC34)C2C1)S(=O)(=O)CC5(CNC5)C#N,Z5338006060,4,100,MAT-POS-777f5926-3,Single unknown enantiomer,Z5338006060,H3512774,5.9
1181202-Y4-72,05_F,20211028_enamine_to_xchem.csv,ClC=1C=CC=2CN(C[C@@H](C(=O)NC=3C=NC=C4C=CC=CC34)C2C1)S(=O)(=O)CC5(CNC5)C#N,Z5338006057,4,100,MAT-POS-777f5926-4,Single unknown enantiomer,Z5338006057,H3512775,7.0
1181202-Y4-72,05_G,20211028_enamine_to_xchem.csv,CS(=O)(=O)C=1C=CC=2C(NC(=O)C3(CC4C3)C=5C=C(Cl)C=CC5O4)=CN=CC2C1,EDJ-MED-c3ea9889-5,4,100,EDJ-MED-c3ea9889-5,Diastereomeric mixture,Z5335933734,H3517546,66.5
1181202-Y4-72,05_H,20211028_enamine_to_xchem.csv,ClC=1C=CC=2OC3CC(C3)(C(=O)NC=4C=NC=C5C=CC=C(Cl)C45)C2C1,EDJ-MED-c3ea9889-8,4,100,EDJ-MED-c3ea9889-8,Diastereomeric mixture,Z5335933739,H3517538,68.7
1181202-Y4-72,05_I,20211028_enamine_to_xchem.csv,CC(C)(C)NC(=O)CN1CC(C(=O)NC=2C=NC=C3C=C(C=CC23)S(=O)(=O)C)C=4C=C(Cl)C=CC4C1=O,EDJ-MED-e69ed63d-12,4,100,EDJ-MED-d165ed91-4,Racemic or presumed racemic or meso,Z5335933832,H3513033,57.9
1181202-Y4-72,05_J,20211028_enamine_to_xchem.csv,CC(C)(C)NC(=O)CN1CC(C(=O)NC=2C=NC=C3C=C(F)C=CC23)C=4C=C(Cl)C=CC4C1=O,EDJ-MED-e69ed63d-11,4,100,EDJ-MED-e69ed63d-11,Racemic or presumed racemic or meso,Z5335933827,H3512353,80.5
1181202-Y4-72,05_K,20211028_enamine_to_xchem.csv,COC1(CCOC=2C=CC(Cl)=CC21)C(=O)NC=3C=NC=C4C=C(C=CC34)S(=O)(=O)N(C)C,EDJ-MED-1b46f08e-1,4,100,EDJ-MED-1b46f08e-1,Racemic or presumed racemic or meso,Z5335933775,H3523420,48.9
1181202-Y4-72,05_L,20211028_enamine_to_xchem.csv,CS(=O)(=O)C=1C=CC=2C(NC(=O)C3CN(CC(=O)NC4CC4)C(=O)C=5C=CC(Cl)=CC35)=CN=CC2C1,EDJ-MED-e69ed63d-4,4,100,EDJ-MED-e69ed63d-4,Racemic or presumed racemic or meso,Z5335933793,H3515849,31.7
1181202-Y4-72,05_M,20211028_enamine_to_xchem.csv,CCNC(=O)CN1CC(C(=O)NC=2C=NC=C3C=C(F)C=CC23)C=4C=C(Cl)C=CC4C1=O,EDJ-MED-e69ed63d-7,4,100,EDJ-MED-e69ed63d-7,Racemic or presumed racemic or meso,Z5335933813,H3517544,87.6
1181202-Y4-72,05_N,20211028_enamine_to_xchem.csv,CS(=O)(=O)C=1C=CC=2C(NC(=O)C3CN(CC(=O)NC4CCC4)C(=O)C=5C=CC(Cl)=CC35)=CN=CC2C1,EDJ-MED-e69ed63d-10,4,100,EDJ-MED-e69ed63d-10,Racemic or presumed racemic or meso,Z5335933824,H3515851,58.1
1181202-Y4-72,05_O,20211028_enamine_to_xchem.csv,CCNC(=O)CN1CC(C(=O)NC=2C=NC=C3C=C(C=CC23)S(=O)(=O)C)C=4C=C(Cl)C=CC4C1=O,EDJ-MED-e69ed63d-8,4,100,EDJ-MED-e69ed63d-8,Racemic or presumed racemic or meso,Z5335933818,H3513226,45.2
1181202-Y4-72,05_P,20211028_enamine_to_xchem.csv,CNC(=O)CN1C[C@H](C(=O)NC=2C=NC=C3C=CC(F)=CC23)C=4C=C(Cl)C=CC4C1=O,MAT-POS-c7726e07-3,4,100,MAT-POS-c7726e07-3,Single unknown enantiomer,Z5370893186,H3538822,9.0
1181202-Y4-72,05_Q,20211028_enamine_to_xchem.csv,CNC(=O)C1(CC1)N2CC(C(=O)NC=3C=NC=C4C=CC=CC34)C=5C=C(Cl)C=CC5C2=O,EDJ-MED-12c4873b-2,4,100,EDJ-MED-12c4873b-2,Racemic or presumed racemic or meso,Z5261485073,H3532697,82.7
1181202-Y4-72,05_R,20211028_enamine_to_xchem.csv,ClC=1C=CC=2C(=O)N(CC(C(=O)NC=3C=NC=C4C=CC=CC34)C2C1)C5CNC(=O)C5,EDJ-MED-12c4873b-8,4,100,EDJ-MED-12c4873b-8,Diastereomeric mixture,Z5261485079,H3532693,68.7
1181202-Y4-72,05_S,20211028_enamine_to_xchem.csv,CNC(=O)CN1C[C@@H](C(=O)NC=2C=NC=C3C=CC(F)=CC23)C=4C=C(Cl)C=CC4C1=O,MAT-POS-c7726e07-4,4,100,MAT-POS-c7726e07-4,Single unknown enantiomer,Z5370893187,H3538821,8.6
1181202-Y4-72,05_T,20211028_enamine_to_xchem.csv,CC1(CNS(=O)(=O)C=2C=CC(Cl)=CC21)C(=O)NC=3C=NC=C4C=C(C=CC34)S(=O)(=O)C,MAT-POS-c88128cb-14,4,100,MAT-POS-c88128cb-14,Racemic or presumed racemic or meso,Z5367986302,H3540040,1.6
1181202-Y4-72,05_U,20211028_enamine_to_xchem.csv,CC1(CNS(=O)(=O)C=2C=CC(Cl)=CC21)C(=O)NC=3C=NC=C4C=CC(F)=CC34,MAT-POS-c88128cb-12,4,100,MAT-POS-c88128cb-12,Racemic or presumed racemic or meso,Z5367986300,H3540036,1.8
1181202-Y4-72,05_V,20211028_enamine_to_xchem.csv,CCC1(CNS(=O)(=O)C=2C=CC(Cl)=CC21)C(=O)NC=3C=NC=C4C=CC=CC34,ALP-POS-1cbc2fae-2,4,100,ALP-POS-1cbc2fae-2,Racemic or presumed racemic or meso,Z5115885783,H3540031,7.4
1181202-Y4-72,05_W,20211028_enamine_to_xchem.csv,CNC(=O)CN1CC(C(=O)NC=2C=NC=C3C=C(COC)C=CC23)C=4C=C(Cl)C=CC4C1,ALP-POS-1460fd94-1,4,100,ALP-POS-1460fd94-1,Racemic or presumed racemic or meso,Z5261485070,H3544328,9.4
1181202-Y4-72,05_X,20211028_enamine_to_xchem.csv,ClC=1C=CC=2C(=O)N(CC(C(=O)NC=3C=NC=C4C=CC=CC34)C2C1)C5CCNC5=O,EDJ-MED-12c4873b-6,4,100,EDJ-MED-12c4873b-6,Diastereomeric mixture,Z5261485077,H3532699,6.8
1181202-Y4-72,05_Y,20211028_enamine_to_xchem.csv,CNC(=O)CN1CC=2C=CC(Cl)=CC2[C@]3(CCN(C3=O)C=4C=NC=C5C=CC=CC45)C1,MAT-POS-c7726e07-6,4,100,MAT-POS-c7726e07-6,Single unknown enantiomer,Z5370893189,H3537745,0.0
1181202-Y4-72,05_Z,20211028_enamine_to_xchem.csv,CNC(=O)CN1CC=2C=CC(Cl)=CC2[C@@]3(CCN(C3=O)C=4C=NC=C5C=CC=CC45)C1,MAT-POS-c7726e07-5,4,100,MAT-POS-c7726e07-5,Single unknown enantiomer,Z5370893188,H3537744,0.0
1181202-Y4-72,05_AA,20211028_enamine_to_xchem.csv,CNC(=O)CN1CC(C)(C(=O)NC=2C=NC=C3C=CC=C(Cl)C23)C=4C=C(Cl)C=CC4S1(=O)=O,EDJ-MED-c3ea9889-4,4,100,EDJ-MED-c3ea9889-4,Racemic or presumed racemic or meso,Z5367986368,H3540038,0.0
