Library Plate,Source well,Library Name,SMILES,Code,Volume (ul),Concentration (mM),external_ID,stereochemistry,catalog_ID,Batch ID
1181202-Y4-31,05_A,20201209_enamine_to_xchem.csv,COC=1C=CC=C2NC(=O)C=C(C(=O)N3CCN(CC3)C=4C=CC=C(Cl)C4)C12,MAT-POS-3b536971-2,4,100,,Achiral,Z4765682199,H2784371
1181202-Y4-31,05_B,20201209_enamine_to_xchem.csv,FC=1C=CC=2C=NC=C(NC(=O)C3CCOC=4C=CC(Cl)=CC34)C2C1,ALP-POS-696356e4-1,4,100,ALP-POS-696356e4-1,Racemic or presumed racemic or meso,Z4766813416,H2787272
1181202-Y4-31,05_C,20201209_enamine_to_xchem.csv,ClC=1C=CC=C(CC(=O)NC=2C=NC=C3C=CC=CC23)N1,MAT-POS-afd4d4fd-2,4,100,,Achiral,Z4655756135,H2784181
1181202-Y4-31,05_D,20201209_enamine_to_xchem.csv,ClC=1C=C(OC2CC(=O)N2)C=C(C1)N(CCC3CCCCC3)C(=O)NC=4C=NC=C5C=CC=CC45,MAT-POS-53907a1c-3,4,100,,Racemic or presumed racemic or meso,Z4669293897,H2797866
1181202-Y4-31,05_E,20201209_enamine_to_xchem.csv,ClC=1C=CC=C(C1)N2CCN(CC2=O)C(=O)C3=CC(=O)NC=4C=CC=CC34,ERI-UCB-d6de1f3c-1,4,100,,Achiral,Z4760934702,H2797718
1181202-Y4-31,05_F,20201209_enamine_to_xchem.csv,ClC=1C=CC=C(C1)N2CCN(CC2=O)C(=O)C=3C=NC=C4C=CC=CC34,ERI-UCB-d6de1f3c-2,4,100,,Achiral,Z4760934703,H2797709
1181202-Y4-31,05_G,20201209_enamine_to_xchem.csv,COC=1C=CC=CC1OCCNC(=O)C=2C=C(O)C=CN2,MAT-POS-8fd29122-1,4,100,MAT-POS-8fd29122-1,Achiral,Z4824757166,H2796711
1181202-Y4-31,05_H,20201209_enamine_to_xchem.csv,ClC=1C=CC=2OCCC(C(=O)NC3CCNC(=O)C3)C2C1,ALP-POS-8b8a49e1-4,4,100,,Diastereomeric mixture,Z4221813329,H2795774
1181202-Y4-31,05_I,20201209_enamine_to_xchem.csv,OC=1C=CN=C(C1)C(=O)N2CCN(CC2)C=3C=CC=C(Cl)C3,MAT-POS-8fd29122-2,4,100,MAT-POS-8fd29122-2,Achiral,Z2933360188,H2796708
1181202-Y4-31,05_J,20201209_enamine_to_xchem.csv,ClC=1C=CC(CC(=O)NC=2C=NC=C3C=CC=CC23)=CC1Cl,MAT-POS-23a8a11a-1,4,100,MAT-POS-23a8a11a-1,Achiral,Z4778736893,H2796709
1181202-Y4-31,05_K,20201209_enamine_to_xchem.csv,ClC=1C=CC=C(C1)C2CCCN(C2=O)C=3C=NC=C4C=CC=CC34,PET-UNK-c9c1e0d8-3,4,100,,Racemic or presumed racemic or meso,Z4760934701,H2795809
1181202-Y4-31,05_L,20201209_enamine_to_xchem.csv,ClC=1C=CC=2OCCC3(NC(=O)N(C3=O)C=4C=NC=C5C=CC=CC45)C2C1,VLA-UCB-29506327-1,4,100,VLA-UCB-29506327-1,Racemic or presumed racemic or meso,Z4780165443,H2787890
1181202-Y4-31,05_M,20201209_enamine_to_xchem.csv,CN(C)C(=O)C(CNC(=O)[C@H](N1CC=2C=CC=CC2C1=O)C=3C=CC=CC3)C=4C=CC=CC4,Z4774556171,4,100,LON-WEI-b2874fec-27,Diastereomeric mixture,Z4774556171,H2776777
1181202-Y4-31,05_N,20201209_enamine_to_xchem.csv,CC=1C=CC=C(NC(=O)[C@H](N2CC=3C=CC=CC3C2=O)C=4C=CC=CC4)N1,Z2893976662,4,100,LON-WEI-b2874fec-17,Single known enantiomer,Z2893976662,H0498477
1181202-Y4-31,05_O,20201209_enamine_to_xchem.csv,ClC=1C=CC(NC(=O)[C@H](N2CC=3C=CC=CC3C2=O)C=4C=CC=CC4)=CC1,Z2894086883,4,100,LON-WEI-b2874fec-16,Single known enantiomer,Z2894086883,H0497415
1181202-Y4-31,05_P,20201209_enamine_to_xchem.csv,O=C(NC=1C=CN=CC1)[C@H](N2CC=3C=CC=CC3C2=O)C=4C=CC=CC4,Z2894086882,4,100,LON-WEI-b2874fec-18,Single known enantiomer,Z2894086882,H0497414
1181202-Y4-31,05_Q,20201209_enamine_to_xchem.csv,FC=1C=CC(NC(=O)[C@H](N2CC=3C=CC=CC3C2=O)C=4C=CC=CC4)=CC1,Z2894086941,4,100,LON-WEI-b2874fec-19,Single known enantiomer,Z2894086941,H0497402
1181202-Y4-31,05_R,20201209_enamine_to_xchem.csv,CCC=1C=CC(=CC1C(=O)N2CCC(CC2)C3CCNC3)S(=O)(=O)C,Z2439299153,4,100,LON-WEI-b2874fec-13,Racemic or presumed racemic or meso,Z2439299153,H0120106
1181202-Y4-31,05_S,20201209_enamine_to_xchem.csv,CN(C)S(=O)(=O)C=1C=C(C=C(C)C1C)C(=O)N2CCC(CC2)C3CCNC3,Z2439293442,4,100,LON-WEI-b2874fec-5,Racemic or presumed racemic or meso,Z2439293442,H0117825
1181202-Y4-31,05_T,20201209_enamine_to_xchem.csv,O=C(NC=1C=CC=CC1)[C@H](N2CC=3C=CC=CC3C2=O)C=4C=CC=CC4,Z2894086884,4,100,LON-WEI-b2874fec-15,Single known enantiomer,Z2894086884,H0497420
1181202-Y4-31,05_U,20201209_enamine_to_xchem.csv,CNCC1CCCN(C1)C(=O)[C@H](N2CC=3C=CC=CC3C2=O)C=4C=CC=CC4,Z3018686122,4,100,LON-WEI-b2874fec-26,Diastereomeric mixture,Z3018686122,H1231097
1181202-Y4-31,05_V,20201209_enamine_to_xchem.csv,CC=1C=CC(NC=2C=CC=CC2C(=O)N3CCC(CC3)C4CCNC4)=CC1,Z2452091905,4,100,LON-WEI-b2874fec-2,Racemic or presumed racemic or meso,Z2452091905,H0102595
1181202-Y4-31,05_W,20201209_enamine_to_xchem.csv,O=C(N1CCC(CC1)C2CCNC2)C=3C=CC=C(CN4CCCC4=O)C3,Z2452091739,4,100,LON-WEI-b2874fec-1,Racemic or presumed racemic or meso,Z2452091739,H0104554
1181202-Y4-31,05_X,20201209_enamine_to_xchem.csv,CS(=O)(=O)NC=1C=CC(Cl)=CC1C(=O)N2CCC(CC2)C3CCNC3,Z2452093371,4,100,LON-WEI-b2874fec-3,Racemic or presumed racemic or meso,Z2452093371,H0104556
1181202-Y4-31,05_Y,20201209_enamine_to_xchem.csv,FC(F)C1=NC=2C=C(C=CC2N1)C(=O)N3CCC(CC3)C4CCNC4,Z2439297518,4,100,LON-WEI-b2874fec-14,Racemic or presumed racemic or meso,Z2439297518,H0498560
1181202-Y4-31,05_Z,20201209_enamine_to_xchem.csv,CS(=O)(=O)C=1C=CC=CC1C(=O)N2CCC(CC2)C3CCNC3,Z2452091204,4,100,LON-WEI-b2874fec-12,Racemic or presumed racemic or meso,Z2452091204,H0122335
1181202-Y4-31,05_AA,20201209_enamine_to_xchem.csv,CCCOC=1C(Cl)=CC(=CC1OCC)C(=O)N2CCC(CC2)C3CCNC3,Z2439294073,4,100,LON-WEI-b2874fec-7,Racemic or presumed racemic or meso,Z2439294073,H0120057
1181202-Y4-31,05_AB,20201209_enamine_to_xchem.csv,COCCNC(=O)[C@H](N1CC=2C=CC=CC2C1=O)C=3C=CC=CC3,Z2894086906,4,100,LON-WEI-b2874fec-20,Single known enantiomer,Z2894086906,H0497409
1181202-Y4-31,05_AC,20201209_enamine_to_xchem.csv,FC=1C=CC=C(NC(=O)[C@H](N2CC=3C=CC=CC3C2=O)C=4C=CC=CC4)C1,Z2894086942,4,100,LON-WEI-b2874fec-24,Single known enantiomer,Z2894086942,H0497405
1181202-Y4-31,05_AD,20201209_enamine_to_xchem.csv,O=C(NC=1C=CC=NC1)[C@H](N2CC=3C=CC=CC3C2=O)C=4C=CC=CC4,Z2894086885,4,100,LON-WEI-b2874fec-25,Single known enantiomer,Z2894086885,H0497419
1181202-Y4-31,05_AE,20201209_enamine_to_xchem.csv,O=C(NC=1C=CC=CC1C#N)[C@H](N2CC=3C=CC=CC3C2=O)C=4C=CC=CC4,Z2894086897,4,100,LON-WEI-b2874fec-23,Single known enantiomer,Z2894086897,H0497942
1181202-Y4-31,05_AF,20201209_enamine_to_xchem.csv,O=C(NCCC=1C=CC=CC1)[C@H](N2CC=3C=CC=CC3C2=O)C=4C=CC=CC4,Z2894086940,4,100,LON-WEI-b2874fec-22,Single known enantiomer,Z2894086940,H0497403
1181202-Y4-31,06_A,20201209_enamine_to_xchem.csv,O=C(NCC1=CC=CS1)[C@H](N2CC=3C=CC=CC3C2=O)C=4C=CC=CC4,Z2894086916,4,100,LON-WEI-f8a636e2-1,Single known enantiomer,Z2894086916,H0497411
1181202-Y4-31,06_B,20201209_enamine_to_xchem.csv,ClC=1C=CC=2OCCC(C(=O)NC=3C=CNC(=O)C3)C2C1,BEN-DND-b89db3f2-2,4,100,,Racemic or presumed racemic or meso,Z4778736895,H2795770
1181202-Y4-31,06_C,20201209_enamine_to_xchem.csv,O=C(N1CCC(CC1)C2CCNC2)C=3C=CC=4NC(=O)CCC4C3,Z2439292805,4,100,LON-WEI-b2874fec-4,Racemic or presumed racemic or meso,Z2439292805,H0114785
