Library Plate,Source well,Library Name,SMILES,Code,Volume (ul),Concentration (mM),external_ID,stereochemistry,catalog_ID,Batch ID,"Amount, mg (left)"
1181202-Y4-52,05_A,20210609_enamine_to_xchem.csv,ClC=1C=CC=C(CC(=O)NC=2C=NC=C3C=NOC23)C1,PET-UNK-b1ef24dc-1,4,100,PET-UNK-b1ef24dc-1,Achiral,Z5032732281,H3184225,19.7
1181202-Y4-52,05_B,20210609_enamine_to_xchem.csv,CC=1C=CN=C(NC(=O)C2CCOC=3C=CC(Cl)=CC23)C1N,Z5051603391,4,100,MAT-POS-500f4700-1,Racemic or presumed racemic or meso,Z5051603391,H3136535,16.2
1181202-Y4-52,05_C,20210609_enamine_to_xchem.csv,NC(=O)C1=CC=2C(NC(=O)C3CCOC=4C=CC(Cl)=CC34)=CN=CC2S1,MAT-POS-14f31916-2,4,100,MAT-POS-14f31916-2,Racemic or presumed racemic or meso,Z5012902025,H3175436,9.8
1181202-Y4-52,05_D,20210609_enamine_to_xchem.csv,ClC=1C=C2NCCC(C(=O)NC3=CN=C4C=CC=CN34)C2=CC1Cl,BEN-DND-02317c5c-5,4,100,MAT-POS-500f4700-2,Racemic or presumed racemic or meso,Z5032732286,H3172521,44.3
1181202-Y4-52,05_E,20210609_enamine_to_xchem.csv,FC=1C=CC=C2C=NC=C(NC(=O)CC=3C=CC=C(Cl)C3)C12,MIC-UNK-50cce87d-1,4,100,MIC-UNK-50cce87d-1,Achiral,Z4951847513,H3172523,7.3
1181202-Y4-52,05_F,20210609_enamine_to_xchem.csv,CNC(=O)C1=CC=2C(NC(=O)C3CCOC=4C=CC(Cl)=CC34)=CN=CC2S1,MAT-POS-14f31916-3,4,100,MAT-POS-14f31916-3,Racemic or presumed racemic or meso,Z5028563696,H3175123,15.4
1181202-Y4-52,05_G,20210609_enamine_to_xchem.csv,CN(C)S(=O)(=O)N1CC(C(=O)NC=2C=NC=CC2C(F)(F)F)C=3C=C(Cl)C=CC3C1,EDJ-MED-ee742daa-4,4,100,EDJ-MED-ee742daa-4,Racemic or presumed racemic or meso,Z5032732284,H3175423,13.2
1181202-Y4-52,05_H,20210609_enamine_to_xchem.csv,CS(=O)(=O)C=1C=CC=2C(NC(=O)C3CCS(=O)(=O)C=4C=CC(Cl)=CC34)=CN=CC2C1,EDJ-MED-93390d0c-2,4,100,EDJ-MED-93390d0c-2,Racemic or presumed racemic or meso,Z5012901941,H3190944,1.8
1181202-Y4-52,05_I,20210609_enamine_to_xchem.csv,CS(=O)(=O)N1CC(C(=O)NC=2C=NC=C3C=CC=CC23)C=4C=C(Cl)C(F)=CC4C1,MAT-POS-64942dd0-3,4,100,MAT-POS-64942dd0-3,Racemic or presumed racemic or meso,Z4992038954,H3190945,1.0
1181202-Y4-52,05_J,20210609_enamine_to_xchem.csv,Cl.ClC=1C=CC=2C(CCOC2C1)C(=O)N(CC3=CNC(=O)NC3=O)C=4C=NC=C5C=CC=CC45,ALP-POS-6d96567b-2,4,100,ALP-POS-6d96567b-2,Racemic or presumed racemic or meso,Z5064391861,H3177909,4.9
1181202-Y4-52,05_K,20210609_enamine_to_xchem.csv,FC(F)(F)CN1CC(C(=O)NC=2C=NC=C3C=CC=CC23)C=4C=C(Cl)C=CC4C1,MAT-POS-4223bc15-26,4,100,MAT-POS-4223bc15-26,Racemic or presumed racemic or meso,Z4973449328,H3177868,4.4
1181202-Y4-52,05_L,20210609_enamine_to_xchem.csv,COC1(CCOC=2C=CC(Cl)=CC21)C(=O)NC=3C=NC=C4C=CC(NS(=O)(=O)C)=CC34,EDG-MED-10fcb19e-1,4,100,EDG-MED-10fcb19e-1,Racemic or presumed racemic or meso,Z5012901942,H3178554,3.7
