Library Plate,Source well,Library Name,SMILES,Code,Volume (ul),Concentration (mM),external_ID,stereochemistry,catalog_ID,Batch ID,"Amount, mg (left)"
1181202-Y4-48,05_A,20210512_enamine_to_xchem.csv,NS(=O)(=O)NCC1CCCCN1C(=O)C=2N=CC=C(C#N)C2F,Z4990112005,4,100,UNK-CYC-68f84b31-1,Racemic or presumed racemic or meso,Z4990112005,H3098851,UNK
1181202-Y4-48,05_B,20210512_enamine_to_xchem.csv,FC1CC(C#N)N(C1)C(=O)[C@@H]2CCO[C@H]2C=3C=CC=CC3,Z3634042984,4,100,UNK-CYC-68f84b31-2,Diastereomeric mixture,Z3634042984,H3098852,UNK
1181202-Y4-48,05_C,20210512_enamine_to_xchem.csv,NC1=C(C#N)C=NN1C=2C=CC=C(C2)C(=O)NC(CCC=3C=CC=CC3)C(F)(F)F,Z1617126293,4,100,UNK-CYC-68f84b31-3,Racemic or presumed racemic or meso,Z1617126293,H3098608,UNK
1181202-Y4-48,05_D,20210512_enamine_to_xchem.csv,FC(F)(F)C1=CC=NN1C=2C=CC=C(C2)C(=O)NNC(=O)C=3C(Cl)=CC=CC3Cl,Z1083405980,4,100,UNK-CYC-68f84b31-4,Achiral,Z1083405980,H3098848,UNK
1181202-Y4-48,05_E,20210512_enamine_to_xchem.csv,CC1=CN(N=C1C(=O)N2CC(F)CC2C#N)C=3C(F)=CC=CC3F,Z3634038801,4,100,UNK-CYC-68f84b31-5,Diastereomeric mixture,Z3634038801,H3098778,UNK
1181202-Y4-48,05_F,20210512_enamine_to_xchem.csv,CC(CC(=O)OCC=1C=CC=CC1)NC(=O)C=2C=CC=C(C2)N3N=CC(C#N)=C3N,Z1507786233,4,100,UNK-CYC-68f84b31-6,Racemic or presumed racemic or meso,Z1507786233,H3099501,UNK
1181202-Y4-48,05_G,20210512_enamine_to_xchem.csv,NS(=O)(=O)NCC1CCCCN1C(=O)C=2C=NC(=C(C#N)C2)C(F)(F)F,Z2641095528,4,100,UNK-CYC-68f84b31-7,Racemic or presumed racemic or meso,Z2641095528,H3098843,UNK
1181202-Y4-48,05_H,20210512_enamine_to_xchem.csv,NC1=C(C#N)C=NN1C=2C=CC=C(C2)C(=O)NNC(=O)C=3C=CC(F)=CC3Br,Z1177683775,4,100,UNK-CYC-68f84b31-8,Achiral,Z1177683775,H3098517,UNK
1181202-Y4-48,05_I,20210512_enamine_to_xchem.csv,COC=1C=CC(=CC1F)[C@H](NC(=O)C=2C=CC=C(C2)N3N=CC(C#N)=C3N)C(F)(F)F,Z1862754700,4,100,UNK-CYC-68f84b31-9,Single known enantiomer,Z1862754700,H3101251,UNK
1181202-Y4-48,05_J,20210512_enamine_to_xchem.csv,CC(C)CC(NC(=O)C=1C=CC=C(C1)N2N=CC(C#N)=C2N)C(=O)NC3=NC=CS3,Z1572003125,4,100,UNK-CYC-68f84b31-10,Racemic or presumed racemic or meso,Z1572003125,H3098845,UNK
1181202-Y4-48,05_K,20210512_enamine_to_xchem.csv,NC1=C(C#N)C=NN1C=2C=CC=C(C2)C(=O)N3C[C@@H](F)C[C@@H]3C(F)(F)F,Z3598908285,4,100,UNK-CYC-68f84b31-11,Single known enantiomer,Z3598908285,H3100421,UNK
