Library Plate,Source well,Library Name,SMILES,Code,Volume (ul),Concentration (mM),external_ID,stereochemistry,catalog_ID,Batch ID,"Amount, mg (left)"
1181202-Y4-75,05_A,20211117_enamine_to_xchem.csv,CCS(=O)(=O)NC=1C=CC=2C(NC(=O)C3CN(CC=4C=CC(Cl)=CC34)S(=O)(=O)CC5(CC5)C#N)=CN=CC2C1,MAT-POS-22373164-2,4,100,MAT-POS-22373164-2,Racemic or presumed racemic or meso,Z5395340412,H3604372,29.6
1181202-Y4-75,05_B,20211117_enamine_to_xchem.csv,CC1(CN(CC2CC2)S(=O)(=O)C=3C=CC(Cl)=CC31)C(=O)NC=4C=NC=C5C=C(C=CC45)S(=O)(=O)C,EDG-MED-b8f93667-6,4,100,EDG-MED-b8f93667-6,Racemic or presumed racemic or meso,Z5367986391,H3592207,9.5
1181202-Y4-75,05_C,20211117_enamine_to_xchem.csv,CN(C)C(=O)CN1CCC=2C=CC(Cl)=CC2C1C(=O)NC=3C=NC=C4C=CC=CC34,EDJ-MED-2791eece-7,4,100,EDJ-MED-2791eece-7,Racemic or presumed racemic or meso,Z5278655710,H3570172,2.9
1181202-Y4-75,05_D,20211117_enamine_to_xchem.csv,CNC(=O)C=1C=CC=2C=NC=C(NC(=O)C3CN(CC=4C=CC(Cl)=CC34)S(=O)(=O)CC5(CC5)C#N)C2C1,EDJ-MED-378a25ea-2,4,100,EDJ-MED-378a25ea-2,Racemic or presumed racemic or meso,Z5372150752,H3597943,53.2
1181202-Y4-75,05_E,20211117_enamine_to_xchem.csv,CNC(=O)CN1CC2(CCN(C2=O)C=3C=NC=C4C=CC=CC34)C=5C=C(Cl)C=CC5C1=O,EDJ-MED-8bb691af-8,4,100,EDJ-MED-8bb691af-8,Racemic or presumed racemic or meso,Z5207980927,H3591037,2.5
1181202-Y4-75,05_F,20211117_enamine_to_xchem.csv,CC1(CN(CC2CC2)S(=O)(=O)C=3C=CC(Cl)=CC31)C(=O)NC=4C=NC=C5C=CC=CC45,LUO-POS-66f38ea0-1,4,100,MAT-POS-c88128cb-5,Racemic or presumed racemic or meso,Z5395340426,H3592227,13.7
1181202-Y4-75,05_G,20211117_enamine_to_xchem.csv,ClC=1C=CC=2OCC[C@]3(CCCN(C3=O)C=4C=NC=C5C=CC=CC45)C2C1,Z4957250972,4,100,MAT-POS-e20a5dfb-1,Single unknown enantiomer,Z4957250972,H3011494,6.6
1181202-Y4-75,05_H,20211117_enamine_to_xchem.csv,CN(C)CCOC=1C=CC=2C=NC=C(NC(=O)C3CN(CC=4C=CC(Cl)=CC34)S(=O)(=O)CC5(CC5)C#N)C2C1,MAT-POS-78ab8081-2,4,100,MAT-POS-78ab8081-2,Racemic or presumed racemic or meso,Z5372150750,H3600024,40.5
1181202-Y4-75,05_I,20211117_enamine_to_xchem.csv,CNC(=O)CN1C[C@](C)(C(=O)NC=2C=NC=C3C=CC=CC23)C=4C=C(Cl)C=CC4S1(=O)=O,Z5488014201,4,100,LUO-POS-868e8996-1,Single unknown enantiomer,Z5488014201,H3609373,32.4
1181202-Y4-75,05_J,20211117_enamine_to_xchem.csv,CC1(CNS(=O)(=O)C=2C=CC(Cl)=CC21)C(=O)NC=3C=NC=C4C=CC=C(Cl)C34,MAT-POS-c88128cb-15,4,100,MAT-POS-c88128cb-15,Racemic or presumed racemic or meso,Z5367986304,H3587612,0.9
1181202-Y4-75,05_K,20211117_enamine_to_xchem.csv,ClC=1C=CC=2CN(CC(C(=O)NC=3C=NC=C4C=CC=C(Cl)C34)C2C1)S(=O)(=O)CC5(CC5)C#N,MAT-POS-b4d6b7fc-8,4,100,MAT-POS-b4d6b7fc-8,Racemic or presumed racemic or meso,Z5372150747,H3609198,11.9
1181202-Y4-75,05_L,20211117_enamine_to_xchem.csv,CNC(=O)CN1C[C@@](C)(C(=O)NC=2C=NC=C3C=CC=CC23)C=4C=C(Cl)C=CC4S1(=O)=O,LUO-POS-868e8996-1,4,100,LUO-POS-868e8996-2,Single unknown enantiomer,Z5442717964,H3609372,27.3
1181202-Y4-75,05_M,20211117_enamine_to_xchem.csv,CNC(=O)CN1C[C@H](C(=O)NC=2C=NC=C3C=CC=C(Cl)C23)C=4C=C(Cl)C=CC4C1=O,MIK-ENA-5d9157e9-4,4,100,MIK-ENA-5d9157e9-4,Single unknown enantiomer,Z5461592603,H3609370,10.5
1181202-Y4-75,05_N,20211117_enamine_to_xchem.csv,CNC(=O)CN1C[C@@H](C(=O)NC=2C=NC=C3C=CC=C(Cl)C23)C=4C=C(Cl)C=CC4C1=O,MIK-ENA-5d9157e9-3,4,100,MIK-ENA-5d9157e9-3,Single unknown enantiomer,Z5461592598,H3609371,28.2
1181202-Y4-75,05_O,20211117_enamine_to_xchem.csv,CNC(=O)CN1C[C@@]2(CC(=O)N(C2=O)C=3C=NC=C4C=CC=CC34)C=5C=C(Cl)C=CC5C1=O,LUO-POS-868e8996-7,4,100,LUO-POS-868e8996-7,Single unknown enantiomer,Z5442717973,H3593218,2.8
1181202-Y4-75,05_P,20211117_enamine_to_xchem.csv,ClC=1C=CC=2OCC[C@@]3(CCCN(C3=O)C=4C=NC=C5C=CC=CC45)C2C1,Z4957250946,4,100,MAT-POS-e20a5dfb-2,Single unknown enantiomer,Z4957250946,H3011493,4.9
1181202-Y4-75,05_Q,20211117_enamine_to_xchem.csv,CC1(CN(CC(=O)NC2CC2)S(=O)(=O)C=3C=CC(Cl)=CC31)C(=O)NC=4C=NC=C5C=C(C=CC45)S(=O)(=O)C,EDJ-MED-dac03e7f-2,4,100,EDJ-MED-dac03e7f-2,Racemic or presumed racemic or meso,Z5367986334,H3592320,3.1
1181202-Y4-75,05_R,20211117_enamine_to_xchem.csv,ClC=1C=CC=C(CC(=O)NC2=CN=CN3C=NN=C23)C1,EDJ-MED-076d6e64-1,4,100,EDJ-MED-076d6e64-1,Achiral,Z5032732282,H3584849,1.5
1181202-Y4-75,05_S,20211117_enamine_to_xchem.csv,CNC(=O)CN1C[C@]2(CC(=O)N(C2=O)C=3C=NC=C4C=CC=CC34)C=5C=C(Cl)C=CC5C1=O,LUO-POS-868e8996-8,4,100,LUO-POS-868e8996-8,Single unknown enantiomer,Z5442717970,H3593219,2.7
1181202-Y4-75,05_T,20211117_enamine_to_xchem.csv,ClC=1C=CC=2CCN(C(C(=O)NC=3C=NC=C4C=CC=CC34)C2C1)C(=O)CC#N,EDJ-MED-2791eece-4,4,100,EDJ-MED-2791eece-4,Racemic or presumed racemic or meso,Z5278655706,H3608430,2.9
