Library Plate,Source well,Library Name,SMILES,Code,Volume (ul),Concentration (mM),external_ID,stereochemistry,catalog_ID,Batch ID
1181202-Y4-04,A05,20200601_enamine_to_xchem.csv,O=C(NC=1C=CC=NC1)NC=2C=NC=C(C#N)C2,CHR-SOS-363-1,4,100,CHR-SOS-363cfb78-1,Achiral,Z4444621855,UNK
1181202-Y4-04,B05,20200601_enamine_to_xchem.csv,CC=1C=CN=CC1NC(=O)CCC2=NC=3C=C(Cl)C=CC3O2,GAB-REV-70c-22,4,100,,Achiral,Z4444622014,UNK
1181202-Y4-04,C05,20200601_enamine_to_xchem.csv,CC=1C=CC(NC(=O)CC=2C=CC=C(Cl)C2)=CN1,EDG-MED-0da5ad92-13,4,100,,Achiral,Z1460846673,UNK
1181202-Y4-04,D05,20200601_enamine_to_xchem.csv,CC=1C=NC=C(NC(=O)CC=2C=CC=C(Cl)C2)C1,EDG-MED-0da5ad92-12,4,100,,Achiral,Z1354993587,UNK
1181202-Y4-04,E05,20200601_enamine_to_xchem.csv,ClC=1C=NN(CCN2C(=NN=C2N3CCNC(=O)C3)C4CCC(=O)N4)C1,KUS-THE-322-7,4,100,,Racemic or presumed racemic or meso,Z4466167933,UNK
1181202-Y4-04,F05,20200601_enamine_to_xchem.csv,CC=1NN=CC1NC(=O)CC=2C=CC=C(Cl)C2,EDG-MED-0da5ad92-21,4,100,,Achiral,Z4198291056,UNK
1181202-Y4-04,G05,20200601_enamine_to_xchem.csv,CC1=NC(CCN2C(=NN=C2N3CCOC(C)(C)C3)C4CCC(=O)N4)=NN1,KUS-THE-322-5,4,100,,Racemic or presumed racemic or meso,Z4466167917,UNK
1181202-Y4-04,H05,20200601_enamine_to_xchem.csv,CC=1C=CN=CC1NC(=O)CC=2C=CC=C(Br)C2,JAN-GHE-83b26c96-12,4,100,,Achiral,Z1129289393,UNK
1181202-Y4-04,I05,20200601_enamine_to_xchem.csv,CCOCC(=O)NCC=1C=CC(CNC(=O)CN2N=NC=3C=CC=CC23)=CC1,m_275592____14114838____15844248____13186276,4,100,,Achiral,Z4473878692,UNK
1181202-Y4-04,J05,20200601_enamine_to_xchem.csv,NC(=O)C1CCN(CC1)C2=NN=C(C3CCC(=O)N3)N2CCC=4C=C(F)C=C(F)C4,KUS-THE-322-16,4,100,,Racemic or presumed racemic or meso,Z4466167883,UNK
1181202-Y4-04,K05,20200601_enamine_to_xchem.csv,CC=1C=C(CC(=O)NC=2C=NC=CC2C)NN1,EDJ-MED-c9f55a56-1,4,100,,Achiral,Z4497196444,UNK
1181202-Y4-04,L05,20200601_enamine_to_xchem.csv,CC(C)(CN1C(=NN=C1N2CCCC(C2)C(=O)N)C3CCC(=O)N3)C=4C=CC=CC4F,KUS-THE-322-14,4,100,,Diastereomeric mixture,Z4466167866,UNK
1181202-Y4-04,M05,20200601_enamine_to_xchem.csv,OC=1C=C(C(=O)N2CCN(CC2)C=3C=CC(F)=CC3)C=4C=CC=CC4N1,BEN-DND-7e92b6ca-14,4,100,,Achiral,Z30620763,UNK
1181202-Y4-04,N05,20200601_enamine_to_xchem.csv,COC=1C=CC=C(C1)N2CCN(CC2)C(=O)C=3C=C(O)N=C4C=CC=CC34,BEN-DND-7e92b6ca-12,4,100,,Achiral,Z26565177,UNK
