Library Plate,Source well,Library Name,SMILES,Code,Volume (ul),Concentration (mM),external_ID,stereochemistry,catalog_ID,Batch ID,"Amount, mg (left)"
1181202-Y4-24,05_A,20201021_enamine_to_xchem.csv,ClC=1C=CC=2OCCC(C(=O)NC3=CC(=O)NC=4C=CC=CC34)C2C1,FRA-DIA-e29753f2-1,4,100,JAG-UCB-c61058a9-45,Racemic or presumed racemic or meso,Z4661830643,UNK,UNK
1181202-Y4-24,05_B,20201021_enamine_to_xchem.csv,ClC=1C=CC=2CCC=C(C(=O)NC=3C=NC=C4C=CC=CC34)C2C1,MAT-POS-0c8fa4a7-1,4,100,MAT-POS-0c8fa4a7-1,Achiral,Z4670228993,UNK,UNK
1181202-Y4-24,05_C,20201021_enamine_to_xchem.csv,CC=1C=CN2C=NN=C2C1NC(=O)C3CCOC=4C=CC(Cl)=CC34,JAG-UCB-52b62a6f-11,4,100,JAG-UCB-52b62a6f-11,Racemic or presumed racemic or meso,Z4661830658,UNK,UNK
1181202-Y4-24,05_D,20201021_enamine_to_xchem.csv,ClC=1C=CC=2OCCC(C(=O)NC=3C=CC=C4C=NNC34)C2C1,JAG-UCB-52b62a6f-13,4,100,JAG-UCB-52b62a6f-13,Racemic or presumed racemic or meso,Z1675273451,UNK,UNK
1181202-Y4-24,05_E,20201021_enamine_to_xchem.csv,CC(C)OC=1C=C(Cl)C=C(C1)N(CCC2CCCCC2)C(=O)NC=3C=NC=CC3C,MAT-POS-53907a1c-2,4,100,MAT-POS-53907a1c-2,Achiral,Z4658934592,UNK,UNK
1181202-Y4-24,05_F,20201021_enamine_to_xchem.csv,CC=1C=CN=CC1NC(=O)CC=2C=C(Cl)C=C(C2)C3=NC=CN3,RAL-THA-6b94ceba-9,4,100,,Achiral,Z4609618486,UNK,UNK
1181202-Y4-24,05_G,20201021_enamine_to_xchem.csv,CC=1C=CN2C=NN=C2C1NC(=O)CC=3C=CC=C(Cl)C3,EDJ-MED-c8e7a002-4,4,100,EDJ-MED-c8e7a002-4,Achiral,Z2194341943,UNK,UNK
1181202-Y4-24,05_H,20201021_enamine_to_xchem.csv,COC=1C=CC=CC1NCCNC(=O)C2=CC(=O)NC=3C=CC=CC23,MAR-UCB-f313ec4d-4,4,100,MAR-UCB-f313ec4d-4,Achiral,Z4655756141,UNK,UNK
1181202-Y4-24,05_I,20201021_enamine_to_xchem.csv,COC=1C=CC(=CC1)C(CC=2C=NN(C)C2)C(=O)NC3=CNC=4C=CC=CC34,ALP-POS-a3de0cb1-14,4,100,ALP-POS-a3de0cb1-14,Racemic or presumed racemic or meso,Z4618924282,UNK,UNK
1181202-Y4-24,05_J,20201021_enamine_to_xchem.csv,CN(C)C=1C=CC(=CC1)N(CC2=CSC=N2)C(=O)CN3N=NC=4C=CC=CC34,ALP-POS-87c86d55-1,4,100,ALP-POS-87c86d55-1,Achiral,Z4689476940,UNK,UNK
1181202-Y4-24,05_K,20201021_enamine_to_xchem.csv,CCCCC1=NC(=CN1)C2=NC=CN2CCC=3C=CC=CN3,MAT-POS-ea426761-52,4,100,,Achiral,Z2736056036,UNK,UNK
1181202-Y4-24,05_L,20201021_enamine_to_xchem.csv,CCCCC1=NC(=CN1)C2=NC=CN2CC(F)(F)F,MAT-POS-ea426761-49,4,100,,Achiral,Z2736192471,UNK,UNK
1181202-Y4-24,05_M,20201021_enamine_to_xchem.csv,CCCCC1=NC(=CN1)C2=NC=CN2CC=3C=COC3,MAT-POS-ea426761-53,4,100,,Achiral,Z2736054246,UNK,UNK
1181202-Y4-24,05_N,20201021_enamine_to_xchem.csv,CC(=O)NCCC1=CNC=2C=CC(O)=CC12,MAR-UCB-195bc32d-16,4,100,JOH-MSK-a63bdd1d-4,Achiral,Z1509140242,UNK,UNK
1181202-Y4-24,05_O,20201021_enamine_to_xchem.csv,CC1=NN(C)C=2NN=C(NC(=O)CC=3C=CC=C(Cl)C3)C12,EDJ-MED-c8e7a002-6,4,100,EDJ-MED-c8e7a002-6,Achiral,Z1205109041,UNK,UNK
1181202-Y4-24,05_P,20201021_enamine_to_xchem.csv,ClC=1C=CC=2NCCC(C(=O)NC=3C=NC=C4C=CC=CC34)C2C1,ALP-POS-477dc5b7-2,4,100,ALP-POS-477dc5b7-2,Racemic or presumed racemic or meso,Z4655756137,UNK,UNK
1181202-Y4-24,05_Q,20201021_enamine_to_xchem.csv,CC=1C=CC(=CC1)N(CC=2C=CC=C(Cl)C2)C(=O)CN3N=NC=4C=CC=CC34,CHO-MSK-00c5269a-1,4,100,CHO-MSK-00c5269a-1,Achiral,Z4664916425,UNK,UNK
1181202-Y4-24,05_R,20201021_enamine_to_xchem.csv,ClC=1C=CC=C(CN(C(=O)CN2N=NC=3C=CC=CC23)C=4C=CC(=CC4)N5CCCCC5)C1,CHO-MSK-00c5269a-5,4,100,CHO-MSK-00c5269a-5,Achiral,Z4664916430,UNK,UNK
1181202-Y4-24,05_S,20201021_enamine_to_xchem.csv,ClC=1C=CC=2OCCC(C(=O)NC3=NNC=4C=CN=C(Br)C34)C2C1,JAG-UCB-52b62a6f-15,4,100,JAG-UCB-52b62a6f-15,Racemic or presumed racemic or meso,Z4661830691,UNK,UNK
1181202-Y4-24,05_T,20201021_enamine_to_xchem.csv,CNC(=O)C=1C=C(Cl)C=C(CC(=O)NC=2C=NC=CC2C)C1,RAL-THA-6b94ceba-7,4,100,,Achiral,Z4609618485,UNK,UNK
1181202-Y4-24,05_U,20201021_enamine_to_xchem.csv,ClC=1C=CC=C(CN(C(=O)CN2N=NC=3C=CC=CC23)C=4C=CC(=CC4)N5CCOCC5)C1,CHO-MSK-00c5269a-4,4,100,CHO-MSK-00c5269a-4,Achiral,Z4664916429,UNK,UNK
1181202-Y4-24,05_V,20201021_enamine_to_xchem.csv,COC=1C=CC(=CC1)N(CC=2C=CC=C(Cl)C2)C(=O)CN3N=NC=4C=CC=CC34,CHO-MSK-00c5269a-2,4,100,CHO-MSK-00c5269a-2,Achiral,Z4664916427,UNK,UNK
