Library Plate,Source well,Library Name,SMILES,Code,Volume (ul),Concentration (mM),external_ID,stereochemistry,catalog_ID,Batch ID
1181202-Y4-67,05_A,20210924_enamine_to_xchem.csv,OC(=O)C=1C=CC=2C(NC(=O)CC=3C=CC=C(Cl)C3)=CN=CC2C1,MAT-POS-90fd5f68-38,4,100,MAT-POS-90fd5f68-38,Achiral,Z5261485099,H3420487
1181202-Y4-67,05_B,20210924_enamine_to_xchem.csv,CNC(=O)CN1CC(C(=O)NC=2C=NC=C3C=CC=C(C)C23)C=4C=C(Cl)C=CC4C1=O,MAT-POS-e119ab4f-3,4,100,MAT-POS-e119ab4f-3,Racemic or presumed racemic or meso,Z5278655724,H3421703
1181202-Y4-67,05_C,20210924_enamine_to_xchem.csv,ClC=1C=CC=2OCCC3(CCN(C3=O)C=4C=NC=C5C=CC=CC45)C2C1,EDJ-MED-159244ea-1,4,100,ALP-POS-477dc5b7-4,Racemic or presumed racemic or meso,Z5207980861,H3421719
1181202-Y4-67,05_D,20210924_enamine_to_xchem.csv,CC(C)N(C)S(=O)(=O)N1CC(C(=O)NC=2C=NC=C3C=CC=CC23)C=4C=C(Cl)C=CC4C1,MAT-POS-5cd9ea36-19,4,100,MAT-POS-5cd9ea36-19,Racemic or presumed racemic or meso,Z5169210150,H3405899
1181202-Y4-67,05_E,20210924_enamine_to_xchem.csv,CS(=O)(=O)N1CCC=2C=CC(Cl)=CC2C1C(=O)NC=3C=NC=C4C=CC=CC34,EDJ-MED-b774e9fe-2,4,100,EDJ-MED-b774e9fe-2,Racemic or presumed racemic or meso,Z5261485096,H3412407
1181202-Y4-67,05_F,20210924_enamine_to_xchem.csv,CNC(=O)CN1CC(C(=O)NC=2C=NC=C3C=CC(F)=CC23)C=4C=C(Cl)C=CC4C1=O,MAT-POS-e119ab4f-2,4,100,MAT-POS-e119ab4f-2,Racemic or presumed racemic or meso,Z5278655723,H3415059
1181202-Y4-67,05_G,20210924_enamine_to_xchem.csv,OC(=O)C=1C=CC=2C=NC=C(NC(=O)CC=3C=CC=C(Cl)C3)C2C1,MAT-POS-90fd5f68-37,4,100,MAT-POS-90fd5f68-37,Achiral,Z5261485098,H3404122
1181202-Y4-67,05_H,20210924_enamine_to_xchem.csv,CN(C)C=1C=CC=2C=NC=C(NC(=O)CC=3C=CC=C(Cl)C3)C2C1,PET-UNK-d899bab6-1,4,100,PET-UNK-d899bab6-1,Achiral,Z5261485121,H3404120
1181202-Y4-67,05_I,20210924_enamine_to_xchem.csv,CNC(=O)C=1C=CC=2C(NC(=O)CC=3C=CC=C(Cl)C3)=CN=CC2C1,MAT-POS-90fd5f68-2,4,100,MAT-POS-90fd5f68-2,Achiral,Z5261485101,H3413983
1181202-Y4-67,05_J,20210924_enamine_to_xchem.csv,CN(C=1C=CC=2C=NC=C(NC(=O)CC=3C=CC=C(Cl)C3)C2C1)S(=O)(=O)C,MAT-POS-90fd5f68-28,4,100,MAT-POS-90fd5f68-28,Achiral,Z5261485123,H3428036
1181202-Y4-67,05_K,20210924_enamine_to_xchem.csv,CNC(=O)C=1C=CC=2C=NC=C(NC(=O)CC=3C=CC=C(Cl)C3)C2C1,MAT-POS-90fd5f68-20,4,100,MAT-POS-90fd5f68-20,Achiral,Z5261485106,H3416518
1181202-Y4-67,05_L,20210924_enamine_to_xchem.csv,ClC=1C=CC=C(CC(=O)NC=2C=NC=C3C=C(OCCN4CCCC4)C=CC23)C1,MAT-POS-90fd5f68-14,4,100,MAT-POS-90fd5f68-14,Achiral,Z5261485117,H3420114
1181202-Y4-67,05_M,20210924_enamine_to_xchem.csv,ClC=1C=CC=2CN(CC(C(=O)NC=3C=NC=C4C=CC=CC34)C2C1)C5CCNC5=O,EDJ-MED-12c4873b-5,4,100,EDJ-MED-12c4873b-5,Diastereomeric mixture,Z5261485076,H3428033
1181202-Y4-67,05_N,20210924_enamine_to_xchem.csv,CN(C)C=1C=CC=2C(NC(=O)CC=3C=CC=C(Cl)C3)=CN=CC2C1,MAT-POS-90fd5f68-7,4,100,MAT-POS-90fd5f68-7,Achiral,Z5261485112,H3420489
1181202-Y4-67,05_O,20210924_enamine_to_xchem.csv,NC(=O)C=1C=CC=2C(NC(=O)CC=3C=CC=C(Cl)C3)=CN=CC2C1,MAT-POS-90fd5f68-1,4,100,MAT-POS-90fd5f68-1,Achiral,Z5261485100,H3426111
1181202-Y4-67,05_P,20210924_enamine_to_xchem.csv,CC=1C=CC=C2C=NC=C(N3CCC4(C3)CCOC=5C=CC(Cl)=CC54)C12,EDJ-MED-a6bab6fb-1,4,100,EDJ-MED-a6bab6fb-1,Racemic or presumed racemic or meso,Z5210381237,H3425972
1181202-Y4-67,05_Q,20210924_enamine_to_xchem.csv,CN(C)CCOC=1C=CC=2C(NC(=O)CC=3C=CC=C(Cl)C3)=CN=CC2C1,MAT-POS-90fd5f68-13,4,100,MAT-POS-90fd5f68-13,Achiral,Z5261485115,H3418503
1181202-Y4-67,05_R,20210924_enamine_to_xchem.csv,ClC=1C=CC=2CN(CC(C(=O)NC3=CN=CC4=CNN=C34)C2C1)S(=O)(=O)CC5(CC5)C#N,PET-UNK-19e211a9-2,4,100,MAT-POS-bfd29aac-2,Racemic or presumed racemic or meso,Z5169228407,H3411671
