Library Plate,Source well,Library Name,SMILES,Code,Volume (ul),Concentration (mM),external_ID,stereochemistry,catalog_ID,Batch ID,"Amount, mg (left)"
1303528-Y4-01,05_A,20210224_enamine_to_xchem.csv,COC1(CCOC=2C(F)=CC(F)=CC21)C(=O)NC=3C=NC=C4C=CC=CC34,EDJ-MED-37aac4bd-4,4,100,EDJ-MED-37aac4bd-4,Racemic or presumed racemic or meso,Z4917828869,H2944398,UNK
1303528-Y4-01,05_B,20210224_enamine_to_xchem.csv,ClC=1C=CC=C(C1)C(NC(=O)CN2N=CN3N=CC=C3C2=O)C(=O)NC=4C=NC=C5C=CC=CC45,EDJ-MED-ee07cf00-17,4,100,EDJ-MED-ee07cf00-17,Racemic or presumed racemic or meso,Z4912983671,H2949012,UNK
1303528-Y4-01,05_C,20210224_enamine_to_xchem.csv,ClC=1C=CC=C(C1)C(NC(=O)CN2N=C3CCCN3C(=O)C2=O)C(=O)NC=4C=NC=C5C=CC=CC45,EDJ-MED-ee07cf00-14,4,100,EDJ-MED-ee07cf00-14,Racemic or presumed racemic or meso,Z4912983661,H2949025,UNK
1303528-Y4-01,05_D,20210224_enamine_to_xchem.csv,CC=1N=C2CCC(CN2N1)C(=O)NC(C(=O)NC=3C=NC=C4C=CC=CC34)C=5C=CC=C(Cl)C5,EDJ-MED-ee07cf00-13,4,100,MAT-POS-a13804f0-1,Diastereomeric mixture,Z4912999091,H2949029,UNK
1303528-Y4-01,05_E,20210224_enamine_to_xchem.csv,ClC=1C=CC=C(C1)C(NC(=O)CNC(=O)C=2C=CC(C#N)=CC2)C(=O)NC=3C=NC=C4C=CC=CC34,EDJ-MED-ee07cf00-5,4,100,EDJ-MED-ee07cf00-5,Racemic or presumed racemic or meso,Z4912983644,H2949016,UNK
1303528-Y4-01,05_F,20210224_enamine_to_xchem.csv,FC=1C=C2OCC[C@H](C(=O)NC=3C=NC=C4C=CC=CC34)C2=CC1Cl,rel-RAL-THA-05e671eb-10-2,4,100,MAT-POS-a13804f0-2,Single known enantiomer,Z4926799017,H2958954,UNK
1303528-Y4-01,05_G,20210224_enamine_to_xchem.csv,FC=1C=C2OCC[C@@H](C(=O)NC=3C=NC=C4C=CC=CC34)C2=CC1Cl,rel-RAL-THA-05e671eb-10-1,4,100,MAT-POS-a13804f0-3,Single known enantiomer,Z4926799060,H2958955,UNK
1303528-Y4-01,05_H,20210224_enamine_to_xchem.csv,ClC=1C=CC=C(C1)C(NC(=O)CN2C=C(Cl)C(=O)NC2=O)C(=O)NC=3C=NC=C4C=CC=CC34,EDJ-MED-ee07cf00-16,4,100,EDJ-MED-ee07cf00-16,Racemic or presumed racemic or meso,Z4912983668,H2946226,UNK
1303528-Y4-01,05_I,20210224_enamine_to_xchem.csv,ClC=1C=CC=C(C1)C(NC(=O)CN2CCN(C3CC3)C2=O)C(=O)NC=4C=NC=C5C=CC=CC45,EDJ-MED-ee07cf00-18,4,100,EDJ-MED-ee07cf00-18,Racemic or presumed racemic or meso,Z4912983672,H2949028,UNK
1303528-Y4-01,05_J,20210224_enamine_to_xchem.csv,CC(NC(=O)C1CCC1)C(=O)NC(C(=O)NC=2C=NC=C3C=CC=CC23)C=4C=CC=C(Cl)C4,EDJ-MED-ee07cf00-4,4,100,EDJ-MED-ee07cf00-4,Diastereomeric mixture,Z4912983639,H2949015,UNK
1303528-Y4-01,05_K,20210224_enamine_to_xchem.csv,ClC=1C=C2NCC[C@H](C(=O)NC=3C=NC=C4C=CC=CC34)C2=CC1Cl,rel-MAT-POS-f9802937-9,4,100,MAT-POS-f9802937-9,Single known enantiomer,Z4909940781,H2933414,UNK
1303528-Y4-01,05_L,20210224_enamine_to_xchem.csv,ClC=1C=C2NCC[C@@H](C(=O)NC=3C=NC=C4C=CC=CC34)C2=CC1Cl,rel-MAT-POS-f9802937-8,4,100,MAT-POS-f9802937-8,Single known enantiomer,Z4909940780,H2933413,UNK
1303528-Y4-01,05_M,20210224_enamine_to_xchem.csv,CN1C=C(C=N1)C2=NOC(C2)C(=O)NC(C(=O)NC=3C=NC=C4C=CC=CC34)C=5C=CC=C(Cl)C5,EDJ-MED-ee07cf00-6,4,100,EDJ-MED-ee07cf00-6,Diastereomeric mixture,Z4912983647,H2949018,UNK
1303528-Y4-01,05_N,20210224_enamine_to_xchem.csv,NC(=O)C=1C=CC(OCC(=O)NC(C(=O)NC=2C=NC=C3C=CC=CC23)C=4C=CC=C(Cl)C4)=CC1,EDJ-MED-ee07cf00-12,4,100,EDJ-MED-ee07cf00-12,Racemic or presumed racemic or meso,Z4912983657,H2949248,UNK
1303528-Y4-01,05_O,20210224_enamine_to_xchem.csv,FC(F)(F)C=1N=CN(CC(=O)NC(C(=O)NC=2C=NC=C3C=CC=CC23)C=4C=CC=C(Cl)C4)N1,EDJ-MED-ee07cf00-10,4,100,EDJ-MED-ee07cf00-10,Racemic or presumed racemic or meso,Z4912983654,H2949024,UNK
1303528-Y4-01,05_P,20210224_enamine_to_xchem.csv,ClC=1C=CC=C(C1)C(NC(=O)[C@@H]2CC[C@@H](O2)C(=O)N3CCCC3)C(=O)NC=4C=NC=C5C=CC=CC45,EDJ-MED-ee07cf00-11,4,100,MAT-POS-a13804f0-4,Diastereomeric mixture,Z4919009624,H2949031,UNK
1303528-Y4-01,05_Q,20210224_enamine_to_xchem.csv,ClC=1C=CC=2OCC[C@](CC(=O)N3CCN(CC3)C4CCOC4)(C(=O)NC=5C=NC=C6C=CC=CC56)C2C1,rel-ALP-POS-5bb456a5-8,4,100,ALP-POS-5bb456a5-8,Diastereomeric mixture,Z4909940789,H2933410,UNK
1303528-Y4-01,05_R,20210224_enamine_to_xchem.csv,ClC=1C=CC=2OCC[C@@](CC(=O)N3CCN(CC3)C4CCOC4)(C(=O)NC=5C=NC=C6C=CC=CC56)C2C1,rel-ALP-POS-2da19ca7-2,4,100,ALP-POS-2da19ca7-2,Diastereomeric mixture,Z4909940762,H2933409,UNK
1303528-Y4-01,05_S,20210224_enamine_to_xchem.csv,ClC=1C=CC=C(C1)C(NC(=O)CC=2C=CC(=CC2)N3C=NN=N3)C(=O)NC=4C=NC=C5C=CC=CC45,EDJ-MED-ee07cf00-15,4,100,EDJ-MED-ee07cf00-15,Racemic or presumed racemic or meso,Z4912983663,H2949026,UNK
1303528-Y4-01,05_T,20210224_enamine_to_xchem.csv,ClC=1C=CC(=CC1Cl)C2CCCN(C2=O)C=3C=NC=C4C=CC=CC34,ALP-UNI-3735e77e-1,4,100,ALP-UNI-3735e77e-1,Racemic or presumed racemic or meso,Z4909940770,H2955661,UNK
1303528-Y4-01,05_U,20210224_enamine_to_xchem.csv,C[C@H]1COC=2C=CC(Cl)=CC2[C@@H]1C(=O)NC=3C=NC=C4C=CC=CC34,Z4754686039,4,100,EDJ-MED-e4b030d8-11,Single known enantiomer,Z4754686039,H2670546,UNK
