shipment_ID,catalog_ID,Formula,stereochemistry,sample_MW,purity,PO,Salt_Name,Salt_ratio,MW_salt,volume(uL),concentration(mM),plate_ID,well,SMILES,Name
MAT-POS-af71705c-2,Z3221824434,C23H25N5O2,Achiral,403.476,91.76,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-12,03_A,CC(C)CN1C=C(NC(=O)NC2=NN(CC2)C=3C=CC=CC3)C=4C=CC=CC4C1=O,"1-[2-(2-methylpropyl)-1-oxo-1,2-dihydroisoquinolin-4-yl]-3-(1-phenyl-4,5-dihydro-1H-pyrazol-3-yl)urea"
BEN-DND-93268d01-15,Z1725526371,C14H14N2O2,Racemic or presumed racemic or meso,242.273,100,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-12,03_B,CC(C(=O)NC=1C=NC=CC1O)C=2C=CC=CC2,N-(4-hydroxypyridin-3-yl)-2-phenylpropanamide
NAU-LAT-445f63e5-3,Z3547550267,C11H12N4O3S,Achiral,280.302,85.85,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-12,03_C,O=S(=O)(CC1=NOC(=N1)C2CC2)NC=3C=CC=NC3,"1-(5-cyclopropyl-1,2,4-oxadiazol-3-yl)-N-(pyridin-3-yl)methanesulfonamide"
JAG-UCB-c61058a9-18,Z2077755635,C14H13ClN4O2,Racemic or presumed racemic or meso,304.731,100,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-12,03_D,ClC=1C=CC=2OCC(C(=O)NC3=NN=CN3C4CC4)C2C1,"5-chloro-N-(4-cyclopropyl-4H-1,2,4-triazol-3-yl)-2,3-dihydro-1-benzofuran-3-carboxamide"
WAR-XCH-eb7b662f-4,Z4444621985,C12H10ClN3O2,Achiral,263.679,98.36,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-12,03_E,OC=1C=C(Cl)C=C(NC(=O)NC=2C=CC=NC2)C1,3-(3-chloro-5-hydroxyphenyl)-1-(pyridin-3-yl)urea
NAU-LAT-8502cac5-2,Z1851724994,C17H13ClN4O2,Racemic or presumed racemic or meso,340.763,100,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-12,03_F,ClC=1C=CC=2OCC(C(=O)NC3=NN=CN3C=4C=CC=CC4)C2C1,"5-chloro-N-(4-phenyl-4H-1,2,4-triazol-3-yl)-2,3-dihydro-1-benzofuran-3-carboxamide"
NAU-LAT-8502cac5-1,Z2646024721,C20H21N3O2,Racemic or presumed racemic or meso,335.399,100,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-12,03_G,CC(C)N1C(NC(=O)C2CCOC=3C=CC=CC23)=NC=4C=CC=CC14,"N-[1-(propan-2-yl)-1H-1,3-benzodiazol-2-yl]-3,4-dihydro-2H-1-benzopyran-4-carboxamide"
BRU-THA-a358fbdd-2,Z2959502145,C16H18N4O2,Racemic or presumed racemic or meso,298.339,100,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-12,03_H,CC1(CCOC=2C=CC=CC21)C(=O)NC3=NN=CN3C4CC4,"N-(4-cyclopropyl-4H-1,2,4-triazol-3-yl)-4-methyl-3,4-dihydro-2H-1-benzopyran-4-carboxamide"
NAU-LAT-8502cac5-9,Z1185510380,C16H20N4O2,Racemic or presumed racemic or meso,300.355,100,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-12,03_I,CC(C)N1C=NN=C1CNC(=O)C2CCOC=3C=CC=CC23,"N-{[4-(propan-2-yl)-4H-1,2,4-triazol-3-yl]methyl}-3,4-dihydro-2H-1-benzopyran-4-carboxamide"
EDJ-MED-6af13d92-1,Z4511099378,C20H20N2O4,Achiral,352.383,100,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-12,03_J,COC=1C=CC=CC1OCCNC(=O)C2=CC(=O)NC=3C=CC=C(C)C23,"N-[2-(2-methoxyphenoxy)ethyl]-5-methyl-2-oxo-1,2-dihydroquinoline-4-carboxamide"
