shipment_ID,catalog_ID,Formula,stereochemistry,sample_MW,purity,PO,Salt_Name,Salt_ratio,MW_salt,volume(uL),concentration(mM),plate_ID,well,SMILES,Name
VLA-UCB-1dbca3b4-1,Z1738381336,C16H13ClN2O2,Racemic or presumed racemic or meso,300.739,92.06,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-15,05_A,ClC=1C=CC=C(CC(=O)NC2C(=O)NC=3C=CC=CC23)C1,"2-(3-chlorophenyl)-N-(2-oxo-2,3-dihydro-1H-indol-3-yl)acetamide"
MIC-UNK-4c7b8ba7-1,Z1080091020,C13H15ClN2O2,Racemic or presumed racemic or meso,266.723,95.84,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-15,05_B,ClC=1C=CC=C(CC(=O)NC2CCCNC2=O)C1,2-(3-chlorophenyl)-N-(2-oxopiperidin-3-yl)acetamide
MAT-POS-0bc33984-1,Z1995520696,C14H17ClN2O2,Racemic or presumed racemic or meso,280.749,100,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-15,05_C,CC1CCNC(=O)C1NC(=O)CC=2C=CC=C(Cl)C2,2-(3-chlorophenyl)-N-(4-methyl-2-oxopiperidin-3-yl)acetamide
VLA-UCB-1dbca3b4-15,Z1675865540,C19H15ClN2O2,Racemic or presumed racemic or meso,338.787,100,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-15,05_D,ClC=1C=CC=2OCCC(C(=O)NC=3C=NC=C4C=CC=CC34)C2C1,"6-chloro-N-(isoquinolin-4-yl)-3,4-dihydro-2H-1-benzopyran-4-carboxamide"
MAT-POS-f7918075-5,Z4610110896,C16H12ClN3O,Achiral,297.738,100,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-15,05_E,ClC=1C=CC=C(CC(=O)NC=2C=NC=C3C=CN=CC23)C1,"2-(3-chlorophenyl)-N-(2,6-naphthyridin-4-yl)acetamide"
ALP-POS-f13221e1-2,Z1530718787,C17H13ClN2O2,Achiral,312.750,100,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-15,05_F,ClC=1C=CC=C(OCC(=O)NC=2C=NC=C3C=CC=CC23)C1,2-(3-chlorophenoxy)-N-(isoquinolin-4-yl)acetamide
MAT-POS-bb423b95-7,Z4609618515,C18H15ClN2O,Achiral,310.777,97.2,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-15,05_G,CN(C(=O)CC=1C=CC=C(Cl)C1)C=2C=NC=C3C=CC=CC23,2-(3-chlorophenyl)-N-(isoquinolin-4-yl)-N-methylacetamide
MAT-POS-bb423b95-5,Z4049956746,C16H17ClN2O,Achiral,288.771,96.61,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-15,05_H,CC(C)C=1C=CN=CC1NC(=O)CC=2C=CC=C(Cl)C2,2-(3-chlorophenyl)-N-[4-(propan-2-yl)pyridin-3-yl]acetamide
MAT-POS-0bc33984-2,Z2965036889,C13H15ClN2O2,Racemic or presumed racemic or meso,266.723,100,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-15,05_I,CC1(CCNC1=O)NC(=O)CC=2C=CC=C(Cl)C2,2-(3-chlorophenyl)-N-(3-methyl-2-oxopyrrolidin-3-yl)acetamide
MAT-POS-bb423b95-2,Z4609618501,C16H12ClN3O,Achiral,297.738,100,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-15,05_J,ClC=1C=CC=C(CC(=O)NC=2C=NC=C3C=CC=NC23)C1,"2-(3-chlorophenyl)-N-(1,6-naphthyridin-8-yl)acetamide"
