shipment_ID,catalog_ID,Formula,stereochemistry,sample_MW,purity,PO,Salt_Name,Salt_ratio,MW_salt,volume(uL),concentration(mM),plate_ID,well,SMILES,Name,Batch ID,"Amount, mg"
ALP-UNI-8d415491-4,Z4949474114,C18H14Cl2N4O,Racemic or presumed racemic or meso,373.235,100,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-48,03_A,ClC=1C=C2NCCC(C(=O)NC=3C=NC=C4C=CN=CC34)C2=CC1Cl,"6,7-dichloro-N-(2,6-naphthyridin-4-yl)-1,2,3,4-tetrahydroquinoline-4-carboxamide",H3018034,
ALP-UNI-8d415491-3,Z4949474113,C18H14Cl2N4O,Racemic or presumed racemic or meso,373.235,100,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-48,03_B,ClC=1C=C2NCCC(C(=O)NC=3C=NC=C4C=NC=CC34)C2=CC1Cl,"6,7-dichloro-N-(2,7-naphthyridin-4-yl)-1,2,3,4-tetrahydroquinoline-4-carboxamide",H3018048,
MAT-POS-dd3ad2b5-3,Z4943083706,C20H17ClN4O2,Racemic or presumed racemic or meso,380.827,97.49,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-48,03_C,NC(=O)N1CC(C(=O)NC=2C=NC=C3C=CC=CC23)C=4C=C(Cl)C=CC4C1,"6-chloro-N4-(isoquinolin-4-yl)-1,2,3,4-tetrahydroisoquinoline-2,4-dicarboxamide",H3006814,
EDG-MED-ba1ac7b9-22,Z4914836784,C28H25ClN6O4,Diastereomeric mixture,544.988,98,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-48,03_D,NC(=O)C1CC=2NC=NC2CN1C(=O)CC3(CCOC=4C=CC(Cl)=CC43)C(=O)NC=5C=NC=C6C=CC=CC56,"5-(2-{6-chloro-4-[(isoquinolin-4-yl)carbamoyl]-3,4-dihydro-2H-1-benzopyran-4-yl}acetyl)-1H,4H,5H,6H,7H-imidazo[4,5-c]pyridine-6-carboxamide",H3007776,
MAT-POS-90505e2b-1,Z4943083695,C20H13ClN2O4,Racemic or presumed racemic or meso,380.781,98.25,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-48,03_E,ClC=1C=CC=2OCCC3(OC(=O)N(C3=O)C=4C=NC=C5C=CC=CC45)C2C1,"6-chloro-4'-(isoquinolin-4-yl)-2,3-dihydrospiro[1-benzopyran-4,2'-[1,4]oxazolidine]-3',5'-dione",H3013174,
JIN-POS-6dc588a4-3,Z1079752314,C14H13ClN2O2,Achiral,276.718,95.71,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-48,03_F,COC=1C=CN=CC1NC(=O)CC=2C=CC=C(Cl)C2,2-(3-chlorophenyl)-N-(4-methoxypyridin-3-yl)acetamide,H3014127,
ALP-POS-5bb456a5-1,Z4909940782,C28H31ClN4O5S,Diastereomeric mixture,571.087,100,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-48,03_G,CC1CN(CCC1NC(=O)CC2(CCOC=3C=CC(Cl)=CC32)C(=O)NC=4C=NC=C5C=CC=CC45)S(=O)(=O)C,"6-chloro-N-(isoquinolin-4-yl)-4-{[(1-methanesulfonyl-3-methylpiperidin-4-yl)carbamoyl]methyl}-3,4-dihydro-2H-1-benzopyran-4-carboxamide",H3007783,
EDJ-MED-cf4b0d25-4,Z4919009683,C19H16ClN3O2,Racemic or presumed racemic or meso,353.802,100,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-48,03_H,CC(=O)NC(C(=O)NC=1C=NC=C2C=CC=CC12)C=3C=CC=C(Cl)C3,2-(3-chlorophenyl)-2-acetamido-N-(isoquinolin-4-yl)acetamide,H3011869,
rac- EDJ-MED-611d11e7-7,Z4943083740,C21H19ClN2O4,Racemic or presumed racemic or meso,398.839,100,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-48,03_I,COC=1C=CC=2C=NC=C(NC(=O)C3(CCOC=4C=CC(Cl)=CC43)OC)C2C1,"6-chloro-4-methoxy-N-(6-methoxyisoquinolin-4-yl)-3,4-dihydro-2H-1-benzopyran-4-carboxamide",H3005125,
rac-EDJ-MED-611d11e7-1,Z4943083746,C21H19ClN2O5S,Racemic or presumed racemic or meso,446.903,100,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-48,03_J,COC1(CCOC=2C=CC(Cl)=CC21)C(=O)NC=3C=NC=C4C=CC(=CC34)S(=O)(=O)C,"6-chloro-N-(6-methanesulfonylisoquinolin-4-yl)-4-methoxy-3,4-dihydro-2H-1-benzopyran-4-carboxamide",H3005128,
rac-EDJ-MED-611d11e7-9,Z4943083738,C20H16ClFN2O3,Racemic or presumed racemic or meso,386.804,97.61,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-48,03_K,COC=1C=CC=2C=NC=C(NC(=O)C3CCOC=4C=C(F)C(Cl)=CC34)C2C1,"6-chloro-7-fluoro-N-(6-methoxyisoquinolin-4-yl)-3,4-dihydro-2H-1-benzopyran-4-carboxamide",H3005127,
rac-EDJ-MED-611d11e7-3,Z4943083743,C20H16ClFN2O4S,Racemic or presumed racemic or meso,434.868,97.87,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-48,03_L,CS(=O)(=O)C=1C=CC=2C=NC=C(NC(=O)C3CCOC=4C=C(F)C(Cl)=CC34)C2C1,"6-chloro-7-fluoro-N-(6-methanesulfonylisoquinolin-4-yl)-3,4-dihydro-2H-1-benzopyran-4-carboxamide",H3005121,
rac-EDJ-MED-611d11e7-6,Z4943083741,C19H13ClF2N2O2,Racemic or presumed racemic or meso,374.768,100,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-48,03_M,FC=1C=CC=2C=NC=C(NC(=O)C3CCOC=4C=C(F)C(Cl)=CC34)C2C1,"6-chloro-7-fluoro-N-(6-fluoroisoquinolin-4-yl)-3,4-dihydro-2H-1-benzopyran-4-carboxamide",H3005103,
EDJ-MED-cf4b0d25-3,Z4949474115,C22H20ClN3O3,Diastereomeric mixture,409.865,100,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-48,03_N,ClC=1C=CC=C(C1)C(NC(=O)[C@@H]2CCCO2)C(=O)NC=3C=NC=C4C=CC=CC34,2-(3-chlorophenyl)-N-(isoquinolin-4-yl)-2-{[(2S)-oxolan-2-yl]formamido}acetamide,H3006810,
ALP-POS-8b8a49e1-6,Z1624193949,C17H14ClNO2,Racemic or presumed racemic or meso,299.751,98.99,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-48,03_O,ClC=1C=CC=C(CC(=O)NC2CC(=O)C=3C=CC=CC23)C1,"2-(3-chlorophenyl)-N-(3-oxo-2,3-dihydro-1H-inden-1-yl)acetamide",H3014397,
JIN-POS-6dc588a4-5,Z4951865294,C16H13ClN2O,Achiral,284.740,99.75,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-48,03_P,ClC=1C=CC=C(CC(=O)NC2=CNC=3C=CC=CC23)C1,2-(3-chlorophenyl)-N-(1H-indol-3-yl)acetamide,H3014464,
JIN-POS-6dc588a4-8,Z1978124319,C15H11ClN2O2,Achiral,286.713,99,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-48,04_A,ClC=1C=CC=C(CC(=O)NC2=NOC=3C=CC=CC23)C1,"N-(1,2-benzoxazol-3-yl)-2-(3-chlorophenyl)acetamide",H3014462,
JIN-POS-6dc588a4-9,Z3289090394,C15H12ClN3O,Achiral,285.728,100,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-48,04_B,ClC=1C=CC=C(CC(=O)NC=2C=NN3C=CC=CC23)C1,"2-(3-chlorophenyl)-N-{pyrazolo[1,5-a]pyridin-3-yl}acetamide",H3014131,
RUB-POS-1325a9ea-21,Z4951847532,C17H16ClNO3S,Racemic or presumed racemic or meso,349.831,95.54,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-48,04_C,ClC=1C=CC=C(CC(=O)NC2CS(=O)(=O)CC=3C=CC=CC23)C1,"2-(3-chlorophenyl)-N-(2,2-dioxo-3,4-dihydro-1H-2??-benzothiopyran-4-yl)acetamide",H3014141,
