shipment_ID,catalog_ID,Formula,stereochemistry,sample_MW,purity,PO,Salt_Name,Salt_ratio,MW_salt,volume(uL),concentration(mM),plate_ID,well,SMILES,Name
FRA-DIA-e29753f2-1,Z4661830643,C19H15ClN2O3,Racemic or presumed racemic or meso,354.787,100,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-27,03_A,ClC=1C=CC=2OCCC(C(=O)NC3=CC(=O)NC=4C=CC=CC34)C2C1,"6-chloro-N-(2-oxo-1,2-dihydroquinolin-4-yl)-3,4-dihydro-2H-1-benzopyran-4-carboxamide"
MAT-POS-0c8fa4a7-1,Z4670228993,C20H15ClN2O,Achiral,334.798,100,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-27,03_B,ClC=1C=CC=2CCC=C(C(=O)NC=3C=NC=C4C=CC=CC34)C2C1,"7-chloro-N-(isoquinolin-4-yl)-3,4-dihydronaphthalene-1-carboxamide"
JAG-UCB-52b62a6f-11,Z4661830658,C17H15ClN4O2,Racemic or presumed racemic or meso,342.779,100,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-27,03_C,CC=1C=CN2C=NN=C2C1NC(=O)C3CCOC=4C=CC(Cl)=CC34,"6-chloro-N-{7-methyl-[1,2,4]triazolo[4,3-a]pyridin-8-yl}-3,4-dihydro-2H-1-benzopyran-4-carboxamide"
JAG-UCB-52b62a6f-13,Z1675273451,C17H14ClN3O2,Racemic or presumed racemic or meso,327.764,100,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-27,03_D,ClC=1C=CC=2OCCC(C(=O)NC=3C=CC=C4C=NNC34)C2C1,"6-chloro-N-(1H-indazol-7-yl)-3,4-dihydro-2H-1-benzopyran-4-carboxamide"
MAT-POS-53907a1c-2,Z4658934592,C24H32ClN3O2,Achiral,429.982,99,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-27,03_E,CC(C)OC=1C=C(Cl)C=C(C1)N(CCC2CCCCC2)C(=O)NC=3C=NC=CC3C,3-[3-chloro-5-(propan-2-yloxy)phenyl]-3-(2-cyclohexylethyl)-1-(4-methylpyridin-3-yl)urea
RAL-THA-6b94ceba-9,Z4609618486,C17H15ClN4O,Achiral,326.780,93,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-27,03_F,CC=1C=CN=CC1NC(=O)CC=2C=C(Cl)C=C(C2)C3=NC=CN3,2-[3-chloro-5-(1H-imidazol-2-yl)phenyl]-N-(4-methylpyridin-3-yl)acetamide
EDJ-MED-c8e7a002-4,Z2194341943,C15H13ClN4O,Achiral,300.742,95,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-27,03_G,CC=1C=CN2C=NN=C2C1NC(=O)CC=3C=CC=C(Cl)C3,"2-(3-chlorophenyl)-N-{7-methyl-[1,2,4]triazolo[4,3-a]pyridin-8-yl}acetamide"
MAR-UCB-f313ec4d-4,Z4655756141,C19H19N3O3,Achiral,337.372,95.28,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-27,03_H,COC=1C=CC=CC1NCCNC(=O)C2=CC(=O)NC=3C=CC=CC23,"N-{2-[(2-methoxyphenyl)amino]ethyl}-2-oxo-1,2-dihydroquinoline-4-carboxamide"
ALP-POS-a3de0cb1-14,Z4618924282,C22H22N4O2,Racemic or presumed racemic or meso,374.435,100,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-27,03_I,COC=1C=CC(=CC1)C(CC=2C=NN(C)C2)C(=O)NC3=CNC=4C=CC=CC34,N-(1H-indol-3-yl)-2-(4-methoxyphenyl)-3-(1-methyl-1H-pyrazol-4-yl)propanamide
ALP-POS-87c86d55-1,Z4689476940,C20H20N6OS,Achiral,392.477,99,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-27,03_J,CN(C)C=1C=CC(=CC1)N(CC2=CSC=N2)C(=O)CN3N=NC=4C=CC=CC34,"2-(1H-1,2,3-benzotriazol-1-yl)-N-[4-(dimethylamino)phenyl]-N-[(1,3-thiazol-4-yl)methyl]acetamide"
