shipment_ID,catalog_ID,Formula,stereochemistry,sample_MW,purity,PO,Salt_Name,Salt_ratio,MW_salt,volume(uL),concentration(mM),plate_ID,well,SMILES,Name,Batch ID,"Amount, mg (left)"
EDJ-MED-e69ed63d-6,Z5335933804,C24H20ClFN4O4,Racemic or presumed racemic or meso,482.891,100,COVID-19,,,0,40,20,1178796-Y40-78,03_A,FC=1C=CC=2C(NC(=O)C3CN(CC(=O)NC4COC4)C(=O)C=5C=CC(Cl)=CC35)=CN=CC2C1,"6-chloro-N-(7-fluoroisoquinolin-4-yl)-2-{[(oxetan-3-yl)carbamoyl]methyl}-1-oxo-1,2,3,4-tetrahydroisoquinoline-4-carboxamide",H3461350,39.7
RAL-THA-a9c31980-5,Z5261485088,C24H23ClN4O3,Racemic or presumed racemic or meso,450.917,98.88,COVID-19,,,0,40,20,1178796-Y40-78,03_B,CCCNC(=O)CN1CC(C(=O)NC=2C=NC=C3C=CC=CC23)C=4C=C(Cl)C=CC4C1=O,"6-chloro-N-(isoquinolin-4-yl)-1-oxo-2-[(propylcarbamoyl)methyl]-1,2,3,4-tetrahydroisoquinoline-4-carboxamide",H3461345,152.4
EDJ-MED-43f8f7d6-6,Z5261485094,C24H21ClN4O4,Racemic or presumed racemic or meso,464.900,100,COVID-19,,,0,40,20,1178796-Y40-78,03_C,ClC=1C=CC=2C(=O)N(CC(=O)NC3COC3)CC(C(=O)NC=4C=NC=C5C=CC=CC45)C2C1,"6-chloro-N-(isoquinolin-4-yl)-2-{[(oxetan-3-yl)carbamoyl]methyl}-1-oxo-1,2,3,4-tetrahydroisoquinoline-4-carboxamide",H3461344,52.6
RAL-THA-a9c31980-9,Z5261485091,C26H25ClN4O3,Racemic or presumed racemic or meso,476.954,100,COVID-19,,,0,40,20,1178796-Y40-78,03_D,ClC=1C=CC=2C(=O)N(CC(=O)NCC3CCC3)CC(C(=O)NC=4C=NC=C5C=CC=CC45)C2C1,"6-chloro-2-{[(cyclobutylmethyl)carbamoyl]methyl}-N-(isoquinolin-4-yl)-1-oxo-1,2,3,4-tetrahydroisoquinoline-4-carboxamide",H3461354,76.5
EDJ-MED-2791eece-10,Z5278655713,C22H20ClN3O3S,Racemic or presumed racemic or meso,441.930,100,COVID-19,,,0,40,20,1178796-Y40-78,03_E,ClC=1C=CC=2CCN(C(C(=O)NC=3C=NC=C4C=CC=CC34)C2C1)S(=O)(=O)C5CC5,"7-chloro-2-(cyclopropanesulfonyl)-N-(isoquinolin-4-yl)-1,2,3,4-tetrahydroisoquinoline-1-carboxamide",H3447954,31.9
EDJ-MED-2791eece-11,Z5278655718,C21H21ClN4O3S,Racemic or presumed racemic or meso,444.934,95.21,COVID-19,,,0,40,20,1178796-Y40-78,03_F,CN(C)S(=O)(=O)N1CCC=2C=CC(Cl)=CC2C1C(=O)NC=3C=NC=C4C=CC=CC34,"7-chloro-2-(dimethylsulfamoyl)-N-(isoquinolin-4-yl)-1,2,3,4-tetrahydroisoquinoline-1-carboxamide",H3454248,10.6
EDJ-MED-e69ed63d-13,Z5335933836,C24H22ClFN4O3,Racemic or presumed racemic or meso,468.907,100,COVID-19,,,0,40,20,1178796-Y40-78,03_G,CCCNC(=O)CN1CC(C(=O)NC=2C=NC=C3C=C(F)C=CC23)C=4C=C(Cl)C=CC4C1=O,"6-chloro-N-(7-fluoroisoquinolin-4-yl)-1-oxo-2-[(propylcarbamoyl)methyl]-1,2,3,4-tetrahydroisoquinoline-4-carboxamide",H3463447,114.9
EDJ-MED-c3ea9889-6,Z5335933725,C20H14ClFN2O2,Diastereomeric mixture,368.788,100,COVID-19,,,0,40,20,1178796-Y40-78,03_H,FC=1C=CC=2C(NC(=O)C3(CC4C3)C=5C=C(Cl)C=CC5O4)=CN=CC2C1,"4-chloro-N-(7-fluoroisoquinolin-4-yl)-8-oxatricyclo[7.1.1.0?,?]undeca-2(7),3,5-triene-1-carboxamide",H3463318,95.4
MAT-POS-90fd5f68-39,Z5261485127,C19H17ClN2O2,Achiral,340.803,100,COVID-19,,,0,40,20,1178796-Y40-78,03_I,COCC=1C=CC=2C=NC=C(NC(=O)CC=3C=CC=C(Cl)C3)C2C1,2-(3-chlorophenyl)-N-[6-(methoxymethyl)isoquinolin-4-yl]acetamide,H3467623,43.1
EDJ-MED-8bb691af-6,Z5207980919,C26H23ClN4O3S,Racemic or presumed racemic or meso,507.003,100,COVID-19,,,0,40,20,1178796-Y40-78,03_J,ClC=1C=CC=2CN(CC3(CCN(C3=O)C=4C=NC=C5C=CC=CC45)C2C1)S(=O)(=O)CC6(CC6)C#N,"1-({[6-chloro-1'-(isoquinolin-4-yl)-2'-oxo-2,3-dihydro-1H-spiro[isoquinoline-4,3'-pyrrolidin]-2-yl]sulfonyl}methyl)cyclopropane-1-carbonitrile",H3468925,29.1
