shipment_ID,catalog_ID,Formula,stereochemistry,sample_MW,purity,PO,Salt_Name,Salt_ratio,MW_salt,volume(uL),concentration(mM),plate_ID,well,SMILES,Name
MIC-UNK-08cd9c58-1,Z4610110890,C16H12ClN3O,Achiral,297.738,86.22,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-17,05_A,ClC=1C=CC=C(CC(=O)NC=2C=NC=C3N=CC=CC23)C1,"2-(3-chlorophenyl)-N-(1,7-naphthyridin-5-yl)acetamide"
EDG-MED-0da5ad92-7,Z4497196450,C18H21ClN2O2,Achiral,332.824,100,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-17,05_B,CCCCOC=1C=CC(Cl)=CC1CC(=O)NC=2C=NC=CC2C,2-(2-butoxy-5-chlorophenyl)-N-(4-methylpyridin-3-yl)acetamide
ALP-POS-a3de0cb1-15,Z89623971,C24H22N2O2,Achiral,370.443,100,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-17,05_C,COC=1C=CC(=CC1)N(CC=2C=CC=CC2)C(=O)CC3=CNC=4C=CC=CC34,N-benzyl-2-(1H-indol-3-yl)-N-(4-methoxyphenyl)acetamide
ALP-POS-3b848b35-2,Z4598673995,C20H16ClN3O3,Racemic or presumed racemic or meso,381.812,91,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-17,05_D,ClC=1C=C(CC(=O)NC=2C=NC=C3C=CC=CC23)C=C(OC4CC(=O)N4)C1,2-{3-chloro-5-[(4-oxoazetidin-2-yl)oxy]phenyl}-N-(isoquinolin-4-yl)acetamide
MAT-POS-f42f3716-6,Z4609618466,C21H17ClF2N2O,Achiral,386.822,100,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-17,05_E,CC=1C=CC(=C(F)C1F)C=2C=C(Cl)C=C(CC(=O)NC=3C=NC=CC3C)C2,"2-{5-chloro-2',3'-difluoro-4'-methyl-[1,1'-biphenyl]-3-yl}-N-(4-methylpyridin-3-yl)acetamide"
MAT-POS-f42f3716-3,Z4609618453,C23H21ClN2O4,Achiral,424.876,100,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-17,05_F,COC(=O)C=1C=CC(=C(OC)C1)C=2C=C(Cl)C=C(CC(=O)NC=3C=NC=CC3C)C2,"methyl 3'-chloro-2-methoxy-5'-{[(4-methylpyridin-3-yl)carbamoyl]methyl}-[1,1'-biphenyl]-4-carboxylate"
MAT-POS-f42f3716-2,Z4609618450,C21H18Cl2N2O3S,Achiral,449.350,100,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-17,05_G,CC=1C=CN=CC1NC(=O)CC=2C=C(Cl)C=C(C2)C=3C=CC(=CC3Cl)S(=O)(=O)C,"2-{2',5-dichloro-4'-methanesulfonyl-[1,1'-biphenyl]-3-yl}-N-(4-methylpyridin-3-yl)acetamide"
MAT-POS-f42f3716-1,Z4609618449,C23H19ClF2N2O,Racemic or presumed racemic or meso,412.859,100,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-17,05_H,CC=1C=CN=CC1NC(=O)CC=2C=C(Cl)C=C(C2)C=3C=CC(=CC3)C4CC4(F)F,"2-[5-chloro-4'-(2,2-difluorocyclopropyl)-[1,1'-biphenyl]-3-yl]-N-(4-methylpyridin-3-yl)acetamide"
MAT-POS-f42f3716-4,Z4609618457,C22H20ClFN2O,Achiral,382.858,100,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-17,05_I,CCC=1C=C(F)C=CC1C=2C=C(Cl)C=C(CC(=O)NC=3C=NC=CC3C)C2,"2-{5-chloro-2'-ethyl-4'-fluoro-[1,1'-biphenyl]-3-yl}-N-(4-methylpyridin-3-yl)acetamide"
MAT-POS-f42f3716-8,Z4609618470,C23H18ClF3N2O,Achiral,430.850,100,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-17,05_J,CC=1C=CN=CC1NC(=O)CC=2C=C(Cl)C=C(/C=C(/C=3C=CC=CC3)\C(F)(F)F)C2,"2-{3-chloro-5-[(1Z)-3,3,3-trifluoro-2-phenylprop-1-en-1-yl]phenyl}-N-(4-methylpyridin-3-yl)acetamide"
EDG-MED-0da5ad92-5,Z4497196452,C15H15ClN2O2,Racemic or presumed racemic or meso,290.744,100,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-17,05_K,CC=1C=CN=CC1NC(=O)C(CO)C=2C=CC=C(Cl)C2,2-(3-chlorophenyl)-3-hydroxy-N-(4-methylpyridin-3-yl)propanamide
PET-UNK-bbe8d7ff-2,Z4615338475,C16H14ClN3O,Achiral,299.754,100,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-17,05_L,CC=1C=CN=CC1N(CC#N)C(=O)CC=2C=CC=C(Cl)C2,2-(3-chlorophenyl)-N-(cyanomethyl)-N-(4-methylpyridin-3-yl)acetamide
MAT-POS-590ac91e-16,Z4522568198,C10H12F2N2O2,Single known enantiomer,230.211,100,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-17,05_M,"C[C@@H](OC(F)F)C(=O)NC=1C=NC=CC1C |o1:1,r|",rel-(2R)-2-(difluoromethoxy)-N-(4-methylpyridin-3-yl)propanamide
MAT-POS-590ac91e-17,Z4522568183,C10H12F2N2O2,Single known enantiomer,230.211,100,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-17,05_N,"C[C@H](OC(F)F)C(=O)NC=1C=NC=CC1C |o1:1,r|",rel-(2R)-2-(difluoromethoxy)-N-(4-methylpyridin-3-yl)propanamide
