shipment_ID,catalog_ID,Formula,stereochemistry,sample_MW,purity,PO,Salt_Name,Salt_ratio,MW_salt,volume(uL),concentration(mM),plate_ID,well,SMILES,Name
ALP-POS-c0c213c9-9,Z4553589407,C27H24N6O2,Achiral,464.518,98.87,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-11,03_A,CN1C=NC(CN(C(=O)C2=CN=NN2C=3C=CC=CC3)C=4C=CC(OCC=5C=CC=CC5)=CC4)=C1,"N-[4-(benzyloxy)phenyl]-N-[(1-methyl-1H-imidazol-4-yl)methyl]-1-phenyl-1H-1,2,3-triazole-5-carboxamide"
ALP-POS-c0c213c9-14,Z4553575183,C23H21N5O,Achiral,383.445,99,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-11,03_B,CN1C=CC(CN(C(=O)CC=2C=CC=NC2)C=3C=CC(=CC3)C=4C=CC=CN4)=N1,N-[(1-methyl-1H-pyrazol-3-yl)methyl]-N-[4-(pyridin-2-yl)phenyl]-2-(pyridin-3-yl)acetamide
ALP-POS-c0c213c9-12,Z4553564299,C20H24N6O2S,Achiral,412.508,98,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-11,03_C,NCC1=CN(CC(=O)N(CC=2C=CSC2)C=3C=CC(=CC3)N4CCOCC4)N=N1,"2-[4-(aminomethyl)-1H-1,2,3-triazol-1-yl]-N-[4-(morpholin-4-yl)phenyl]-N-[(thiophen-3-yl)methyl]acetamide"
LON-WEI-babf2c61-4,Z4509080674,C28H30FN3O3,Racemic or presumed racemic or meso,475.554,90.75,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-11,03_D,CC(C)(C)C=1C=CC(=CC1)N(C(C(=O)NCCC=2C=CC=C(F)C2)C=3C=NC=C(O)C3)C(=O)C=C,N-(4-tert-butylphenyl)-N-({[2-(3-fluorophenyl)ethyl]carbamoyl}(5-hydroxypyridin-3-yl)methyl)prop-2-enamide
LON-WEI-babf2c61-8,Z4509080711,C25H21F4N3O3,Racemic or presumed racemic or meso,487.446,100,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-11,03_E,OC=1C=NC=C(C1)C(N(C(=O)C=C)C=2C=CC(=CC2)C(F)(F)F)C(=O)NCCC=3C=CC=C(F)C3,N-({[2-(3-fluorophenyl)ethyl]carbamoyl}(5-hydroxypyridin-3-yl)methyl)-N-[4-(trifluoromethyl)phenyl]prop-2-enamide
VLA-UCB-00f2c2b3-2,Z1951831918,C15H14N4O,Achiral,266.297,83.39,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-11,03_F,CC=1C=CN=CC1NC(=O)CC=2C=CC=3NN=CC3C2,2-(1H-indazol-5-yl)-N-(4-methylpyridin-3-yl)acetamide
BEN-BAS-f6e16b09-1,Z3347909109,C22H23NO4,Diastereomeric mixture,365.422,86.22,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-11,03_G,OC(=O)C1(CC2(CNCC=3C=CC=4CCOC4C3)C1)C(O2)C=5C=CC=CC5,"1-({[(2,3-dihydro-1-benzofuran-6-yl)methyl]amino}methyl)-3-phenyl-2-oxabicyclo[2.1.1]hexane-4-carboxylic acid"
ADA-UCB-6c2cb422-3,Z2595889736,C17H19N3O,Achiral,281.352,98.87,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-11,03_H,CC=1C=CN=CC1CC(=O)NC=2C=CC=C3CCNCC23,"2-(4-methylpyridin-3-yl)-N-(1,2,3,4-tetrahydroisoquinolin-8-yl)acetamide"
COM-UCB-8c7d23dc-1,Z56801196,C13H10FN5O2,Achiral,287.249,100,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-11,03_I,FC=1C=CC=CC1OCC(=O)NC=2N=CN=C3NC=NC23,2-(2-fluorophenoxy)-N-(9H-purin-6-yl)acetamide
COM-UCB-8c7d23dc-18,Z1647884510,C17H15N5O3,Achiral,337.332,100,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-11,03_J,CC=1NC=2N=CN=C(NC(=O)C=3C=CC=C4N(C)C(=O)OC34)C2C1C,"N-{5,6-dimethyl-7H-pyrrolo[2,3-d]pyrimidin-4-yl}-3-methyl-2-oxo-2,3-dihydro-1,3-benzoxazole-7-carboxamide"
