shipment_ID,catalog_ID,Formula,stereochemistry,sample_MW,purity,PO,Salt_Name,Salt_ratio,MW_salt,volume(uL),concentration(mM),plate_ID,well,SMILES,Name,Batch ID,"Amount, mg"
Z4990112005,Z4990112005,C13H16FN5O3S,Racemic or presumed racemic or meso,341.361,100,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-48,05_A,NS(=O)(=O)NCC1CCCCN1C(=O)C=2N=CC=C(C#N)C2F,N-{[1-(4-cyano-3-fluoropyridine-2-carbonyl)piperidin-2-yl]methyl}aminosulfonamide,H3098851,
Z3634042984,Z3634042984,C16H17FN2O2,Diastereomeric mixture,288.316,100,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-48,05_B,"FC1CC(C#N)N(C1)C(=O)[C@@H]2CCO[C@H]2C=3C=CC=CC3 |&1:10,14,r|","rac-4-fluoro-1-[(2R,3R)-2-phenyloxolane-3-carbonyl]pyrrolidine-2-carbonitrile",H3098852,
Z1617126293,Z1617126293,C21H18F3N5O,Racemic or presumed racemic or meso,413.395,100,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-48,05_C,NC1=C(C#N)C=NN1C=2C=CC=C(C2)C(=O)NC(CCC=3C=CC=CC3)C(F)(F)F,"3-(5-amino-4-cyano-1H-pyrazol-1-yl)-N-(1,1,1-trifluoro-4-phenylbutan-2-yl)benzamide",H3098608,
Z1083405980,Z1083405980,C18H11Cl2F3N4O2,Achiral,443.206,94.45,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-48,05_D,FC(F)(F)C1=CC=NN1C=2C=CC=C(C2)C(=O)NNC(=O)C=3C(Cl)=CC=CC3Cl,"2,6-dichloro-N'-{3-[5-(trifluoromethyl)-1H-pyrazol-1-yl]benzoyl}benzohydrazide",H3098848,
Z3634038801,Z3634038801,C16H13F3N4O,Diastereomeric mixture,334.295,100,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-48,05_E,CC1=CN(N=C1C(=O)N2CC(F)CC2C#N)C=3C(F)=CC=CC3F,"1-[1-(2,6-difluorophenyl)-4-methyl-1H-pyrazole-3-carbonyl]-4-fluoropyrrolidine-2-carbonitrile",H3098778,
Z1507786233,Z1507786233,C22H21N5O3,Racemic or presumed racemic or meso,403.433,100,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-48,05_F,CC(CC(=O)OCC=1C=CC=CC1)NC(=O)C=2C=CC=C(C2)N3N=CC(C#N)=C3N,benzyl 3-{[3-(5-amino-4-cyano-1H-pyrazol-1-yl)phenyl]formamido}butanoate,H3099501,
Z2641095528,Z2641095528,C14H16F3N5O3S,Racemic or presumed racemic or meso,391.368,100,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-48,05_G,NS(=O)(=O)NCC1CCCCN1C(=O)C=2C=NC(=C(C#N)C2)C(F)(F)F,N-({1-[5-cyano-6-(trifluoromethyl)pyridine-3-carbonyl]piperidin-2-yl}methyl)aminosulfonamide,H3098843,
Z1177683775,Z1177683775,C18H12BrFN6O2,Achiral,443.229,100,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-48,05_H,NC1=C(C#N)C=NN1C=2C=CC=C(C2)C(=O)NNC(=O)C=3C=CC(F)=CC3Br,N'-[3-(5-amino-4-cyano-1H-pyrazol-1-yl)benzoyl]-2-bromo-4-fluorobenzohydrazide,H3098517,
Z1862754700,Z1862754700,C20H15F4N5O2,Single known enantiomer,433.359,100,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-48,05_I,COC=1C=CC(=CC1F)[C@H](NC(=O)C=2C=CC=C(C2)N3N=CC(C#N)=C3N)C(F)(F)F,"3-(5-amino-4-cyano-1H-pyrazol-1-yl)-N-[(1S)-2,2,2-trifluoro-1-(3-fluoro-4-methoxyphenyl)ethyl]benzamide",H3101251,
Z1572003125,Z1572003125,C20H21N7O2S,Racemic or presumed racemic or meso,423.491,99.49,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-48,05_J,CC(C)CC(NC(=O)C=1C=CC=C(C1)N2N=CC(C#N)=C2N)C(=O)NC3=NC=CS3,"2-{[3-(5-amino-4-cyano-1H-pyrazol-1-yl)phenyl]formamido}-4-methyl-N-(1,3-thiazol-2-yl)pentanamide",H3098845,
Z3598908285,Z3598908285,C16H13F4N5O,Single known enantiomer,367.300,98.12,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-48,05_K,NC1=C(C#N)C=NN1C=2C=CC=C(C2)C(=O)N3C[C@@H](F)C[C@@H]3C(F)(F)F,"5-amino-1-{3-[(2R,4S)-4-fluoro-2-(trifluoromethyl)pyrrolidine-1-carbonyl]phenyl}-1H-pyrazole-4-carbonitrile",H3100421,
