shipment_ID,catalog_ID,Formula,stereochemistry,sample_MW,purity,PO,Salt_Name,Salt_ratio,MW_salt,volume(uL),concentration(mM),plate_ID,well,SMILES,Name,Batch ID,"Amount, mg (left)"
EDJ-MED-d9f3798e-3,Z5115885787,C20H18ClN3O5S2,Racemic or presumed racemic or meso,479.957,100,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-57,05_A,CS(=O)(=O)NC=1C=CC=2C=NC=C(NC(=O)C3CCS(=O)(=O)C=4C=CC(Cl)=CC34)C2C1,"6-chloro-N-(6-methanesulfonamidoisoquinolin-4-yl)-1,1-dioxo-3,4-dihydro-2H-1??-benzothiopyran-4-carboxamide",H3249294,18.8
EDJ-MED-dd2a8363-2,Z5115885795,C17H14ClN3O3S,Racemic or presumed racemic or meso,375.829,100,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-57,05_B,ClC=1C=CC2=C(C1)C(CCS2(=O)=O)C(=O)NC=3C=NN4C=CC=CC34,"6-chloro-1,1-dioxo-N-{pyrazolo[1,5-a]pyridin-3-yl}-3,4-dihydro-2H-1??-benzothiopyran-4-carboxamide",H3249293,41.6
rel-EDJ-MED-b7309adf-1-1,Z5128058551,C19H14ClFN2O3S,Single unknown enantiomer,404.842,98.85,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-57,05_C,"FC=1C=CC=2C(NC(=O)[C@H]3CCS(=O)(=O)C=4C=CC(Cl)=CC34)=CN=CC2C1 |o1:9,r|","rel-(4R)-6-chloro-N-(7-fluoroisoquinolin-4-yl)-1,1-dioxo-3,4-dihydro-2H-1??-benzothiopyran-4-carboxamide",H3261540,30.9
rel-EDJ-MED-b7309adf-1-2,Z5128044494,C19H14ClFN2O3S,Single unknown enantiomer,404.842,99.06,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-57,05_D,"FC=1C=CC=2C(NC(=O)[C@@H]3CCS(=O)(=O)C=4C=CC(Cl)=CC34)=CN=CC2C1 |o1:9,r|","rel-(4R)-6-chloro-N-(7-fluoroisoquinolin-4-yl)-1,1-dioxo-3,4-dihydro-2H-1??-benzothiopyran-4-carboxamide",H3261541,20.4
RAL-THA-176e263b-4,Z5115885788,C20H16ClN3O2,Racemic or presumed racemic or meso,365.812,96.34,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-57,05_E,CC1(CNC(=O)C=2C=CC(Cl)=CC21)C(=O)NC=3C=NC=C4C=CC=CC34,"6-chloro-N-(isoquinolin-4-yl)-4-methyl-1-oxo-1,2,3,4-tetrahydroisoquinoline-4-carboxamide",H3258326,44.5
JIN-POS-6dc588a4-12,Z4951865295,C15H12ClN3O,Achiral,285.728,100,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-57,05_F,ClC=1C=CC=C(CC(=O)NC=2C=NC=C3NC=CC23)C1,"2-(3-chlorophenyl)-N-{1H-pyrrolo[2,3-c]pyridin-4-yl}acetamide",H3260604,6.3
EDJ-MED-827e7cb4-4,Z5060771470,C20H15F2N3O4S,Racemic or presumed racemic or meso,431.412,100,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-57,05_G,CS(=O)(=O)C=1C=CC=2C=NC=C(NC(=O)C3CNC(=O)C=4C(F)=CC(F)=CC34)C2C1,"6,8-difluoro-N-(6-methanesulfonylisoquinolin-4-yl)-1-oxo-1,2,3,4-tetrahydroisoquinoline-4-carboxamide",H3250477,45.4
EDJ-MED-6e43a462-11,Z2282901478,C15H16ClN3O,Achiral,289.760,100,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-57,05_H,ClC=1C=CC=C(CC(=O)NC2=CN=C3CCCCN23)C1,"2-(3-chlorophenyl)-N-{5H,6H,7H,8H-imidazo[1,2-a]pyridin-3-yl}acetamide",H3252091,51.9
BEN-DND-d1eb1f41-10,Z5012902033,C22H22ClN3O2,Racemic or presumed racemic or meso,395.881,100,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-57,05_I,CC(C)(O)C=1C=CC=2C=NC=C(NC(=O)C3CCNC=4C=CC(Cl)=CC34)C2C1,"6-chloro-N-[6-(2-hydroxypropan-2-yl)isoquinolin-4-yl]-1,2,3,4-tetrahydroquinoline-4-carboxamide",H3247489,20.2
rel-BEN-BAS-c2bc0d80-6-1,Z5141104122,C21H15ClN2O3,Single unknown enantiomer,378.808,93.08,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-57,05_J,"ClC=1C=CC=2OCC[C@@]3(CC(=O)N(C3=O)C=4C=NC=C5C=CC=CC45)C2C1 |o1:8,r|","rel-(4R)-6-chloro-1'-(isoquinolin-4-yl)-2,3-dihydrospiro[1-benzopyran-4,3'-pyrrolidine]-2',5'-dione",H3256466,0
rel-BEN-BAS-c2bc0d80-6-2,Z5141108986,C21H15ClN2O3,Single unknown enantiomer,378.808,92.06,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-57,05_K,"ClC=1C=CC=2OCC[C@]3(CC(=O)N(C3=O)C=4C=NC=C5C=CC=CC45)C2C1 |o1:8,r|","rel-(4R)-6-chloro-1'-(isoquinolin-4-yl)-2,3-dihydrospiro[1-benzopyran-4,3'-pyrrolidine]-2',5'-dione",H3256465,0
