shipment_ID,catalog_ID,Formula,stereochemistry,sample_MW,purity,PO,Salt_Name,Salt_ratio,MW_salt,volume(uL),concentration(mM),plate_ID,well,SMILES,Name,Batch ID,"Amount, mg (left)"
MAT-POS-2e8b2191-11,Z5210381243,C23H22ClN5O5S,Racemic or presumed racemic or meso,515.969,100,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-73,03_A,CNC(=O)CN1CC(C(=O)NC=2C=NC=C3C=CC(NS(=O)(=O)C)=CC23)C=4C=C(Cl)C=CC4C1=O,"6-chloro-N-(6-methanesulfonamidoisoquinolin-4-yl)-2-[(methylcarbamoyl)methyl]-1-oxo-1,2,3,4-tetrahydroisoquinoline-4-carboxamide",H3357650,50
RAL-THA-9041a04d-4,Z5115885805,C18H15ClN4O2,Racemic or presumed racemic or meso,354.790,97.36,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-73,03_B,ClC=1C=CC=2OCCC(C(=O)NC3=CN=CN3C=4C=CC=NC4)C2C1,"6-chloro-N-[1-(pyridin-3-yl)-1H-imidazol-5-yl]-3,4-dihydro-2H-1-benzopyran-4-carboxamide",H3363307,38.2
EDJ-MED-be9e6f63-2,Z5147540274,C24H20ClFN4O3S,Racemic or presumed racemic or meso,498.957,100,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-73,03_C,FC=1C=CC=2C(NC(=O)C3CN(CC=4C=CC(Cl)=CC34)S(=O)(=O)CC5(CC5)C#N)=CN=CC2C1,"6-chloro-2-[(1-cyanocyclopropyl)methanesulfonyl]-N-(7-fluoroisoquinolin-4-yl)-1,2,3,4-tetrahydroisoquinoline-4-carboxamide",H3367683,38.2
EDJ-MED-eb111c00-2,Z5115885804,C22H20ClN3O3,Racemic or presumed racemic or meso,409.865,95.05,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-73,03_D,COCCN1CC(C(=O)NC=2C=NC=C3C=CC=CC23)C=4C=C(Cl)C=CC4C1=O,"6-chloro-N-(isoquinolin-4-yl)-2-(2-methoxyethyl)-1-oxo-1,2,3,4-tetrahydroisoquinoline-4-carboxamide",H3360456,48.9
EDJ-MED-76744c27-7,Z5169209952,C24H26ClN3O4S,Racemic or presumed racemic or meso,487.998,98.57,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-73,03_E,COC(C)(C)CS(=O)(=O)N1CC(C(=O)NC=2C=NC=C3C=CC=CC23)C=4C=C(Cl)C=CC4C1,"6-chloro-N-(isoquinolin-4-yl)-2-(2-methoxy-2-methylpropanesulfonyl)-1,2,3,4-tetrahydroisoquinoline-4-carboxamide",H3369400,16.4
MAT-POS-5cd9ea36-4,Z5169210082,C22H23ClN4O3S,Racemic or presumed racemic or meso,458.961,98.7,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-73,03_F,CC(C)NS(=O)(=O)N1CC(C(=O)NC=2C=NC=C3C=CC=CC23)C=4C=C(Cl)C=CC4C1,"6-chloro-N-(isoquinolin-4-yl)-2-[(propan-2-yl)sulfamoyl]-1,2,3,4-tetrahydroisoquinoline-4-carboxamide",H3369398,18.6
EDJ-MED-be9e6f63-1,Z5169209933,C25H23ClN4O4S,Racemic or presumed racemic or meso,510.992,100,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-73,03_G,COC=1C=CC=2C(NC(=O)C3CN(CC=4C=CC(Cl)=CC34)S(=O)(=O)CC5(CC5)C#N)=CN=CC2C1,"6-chloro-2-[(1-cyanocyclopropyl)methanesulfonyl]-N-(7-methoxyisoquinolin-4-yl)-1,2,3,4-tetrahydroisoquinoline-4-carboxamide",H3368592,61.5
EDJ-MED-be9e6f63-4,Z5147540271,C24H20Cl2N4O3S,Racemic or presumed racemic or meso,515.411,100,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-73,03_H,ClC=1C=CC=2CN(CC(C(=O)NC=3C=NC=C4C=C(Cl)C=CC34)C2C1)S(=O)(=O)CC5(CC5)C#N,"6-chloro-N-(7-chloroisoquinolin-4-yl)-2-[(1-cyanocyclopropyl)methanesulfonyl]-1,2,3,4-tetrahydroisoquinoline-4-carboxamide",H3372893,34.4
EDJ-MED-6e43a462-1,Z5115885786,C16H14ClN3O2,Achiral,315.754,100,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-73,03_I,COC=1C=CN2C(NC(=O)CC=3C=CC=C(Cl)C3)=CN=C2C1,"2-(3-chlorophenyl)-N-{7-methoxyimidazo[1,2-a]pyridin-3-yl}acetamide",H3345519,24.6
ALP-POS-6479a3a9-2,Z5115885807,C19H18ClN3O3S,Achiral,403.882,100,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-73,03_J,CS(=O)(=O)NCC=1C=CC(Cl)=CC1CC(=O)NC=2C=NC=C3C=CC=CC23,2-[5-chloro-2-(methanesulfonamidomethyl)phenyl]-N-(isoquinolin-4-yl)acetamide,H3350680,41.6
ALP-POS-d054b76b-5,Z5115885806,C22H20ClN5O3S,Achiral,469.943,100,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-73,03_K,ClC=1C=CC(CNS(=O)(=O)N2CC(C2)C#N)=C(CC(=O)NC=3C=NC=C4C=CC=CC34)C1,2-[5-chloro-2-({[(3-cyanoazetidin-1-yl)sulfonyl]amino}methyl)phenyl]-N-(isoquinolin-4-yl)acetamide,H3350679,28
MAT-POS-c20a539d-1,Z5210381245,C18H15ClN2O2,Achiral,326.776,100,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-73,03_L,COC=1C=CC=2C(NC(=O)CC=3C=CC=C(Cl)C3)=CN=CC2C1,2-(3-chlorophenyl)-N-(7-methoxyisoquinolin-4-yl)acetamide,H3357685,132.4
EDJ-MED-015fb6b4-2-1,Z5197589990,C22H19ClN4O3,Single unknown enantiomer,422.864,100,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-73,03_M,"CNC(=O)CN1C[C@@H](C(=O)NC=2C=NC=C3C=CC=CC23)C=4C=C(Cl)C=CC4C1=O |o1:7,r|","rel-(4R)-6-chloro-N-(isoquinolin-4-yl)-2-[(methylcarbamoyl)methyl]-1-oxo-1,2,3,4-tetrahydroisoquinoline-4-carboxamide",H3361634,32.5
EDJ-MED-015fb6b4-2-2,Z5197590127,C22H19ClN4O3,Single unknown enantiomer,422.864,100,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-73,03_N,"CNC(=O)CN1C[C@H](C(=O)NC=2C=NC=C3C=CC=CC23)C=4C=C(Cl)C=CC4C1=O |o1:7,r|","rel-(4R)-6-chloro-N-(isoquinolin-4-yl)-2-[(methylcarbamoyl)methyl]-1-oxo-1,2,3,4-tetrahydroisoquinoline-4-carboxamide",H3361635,15.9
ALP-POS-b3e0acc5-1,Z5191958814,C22H20ClN3O4S,Racemic or presumed racemic or meso,457.929,100,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-73,03_O,CS(=O)(=O)CCN1CC(C(=O)NC=2C=NC=C3C=CC=CC23)C=4C=C(Cl)C=CC4C1=O,"6-chloro-N-(isoquinolin-4-yl)-2-(2-methanesulfonylethyl)-1-oxo-1,2,3,4-tetrahydroisoquinoline-4-carboxamide",H3360449,33.9
MAT-POS-a2421bb6-1,Z5060771460,C18H18ClN3O2,Diastereomeric mixture,343.807,100,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-73,03_P,NC1CCC=2C1=CN=CC2NC(=O)C3CCOC=4C=CC(Cl)=CC34,"N-{7-amino-5H,6H,7H-cyclopenta[c]pyridin-4-yl}-6-chloro-3,4-dihydro-2H-1-benzopyran-4-carboxamide",H3365357,20.9
EDJ-MED-159244ea-2,Z5207980867,C21H19ClN2O,Racemic or presumed racemic or meso,350.841,95.22,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-73,04_A,ClC=1C=CC=2OCCC3(CCN(C3)C=4C=NC=C5C=CC=CC45)C2C1,"6-chloro-1'-(isoquinolin-4-yl)-2,3-dihydrospiro[1-benzopyran-4,3'-pyrrolidine]",H3375641,30.1
ALP-POS-1cbc2fae-1,Z5115885782,C19H16ClN3O3S,Racemic or presumed racemic or meso,401.866,100,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-73,04_B,CC1(CNS(=O)(=O)C=2C=CC(Cl)=CC21)C(=O)NC=3C=NC=C4C=CC=CC34,"6-chloro-N-(isoquinolin-4-yl)-4-methyl-1,1-dioxo-3,4-dihydro-2H-1??,2-benzothiazine-4-carboxamide",H3375637,8.1
MAT-POS-5cd9ea36-23,Z5169210173,C22H23ClN4O4S,Racemic or presumed racemic or meso,474.960,100,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-73,04_C,CN(CCO)S(=O)(=O)N1CC(C(=O)NC=2C=NC=C3C=CC=CC23)C=4C=C(Cl)C=CC4C1,"6-chloro-2-[(2-hydroxyethyl)(methyl)sulfamoyl]-N-(isoquinolin-4-yl)-1,2,3,4-tetrahydroisoquinoline-4-carboxamide",H3359165,6.5
MAT-POS-e36d57d9-1,Z5169210055,C25H24ClN5O5S2,Racemic or presumed racemic or meso,574.071,100,200415-FTE / COVID-19,,,0,40,20,1178796-Y40-73,04_D,CS(=O)(=O)NC=1C=CC=2C=NC=C(NC(=O)C3CN(CC=4C=CC(Cl)=CC34)S(=O)(=O)CC5(CC5)C#N)C2C1,"6-chloro-2-[(1-cyanocyclopropyl)methanesulfonyl]-N-(6-methanesulfonamidoisoquinolin-4-yl)-1,2,3,4-tetrahydroisoquinoline-4-carboxamide",H3363257,0
