shipment_ID,catalog_ID,Formula,stereochemistry,sample_MW,purity,PO,Salt_Name,Salt_ratio,MW_salt,volume(uL),concentration(mM),plate_ID,well,SMILES,Name
JAG-UCB-ef2c0e8e-2,Z27788997,C11H11BrN2O2,Racemic or presumed racemic or meso,283.121,100,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-06,05_A,BrC=1C=CC=C(NC(=O)C2CCC(=O)N2)C1,N-(3-bromophenyl)-5-oxopyrrolidine-2-carboxamide
JAG-UCB-4709a583-1,Z1348442959,C15H13ClN6O,Racemic or presumed racemic or meso,328.756,100,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-06,05_B,ClC=1C=CC=C(C1)N2CCC(NC3=NC=CN4C=NN=C34)C2=O,"1-(3-chlorophenyl)-3-({[1,2,4]triazolo[4,3-a]pyrazin-8-yl}amino)pyrrolidin-2-one"
JAG-UCB-ef2c0e8e-7,Z821000364,C11H11F3N6O2,Achiral,316.239,100,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-06,05_C,CN1C=NN=C1CNC(=O)NC2=CC(=CNC2=O)C(F)(F)F,"3-[(4-methyl-4H-1,2,4-triazol-3-yl)methyl]-1-[2-oxo-5-(trifluoromethyl)-1,2-dihydropyridin-3-yl]urea"
NIR-THE-c33-6,Z4461624309,C18H18ClNO,Racemic or presumed racemic or meso,299.794,100,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-06,05_D,CC=1C=CC=C(C1)C2CN(CC=3C=CC=CC23)C(=O)CCl,"2-chloro-1-[4-(3-methylphenyl)-1,2,3,4-tetrahydroisoquinolin-2-yl]ethan-1-one"
Z4509080650,Z4509080650,C28H29ClFN3O2,Racemic or presumed racemic or meso,494,100,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-06,05_E,CC(C)(C)C=1C=CC(=CC1)N(C(C(=O)NCCC=2C=CC=C(F)C2)C=3C=NC=C(Cl)C3)C(=O)C=C,N-(4-tert-butylphenyl)-N-[(5-chloropyridin-3-yl)({[2-(3-fluorophenyl)ethyl]carbamoyl})methyl]prop-2-enamide
NAU-LAT-64f4b287-3,Z258606294,C13H15ClN4O2S,Achiral,326.801,100,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-06,05_F,ClCC(=O)N1CCN(CC2=NC(=NO2)C3=CC=CS3)CC1,"2-chloro-1-(4-{[3-(thiophen-2-yl)-1,2,4-oxadiazol-5-yl]methyl}piperazin-1-yl)ethan-1-one"
Z4509080683,Z4509080683,C25H20ClF4N3O2,Racemic or presumed racemic or meso,505.891,91.15,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-06,05_G,FC=1C=CC=C(CCNC(=O)C(N(C(=O)C=C)C=2C=CC(=CC2)C(F)(F)F)C=3C=NC=C(Cl)C3)C1,N-[(5-chloropyridin-3-yl)({[2-(3-fluorophenyl)ethyl]carbamoyl})methyl]-N-[4-(trifluoromethyl)phenyl]prop-2-enamide
Z4509080660,Z4509080660,C29H32FN3O2,Racemic or presumed racemic or meso,473.581,86,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-06,05_H,CC=1C=NC=C(C1)C(N(C(=O)C=C)C=2C=CC(=CC2)C(C)(C)C)C(=O)NCCC=3C=CC=C(F)C3,N-(4-tert-butylphenyl)-N-({[2-(3-fluorophenyl)ethyl]carbamoyl}(5-methylpyridin-3-yl)methyl)prop-2-enamide
Z4509080688,Z4509080688,C26H23F4N3O2,Racemic or presumed racemic or meso,485.473,100,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-06,05_I,CC=1C=NC=C(C1)C(N(C(=O)C=C)C=2C=CC(=CC2)C(F)(F)F)C(=O)NCCC=3C=CC=C(F)C3,N-({[2-(3-fluorophenyl)ethyl]carbamoyl}(5-methylpyridin-3-yl)methyl)-N-[4-(trifluoromethyl)phenyl]prop-2-enamide
MAT-POS-590ac91e-51,Z1171332535,C21H19ClN2O4,Racemic or presumed racemic or meso,398.839,98.33,200415-FTE / COVID-19,,,0,4,100,1181202-Y4-06,05_J,CCN(CC1COC=2C=CC=CC2O1)C(=O)C3=CC(=O)NC=4C=CC(Cl)=CC34,"6-chloro-N-[(2,3-dihydro-1,4-benzodioxin-2-yl)methyl]-N-ethyl-2-oxo-1,2-dihydroquinoline-4-carboxamide"
