SMILES,CID,comments,,,,
COc1ccccc1OCCNC(=O)c1cc(=O)cc[nH]1,MAT-POS-8fd29122-1,EN300-69574,,,,
COc1ccccc1OCCNC(=O)c1cc(=O)ccn1C,PET-UNK-752bebd6-1,EN300-69574 + Me,,,,
O=C(c1cc(=O)cc[nH]1)N1CCN(c2cccc(Cl)c2)CC1,MAT-POS-8fd29122-2,EN300-69574,,,,
Cn1ccc(=O)cc1C(=O)N1CCN(c2cccc(Cl)c2)CC1,PET-UNK-82544c07-1,EN300-69574 + Me,,,,
O=C(Nc1cncc2nc[nH]c12)[C@@H]1CCOc2ccc(Cl)cc21,EDJ-MED-fb4b7746-2,,,,,
Cn1cnc2cncc(NC(=O)[C@@H]3CCOc4ccc(Cl)cc43)c21,EDJ-MED-fb4b7746-1,,,,,
O=C(Nc1cncc2[nH]c(=O)[nH]c12)[C@@H]1CCOc2ccc(Cl)cc21,EDJ-MED-fb4b7746-3,,,,,
Cn1c(=O)[nH]c2cncc(NC(=O)[C@@H]3CCOc4ccc(Cl)cc43)c21,EDJ-MED-fb4b7746-4,,,,,
O=C1NC2(CCOc3ccc(Cl)cc32)C(=O)N1c1cncc2ccccc12,VLA-UCB-29506327-1,Ullman coupling of current hydantoin intermediate,,,,
CN1C(=O)N(c2cncc3ccccc23)C(=O)C12CCOc1ccc(Cl)cc12,BEN-BAS-c2bc0d80-7,+Me after coupling to VLA-UCB-29506327-1,,,,
O=C(Nc1cncc2ccccc12)C1CCNc2ccc(Cl)cc21,Intermediate N,,,,,
COC(=O)C1(CO)CCOc2ccc(Cl)cc21,Intermediate E,High priority,,,,
COC(=O)C1(CN)CCOc2ccc(Cl)cc21,Intermediate F,High priority from E,,,,
COC(=O)C1(CC(=O)O)CCOc2ccc(Cl)cc21,Intermediate G,High priority from D,,,,
COC(=O)C1(CCO)CCOc2ccc(Cl)cc21,Intermediate H,,,,,
COC(=O)C1(CCN)CCOc2ccc(Cl)cc21,Intermediate I,,,,,
COC(=O)C1(CCC(=O)O)CCOc2ccc(Cl)cc21,Intermediate J,High priority from D,,,,
COC(=O)C1(CCCO)CCOc2ccc(Cl)cc21,Intermediate K,,,,,
COC(=O)C1(CCCN)CCOc2ccc(Cl)cc21,Intermediate L,,,,,
