shipment_ID,catalog_ID,Formula,stereochemistry,sample_MW,purity,PO,Salt_Name,Salt_ratio,MW_salt,volume(uL),concentration(mM),plate_ID,well,SMILES,Name
ERI-UCB-a0b0dbcb-8,Z4655756144,C20H19N3O3,Achiral,349.383,100,200415-FTE / COVID-19,,,0,40,20,1181202-Y4-23,05_A,COC=1C=CC=CC1NC2CN(C2)C(=O)C3=CC(=O)NC=4C=CC=CC34,"4-{3-[(2-methoxyphenyl)amino]azetidine-1-carbonyl}-1,2-dihydroquinolin-2-one"
PET-UNK-e44ffd04-1,Z1079665436,C14H11ClN4O,Achiral,286.716,100,200415-FTE / COVID-19,,,0,40,20,1181202-Y4-23,05_B,ClC=1C=CC=C(CC(=O)NC2=NN=C3C=CC=CN23)C1,"2-(3-chlorophenyl)-N-{[1,2,4]triazolo[4,3-a]pyridin-3-yl}acetamide"
EDJ-MED-c8e7a002-16,Z4661830692,C14H11ClN4O,Achiral,286.716,97.48,200415-FTE / COVID-19,,,0,40,20,1181202-Y4-23,05_C,ClC=1C=CC=C(CC(=O)NC2=NNC=3C=CN=CC23)C1,"2-(3-chlorophenyl)-N-{1H-pyrazolo[4,3-c]pyridin-3-yl}acetamide"
EDJ-MED-c8e7a002-1,Z4661830652,C16H13ClN2O3,Achiral,316.739,100,200415-FTE / COVID-19,,,0,40,20,1181202-Y4-23,05_D,COC=1C=CC=2C(NC(=O)CC=3C=CC=C(Cl)C3)=NOC2C1,"2-(3-chlorophenyl)-N-(6-methoxy-1,2-benzoxazol-3-yl)acetamide"
MAT-POS-199e2e7c-1,Z4661830651,C16H15ClN2O,Achiral,286.756,95.77,200415-FTE / COVID-19,,,0,40,20,1181202-Y4-23,05_E,ClC=1C=CC=C(CC(=O)NC=2C=NC=C3CCCC32)C1,"2-(3-chlorophenyl)-N-{5H,6H,7H-cyclopenta[c]pyridin-4-yl}acetamide"
EDJ-MED-c8e7a002-12,Z1079623926,C15H12ClN3O,Achiral,285.728,100,200415-FTE / COVID-19,,,0,40,20,1181202-Y4-23,05_F,ClC=1C=CC=C(CC(=O)NC=2C=CC=C3C=NNC23)C1,2-(3-chlorophenyl)-N-(1H-indazol-7-yl)acetamide
ERI-UCB-a0b0dbcb-6,Z4655756143,C21H20N2O4,Racemic or presumed racemic or meso,364.394,100,200415-FTE / COVID-19,,,0,40,20,1181202-Y4-23,05_G,COC=1C=CC=CC1OC2CCN(C2)C(=O)C3=CC(=O)NC=4C=CC=CC34,"4-[3-(2-methoxyphenoxy)pyrrolidine-1-carbonyl]-1,2-dihydroquinolin-2-one"
ALP-POS-a3de0cb1-3,Z4656742096,C21H20ClN3O2S,Racemic or presumed racemic or meso,413.920,100,200415-FTE / COVID-19,hydrogen chloride,1,36.46094,40,20,1181202-Y4-23,05_H,Cl.COC=1C=CC(=CC1)C(CC=2C=CSC2)C(=O)NC3=NNC=4C=CC=CC34,N-(1H-indazol-3-yl)-2-(4-methoxyphenyl)-3-(thiophen-3-yl)propanamide hydrochloride
ALP-POS-a3de0cb1-10,Z4618924270,C21H21N5OS,Racemic or presumed racemic or meso,391.489,96.55,200415-FTE / COVID-19,,,0,40,20,1181202-Y4-23,05_I,CN(C)C=1C=CC(=CC1)C(CC=2C=CSC2)C(=O)NC3=NN=C4C=CC=CN34,"2-[4-(dimethylamino)phenyl]-3-(thiophen-3-yl)-N-{[1,2,4]triazolo[4,3-a]pyridin-3-yl}propanamide"
MAR-UCB-f313ec4d-3,Z1530720954,C19H18N2O3,Achiral,322.357,97.8,200415-FTE / COVID-19,,,0,40,20,1181202-Y4-23,05_J,COC=1C=CC=CC1OCCC(=O)NC=2C=NC=C3C=CC=CC23,N-(isoquinolin-4-yl)-3-(2-methoxyphenoxy)propanamide
MAT-POS-8e4737f4-2,Z4647468798,C19H15ClN2O2,Single known enantiomer,338.787,99,200415-FTE / COVID-19,,,0,40,20,1181202-Y4-23,05_K,"ClC=1C=CC=2OC[C@@H](CC2C1)C(=O)NC=3C=NC=C4C=CC=CC34 |o1:7,r|","rel-(3R)-6-chloro-N-(isoquinolin-4-yl)-3,4-dihydro-2H-1-benzopyran-3-carboxamide"
EDJ-MED-e4b030d8-12,Z4647468795,C19H15ClN2O2,Single known enantiomer,338.787,100,200415-FTE / COVID-19,,,0,40,20,1181202-Y4-23,05_L,"ClC=1C=CC=2OC[C@H](CC2C1)C(=O)NC=3C=NC=C4C=CC=CC34 |o1:7,r|","rel-(3R)-6-chloro-N-(isoquinolin-4-yl)-3,4-dihydro-2H-1-benzopyran-3-carboxamide"
RAL-THA-6b94ceba-1,Z4609618475,C18H17ClN4O2,Achiral,356.806,91.38,200415-FTE / COVID-19,,,0,40,20,1181202-Y4-23,05_M,CC=1C=CN=CC1NC(=O)CC=2C=C(Cl)C=C(OCC3=NC=CN3)C2,2-{3-chloro-5-[(1H-imidazol-2-yl)methoxy]phenyl}-N-(4-methylpyridin-3-yl)acetamide
ERI-UCB-a0b0dbcb-9,Z4655756145,C20H18N2O4,Achiral,350.367,97.52,200415-FTE / COVID-19,,,0,40,20,1181202-Y4-23,05_N,COC=1C=CC=CC1OC2CN(C2)C(=O)C3=CC(=O)NC=4C=CC=CC34,"4-[3-(2-methoxyphenoxy)azetidine-1-carbonyl]-1,2-dihydroquinolin-2-one"
LOR-NOR-c954e7ad-3,Z330905748,C12H11NO4,Achiral,233.220,98.28,200415-FTE / COVID-19,,,0,40,20,1181202-Y4-23,05_O,CCC=1C=CC=2N(CC(=O)O)C(=O)C(=O)C2C1,"2-(5-ethyl-2,3-dioxo-2,3-dihydro-1H-indol-1-yl)acetic acid"
