SMILES,external_ID,CDD_ID,shipment_ID,catalog_ID,purity,volume(uL),concentration(mM),plate_ID,well,stereochemistry,PostEra_comments,Batch ID,"Amount, mg (left)"
ClC=1C=C2NCCC(C(=O)NC=3C=NC=C4C=CC=CC34)C2=CC1Cl,ALP-UNI-3735e77e-4,CVD-0015024,ALP-UNI-3735e77e-4,Z4897373677,96.86,40,20,1181202-Y40-37,03_A,Racemic or presumed racemic or meso,,H2904531,UNK
ClC=1C=CC=2OCCC(CC(=O)N3CCN(CC3)C4CCOC4)(C(=O)NC=5C=NC=C6C=CC=CC56)C2C1,ALP-POS-5bb456a5-7,CVD-0015390,ALP-POS-5bb456a5-7,Z4909940788,90.2,40,20,1181202-Y40-37,03_B,Diastereomeric mixture,,H2906547,UNK
ClC=1C=CC(CC(=O)NC=2C=NC=C3C=CN=CC23)=CC1Cl,VLA-UNK-82501c2c-2,CVD-0015337,VLA-UNK-82501c2c-2,Z4909940768,100.0,40,20,1181202-Y40-37,03_C,Achiral,,H2918105,UNK
CNC(=O)C1(CC(=O)NC=2C=NC=C3C=CC=CC23)CCOC=4C=CC(Cl)=CC41,MAT-POS-78e1d523-2,CVD-0016255,MAT-POS-78e1d523-2,Z4919285336,97.96,40,20,1181202-Y40-37,03_D,Racemic or presumed racemic or meso,,H2921738,UNK
OC1(CCSC1)C(=O)NCC2(CCOC=3C=CC(Cl)=CC32)C(=O)NC=4C=NC=C5C=CC=CC45,MAT-POS-3b97339c-1,CVD-0016320,rac-EDJ-MED-4c7486ba-9,Z4878370968,100.0,40,20,1181202-Y40-37,03_E,Diastereomeric mixture,,H2902981,UNK
Cl.ClC=1C=CC=2OCCC3(CC(=O)N(C3=O)C=4C=NC=C5C=CC=CC45)C2C1,BEN-BAS-c2bc0d80-6,CVD-0014160,BEN-BAS-c2bc0d80-6,Z4916547475,100.0,40,20,1181202-Y40-37,03_F,Racemic or presumed racemic or meso,,H2902979,UNK
"Cl.N[C@@]1(CCOC=2C=CC(Cl)=CC21)C(=O)NC=3C=NC=C4C=CC=CC34 |o1:2,r|",MAT-POS-3b97339c-2,CVD-0016321,rel-EDG-MED-971238d3-4-1,Z4917302750,100.0,40,20,1181202-Y40-37,03_G,Single known enantiomer,,H2911272,UNK
"CNC(=O)C[C@]1(CCOC=2C=CC(Cl)=CC21)C(=O)NC=3C=NC=C4C=CC=CC34 |o1:5,r|",MAT-POS-f9802937-6,CVD-0015379,rel-MAT-POS-f9802937-6,Z4909940778,98.49,40,20,1181202-Y40-37,03_H,Single known enantiomer,,H2905525,UNK
"CNC(=O)C[C@@]1(CCOC=2C=CC(Cl)=CC21)C(=O)NC=3C=NC=C4C=CC=CC34 |o1:5,r|",MAT-POS-f9802937-5,CVD-0015378,rel-MAT-POS-f9802937-5,Z4909940777,98.03,40,20,1181202-Y40-37,03_I,Single known enantiomer,,H2905524,UNK
Cl.CN1C=CC(CNCC2(CCOC=3C=CC(Cl)=CC32)C(=O)NC=4C=NC=C5C=CC=CC45)=N1,EDJ-MED-8c98ee63-2,CVD-0015683,EDJ-MED-8c98ee63-2,Z4919384407,97.73,40,20,1181202-Y40-37,03_J,Racemic or presumed racemic or meso,,H2906549,UNK
NS(=O)(=O)C=1NN=CC1C(=O)NCC2(CCOC=3C=CC(Cl)=CC32)C(=O)NC=4C=NC=C5C=CC=CC45,MAT-POS-3b97339c-3,CVD-0016322,rac-EDJ-MED-4c7486ba-8,Z4878380185,91.13,40,20,1181202-Y40-37,03_K,Racemic or presumed racemic or meso,,H2902977,UNK
ClC=1C=CC=2OCC(C(=O)N(C(=O)C=C)C=3C=NC=C4C=CC=CC34)C2C1,MAT-POS-e69ad64a-2,CVD-0015332,MAT-POS-e69ad64a-2,Z4906876442,94.0,40,20,1181202-Y40-37,03_L,Racemic or presumed racemic or meso,,H2911874,UNK
"N[C@]1(CCOC=2C=CC(Cl)=CC21)C(=O)NC=3C=NC=C4C=CC=CC34 |o1:1,r|",MAT-POS-2905de8c-1,CVD-0015264,rel-EDG-MED-971238d3-4-2,Z4839375840,94.34,40,20,1181202-Y40-37,03_M,Single known enantiomer,imperfect stereochemical match for MAT-POS-2905de8c-1,H2917150,UNK
