SMILES,external_ID,CDD_ID,shipment_ID,catalog_ID,purity,volume(uL),concentration(mM),plate_ID,well,stereochemistry,PostEra_comments
CC(C)(C)C=1C=CC(=CC1)N(C(C(=O)NCC2CCCO2)C=3C=CC=NC3)C(=O)C=C,LON-WEI-adc59df6-32,CVD-0004239,Z4457849219,Z4457849219,95.47,40,20,1181202-Y40-01,A03,Diastereomeric mixture,
COCCNC(=O)C(N(C(=O)C=C)C=1C=CC(=CC1)C(C)(C)C)C=2C=CC=NC2,LON-WEI-adc59df6-26,CVD-0004232,Z4457849213,Z4457849213,96.85,40,20,1181202-Y40-01,B03,Racemic or presumed racemic or meso,
CC(C)(C)C=1C=CC(=CC1)N(C(C(=O)NC2CCCC2)C=3C=CC=NC3)C(=O)C=C,LON-WEI-adc59df6-35,CVD-0004242,Z4457849222,Z4457849222,100.0,40,20,1181202-Y40-01,C03,Racemic or presumed racemic or meso,
"COC(=O)[C@@H]1CC[C@@H](C1)NC(=O)C(N(C(=O)C=C)C=2C=CC(=CC2)C(C)(C)C)C=3C=CC=NC3 |&1:4,7,r|",LON-WEI-adc59df6-6,CVD-0004269,Z4457944475,Z4457944475,100.0,40,20,1181202-Y40-01,D03,Diastereomeric mixture,
CC(C)(C)C=1C=CC(=CC1)N(C(C(=O)NC2CCC2)C=3C=CC=NC3)C(=O)C=C,LON-WEI-adc59df6-14,CVD-0004219,Z4457849201,Z4457849201,100.0,40,20,1181202-Y40-01,E03,Racemic or presumed racemic or meso,
CC(C)(C)C=1C=CC(=CC1)N(C(C(=O)NC2CCCCC2)C=3C=CC=NC3)C(=O)C=C,LON-WEI-adc59df6-8,CVD-0004291,Z4457849195,Z4457849195,100.0,40,20,1181202-Y40-01,F03,Racemic or presumed racemic or meso,
CC(C)NC(=O)C(N(C(=O)C=C)C=1C=CC(=CC1)C(C)(C)C)C=2C=CC=NC2,LON-WEI-adc59df6-21,CVD-0004227,Z4457849208,Z4457849208,100.0,40,20,1181202-Y40-01,G03,Racemic or presumed racemic or meso,
CSCCCNC(=O)C(N(C(=O)C=C)C=1C=CC(=CC1)C(C)(C)C)C=2C=CC=NC2,LON-WEI-adc59df6-10,CVD-0004210,Z4457849197,Z4457849197,100.0,40,20,1181202-Y40-01,H03,Racemic or presumed racemic or meso,
CNC(=O)C(N(C(=O)C=C)C=1C=CC(=CC1)C(C)(C)C)C=2C=CC=NC2,LON-WEI-adc59df6-3,CVD-0004236,Z4457849190,Z4457849190,93.74,40,20,1181202-Y40-01,I03,Racemic or presumed racemic or meso,
CC(C)(C)C=1C=CC(=CC1)N(C(C(=O)NCC=2C=CC(F)=CC2)C=3C=CC=NC3)C(=O)C=C,LON-WEI-adc59df6-23,CVD-0004229,Z4457849210,Z4457849210,100.0,40,20,1181202-Y40-01,J03,Racemic or presumed racemic or meso,
CSCCNC(=O)C(N(C(=O)C=C)C=1C=CC(=CC1)C(C)(C)C)C=2C=CC=NC2,LON-WEI-adc59df6-17,CVD-0004222,Z4457849204,Z4457849204,100.0,40,20,1181202-Y40-01,K03,Racemic or presumed racemic or meso,
CCC(C)NC(=O)C(N(C(=O)C=C)C=1C=CC(=CC1)C(C)(C)C)C=2C=CC=NC2,LON-WEI-adc59df6-31,CVD-0004238,Z4457849218,Z4457849218,100.0,40,20,1181202-Y40-01,L03,Diastereomeric mixture,
CCOC(=O)CCNC(=O)C(N(C(=O)C=C)C=1C=CC(=CC1)C(C)(C)C)C=2C=CC=NC2,LON-WEI-adc59df6-2,CVD-0004225,Z4457849189,Z4457849189,95.84,40,20,1181202-Y40-01,M03,Racemic or presumed racemic or meso,
CC(C)(C)C=1C=CC(=CC1)N(C(C(=O)NC2CCOCC2)C=3C=CC=NC3)C(=O)C=C,LON-WEI-adc59df6-39,CVD-0004246,Z4457849226,Z4457849226,98.85,40,20,1181202-Y40-01,N03,Racemic or presumed racemic or meso,
CCOC(=O)CCCNC(=O)C(N(C(=O)C=C)C=1C=CC(=CC1)C(C)(C)C)C=2C=CC=NC2,LON-WEI-adc59df6-7,CVD-0004280,Z4457849194,Z4457849194,81.0,40,20,1181202-Y40-01,O03,Racemic or presumed racemic or meso,
CC(C)(C)C=1C=CC(=CC1)N(C(C(=O)NCCC=2C=CC=C(F)C2)C=3C=CC=NC3)C(=O)C=C,LON-WEI-adc59df6-47,CVD-0004255,Z4457849234,Z4457849234,100.0,40,20,1181202-Y40-01,P03,Racemic or presumed racemic or meso,
COC=1C=CC(NC(=O)C(N(C(=O)C=C)C=2C=CC(=CC2)C(C)(C)C)C=3C=CC=NC3)=C(OC)C1,LON-WEI-adc59df6-45,CVD-0004253,Z4457849232,Z4457849232,100.0,40,20,1181202-Y40-01,A04,Racemic or presumed racemic or meso,
COC(=O)C1CC(C1)NC(=O)C(N(C(=O)C=C)C=2C=CC(=CC2)C(C)(C)C)C=3C=CC=NC3,LON-WEI-adc59df6-1,CVD-0004209,Z4457849188,Z4457849188,95.44,40,20,1181202-Y40-01,B04,Diastereomeric mixture,
CC(C)(C)C=1C=CC(=CC1)N(C(C(=O)NCC=2C=CC=CC2)C=3C=CC=NC3)C(=O)C=C,LON-WEI-adc59df6-40,CVD-0004248,Z4457849227,Z4457849227,100.0,40,20,1181202-Y40-01,C04,Racemic or presumed racemic or meso,
CCNC(=O)C(N(C(=O)C=C)C=1C=CC(=CC1)C(C)(C)C)C=2C=CC=NC2,LON-WEI-adc59df6-30,CVD-0004237,Z4457849217,Z4457849217,100.0,40,20,1181202-Y40-01,D04,Racemic or presumed racemic or meso,
CC(C)(C)C=1C=CC(=CC1)N(C(C(=O)NCC2CCOC2)C=3C=CC=NC3)C(=O)C=C,LON-WEI-adc59df6-19,CVD-0004224,Z4457849206,Z4457849206,96.6,40,20,1181202-Y40-01,E04,Diastereomeric mixture,
CC=1C=C(N)C=C(C1)N(C(C(=O)NC(C)(C)C)C=2C=CC=NC2)C(=O)C=C,LON-WEI-adc59df6-101,CVD-0004212,Z4459610281,Z4459610281,92.1,40,20,1181202-Y40-01,F04,Racemic or presumed racemic or meso,
COC=1C=NC=C(C(N(C(=O)C=C)C=2C=CC(=CC2)C(C)(C)C)C(=O)NC(C)(C)C)C1C,LON-WEI-adc59df6-59,CVD-0004268,Z4457849246,Z4457849246,100.0,40,20,1181202-Y40-01,G04,Racemic or presumed racemic or meso,
CCOC=1C=NC=C(C1)C(N(C(=O)C=C)C=2C=CC(=CC2)C(C)(C)C)C(=O)NC(C)(C)C,LON-WEI-adc59df6-57,CVD-0004266,Z4457849244,Z4457849244,100.0,40,20,1181202-Y40-01,H04,Racemic or presumed racemic or meso,
CC=1C(Br)=CN=CC1C(N(C(=O)C=C)C=2C=CC(=CC2)C(C)(C)C)C(=O)NC(C)(C)C,LON-WEI-adc59df6-55,CVD-0004264,Z4457849242,Z4457849242,95.62,40,20,1181202-Y40-01,I04,Racemic or presumed racemic or meso,
CC(C)(C)NC(=O)C(N(C(=O)C=C)C=1C=CC(=CC1)C(C)(C)C)C=2C=NC=C(C2)C(C)(F)F,LON-WEI-adc59df6-60,CVD-0004270,Z4457849247,Z4457849247,100.0,40,20,1181202-Y40-01,J04,Racemic or presumed racemic or meso,
CC(C)(C)NC(=O)C(N(C(=O)C=C)C=1C=CC(=CC1)C(C)(C)C)C=2C=NC=C(Br)C2,LON-WEI-adc59df6-54,CVD-0004263,Z4457849241,Z4457849241,98.45,40,20,1181202-Y40-01,K04,Racemic or presumed racemic or meso,
CC=1C=CN=CC1C(N(C(=O)C=C)C=2C=CC(=CC2)C(C)(C)C)C(=O)NC(C)(C)C,LON-WEI-adc59df6-61,CVD-0004271,Z4457849248,Z4457849248,100.0,40,20,1181202-Y40-01,L04,Racemic or presumed racemic or meso,
CC(C)(C)NC(=O)C(N(C(=O)C=C)C=1C=CC(=CC1)C(C)(C)C)C2=CN=CN2,LON-WEI-adc59df6-49,CVD-0004257,Z4457849236,Z4457849236,82.19,40,20,1181202-Y40-01,M04,Racemic or presumed racemic or meso,
COC=1C=NC=C(C1)C(N(C(=O)C=C)C=2C=CC(=CC2)C(C)(C)C)C(=O)NC(C)(C)C,LON-WEI-adc59df6-58,CVD-0004267,Z4457849245,Z4457849245,94.44,40,20,1181202-Y40-01,N04,Racemic or presumed racemic or meso,
CC(C)(C)NC(=O)C(N(C(=O)C=C)C=1C=CC(=CC1)C(C)(C)C)C=2C=NC=C(Cl)C2,LON-WEI-adc59df6-53,CVD-0004262,Z4457849240,Z4457849240,100.0,40,20,1181202-Y40-01,O04,Racemic or presumed racemic or meso,
CC(C)(C)NC(=O)C(N(C(=O)C=C)C=1C=CC(=CC1)C(C)(C)C)C=2C=NC=C3C=CC=CC23,LON-WEI-adc59df6-52,CVD-0004261,Z4457849239,Z4457849239,100.0,40,20,1181202-Y40-01,P04,Racemic or presumed racemic or meso,
CC=1C=CN=CC1NC(=O)CNC(=O)CC=2C=CC=NC2,GAB-REV-70cc3ca5-13,CVD-0001218,GAB-REV-70c-13,Z4444622117,91.0,40,20,1181202-Y40-01,A05,Achiral,
FC=1C=CC(NC(=O)NCCNC=2C=CN=C3C=C(Cl)C=CC23)=CC1,GAB-FAC-880f6604-1,CVD-0001191,GAB-FAC-880-1,Z4444622149,97.69,40,20,1181202-Y40-01,B05,Achiral,
OCCOC=1N=CC=CC1C(=O)NCC=2C=NN3C=CC=CC23,BAR-COM-4e090d3a-40,CVD-0000262,BAR-COM-4e0-40,Z4444622118,100.0,40,20,1181202-Y40-01,C05,Achiral,
